Ste,Et,Cpt gen.,Nat,Auxiliaire,Libelle CG,Libelle(suite),Exer,Pr,Dt piece,Chrono,n[piece,Jrn,Type,Libelle 1,Libelle 2,Et Pce,Nat pie,N[audit,Jrn ref,Refer,Echeance,MR,Nat,Cpt ana,Nat ana -2-,  Compte analytique   rang 2,Nat ana -3-,  Compte analytique   rang 3,Debit,Credit,Solde,Dev,L,L/P,n[conso,Cg c/partie,Cte Auxil c/partie,Reg TVA,Tx TVA,Debit devise,credit devise,Solde Dev.,Dev
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,23/04/2018,94684,154,ACM,FACTF,5703640,,1,0,,ACM,154,15/04/2018,VM,,,,,,,,"5929,91","-5929,91",EUR,,0,0,613136,,,0,,"5929,91","-5929,91",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,23/04/2018,94685,155,ACM,FACTF,5703639,,1,0,,ACM,155,15/04/2018,VM,,,,,,,,"9065,44","-9065,44",EUR,,0,0,613136,,,0,,"9065,44","-9065,44",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,24/04/2018,10355,8070058,NCM,AVOIF,5703823,DECHRA VETERINARY PR,1,0,,NCM,5703823,24/04/2018,MA,,,,,,,"34,86",,"34,86",EUR,,0,0,490810,,,0,"34,86",,"34,86",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,26/04/2018,4734,81,BBL,ODTRE,BE07,05081 00000 0003 001,1,0,,BBL,81,26/04/2018,,,,,,,,"48023,21",,"48023,21",EUR,,0,0,550000,,,0,"48023,21",,"48023,21",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94882,393,ACM,FACTF,5703697,,1,0,,ACM,393,25/04/2018,VM,,,,,,,,"1959,07","-1959,07",EUR,,0,0,604000,,,0,,"1959,07","-1959,07",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94883,394,ACM,FACTF,5703698,,1,0,,ACM,394,25/04/2018,VM,,,,,,,,"5341,62","-5341,62",EUR,,0,0,604000,,,0,,"5341,62","-5341,62",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94884,395,ACM,FACTF,5703700,,1,0,,ACM,395,25/04/2018,VM,,,,,,,,"104,35","-104,35",EUR,,0,0,604000,,,0,,"104,35","-104,35",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94885,396,ACM,FACTF,5703701,,1,0,,ACM,396,25/04/2018,VM,,,,,,,,"307,09","-307,09",EUR,,0,0,604000,,,0,,"307,09","-307,09",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94886,397,ACM,FACTF,5703703,,1,0,,ACM,397,25/04/2018,VM,,,,,,,,"2193,83","-2193,83",EUR,,0,0,604000,,,0,,"2193,83","-2193,83",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94887,398,ACM,FACTF,5703704,,1,0,,ACM,398,25/04/2018,VM,,,,,,,,"14041,47","-14041,47",EUR,,0,0,613136,,,0,,"14041,47","-14041,47",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94888,399,ACM,FACTF,5703705,,1,0,,ACM,399,25/04/2018,VM,,,,,,,,"4779,67","-4779,67",EUR,,0,0,604000,,,0,,"4779,67","-4779,67",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94889,400,ACM,FACTF,5703706,,1,0,,ACM,400,25/04/2018,VM,,,,,,,,"2161,62","-2161,62",EUR,,0,0,613136,,,0,,"2161,62","-2161,62",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94890,401,ACM,FACTF,5703709,,1,0,,ACM,401,25/04/2018,VM,,,,,,,,"6173,44","-6173,44",EUR,,0,0,604000,,,0,,"6173,44","-6173,44",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94891,402,ACM,FACTF,5703708,,1,0,,ACM,402,25/04/2018,VM,,,,,,,,"1141,54","-1141,54",EUR,,0,0,613136,,,0,,"1141,54","-1141,54",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94892,423,ACM,FACTF,5703809,,1,0,,ACM,423,29/04/2018,VM,,,,,,,,"2384,32","-2384,32",EUR,,0,0,604000,,,0,,"2384,32","-2384,32",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94893,425,ACM,FACTF,5703811,,1,0,,ACM,425,29/04/2018,VM,,,,,,,,"1064,96","-1064,96",EUR,,0,0,604000,,,0,,"1064,96","-1064,96",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94894,426,ACM,FACTF,5703812,,1,0,,ACM,426,29/04/2018,VM,,,,,,,,"3545,77","-3545,77",EUR,,0,0,604000,,,0,,"3545,77","-3545,77",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94895,427,ACM,FACTF,5703813,,1,0,,ACM,427,29/04/2018,VM,,,,,,,,"6659,14","-6659,14",EUR,,0,0,604000,,,0,,"6659,14","-6659,14",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94896,440,ACM,FACTF,5703754,,1,0,,ACM,440,30/04/2018,VM,,,,,,,,"5105,81","-5105,81",EUR,,0,0,604000,,,0,,"5105,81","-5105,81",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94897,441,ACM,FACTF,5703753,,1,0,,ACM,441,30/04/2018,VM,,,,,,,,"164,09","-164,09",EUR,,0,0,604000,,,0,,"164,09","-164,09",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94898,443,ACM,FACTF,5703752,,1,0,,ACM,443,30/04/2018,VM,,,,,,,,"5813,57","-5813,57",EUR,,0,0,604000,,,0,,"5813,57","-5813,57",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94899,447,ACM,FACTF,5703850,,1,0,,ACM,447,30/04/2018,VM,,,,,,,,"15171,08","-15171,08",EUR,,0,0,604000,,,0,,"15171,08","-15171,08",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94967,424,ACM,FACTF,5703810,,1,0,,ACM,424,29/04/2018,VM,,,,,,,,"17462,64","-17462,64",EUR,,0,0,604000,,,0,,"17462,64","-17462,64",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95006,439,ACM,FACTF,5703848,,1,0,,ACM,439,30/04/2018,VM,,,,,,,,"666,85","-666,85",EUR,,0,0,604000,,,0,,"666,85","-666,85",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95007,446,ACM,FACTF,5703849,,1,0,,ACM,446,30/04/2018,VM,,,,,,,,"506,6","-506,6",EUR,,0,0,604000,,,0,,"506,6","-506,6",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95079,422,ACM,FACTF,5703808,,1,0,,ACM,422,29/04/2018,VM,,,,,,,,"349,59","-349,59",EUR,,0,0,604000,,,0,,"349,59","-349,59",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95080,428,ACM,FACTF,5703814,,1,0,,ACM,428,29/04/2018,VM,,,,,,,,"165122,49","-165122,49",EUR,,0,0,613136,,,0,,"165122,49","-165122,49",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95082,438,ACM,FACTF,5703816,,1,0,0,ACM,438,29/04/2018,VM,,,,,,,,"1404,2","-1404,2",EUR,,0,0,604000,,,0,,"1404,2","-1404,2",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95130,444,ACM,FACTF,5703751,,1,0,,ACM,444,30/04/2018,VM,,,,,,,,"1168,2","-1168,2",EUR,,0,0,490810,,,0,,"1168,2","-1168,2",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95136,442,ACM,FACTF,5703755,,1,0,,ACM,442,30/04/2018,VM,,,,,,,,"1721,44","-1721,44",EUR,,0,0,604000,,,0,,"1721,44","-1721,44",EUR
1,,440000,FOU,60422,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,10356,8070059,NCM,AVOIF,5703824,DECHRA VETERINARY PR,1,0,,NCM,5703824,30/04/2018,MA,,,,,,,"31,25",,"31,25",EUR,,0,0,490810,,,0,"31,25",,"31,25",EUR
1,,440000,FOU,60425,FOURNISSEURS MARCHANDISES,,2018,7,18/04/2018,94588,59,ACM,FACTF,FA180198,,1,0,,PCG,27286,05/05/2018,SE,,,,,,,,"188,33","-188,33",EUR,,0,0,604000,,,0,,"188,33","-188,33",EUR
1,,440000,FOU,60425,FOURNISSEURS MARCHANDISES,,2018,7,19/04/2018,94580,6,ACM,FACTF,FA180193,,1,0,,PCG,27286,03/05/2018,SE,,,,,,,,"522,29","-522,29",EUR,,0,0,604000,,,0,,"522,29","-522,29",EUR
1,,440000,FOU,60425,FOURNISSEURS MARCHANDISES,,2018,7,20/04/2018,94638,222,ACM,FACTF,FA180206,,1,0,,PCG,27286,09/05/2018,SE,,,,,,,,"314,77","-314,77",EUR,,0,0,604000,,,0,,"314,77","-314,77",EUR
1,,440000,FOU,60425,FOURNISSEURS MARCHANDISES,,2018,7,26/04/2018,94804,231,ACM,FACTF,FA180209,,1,0,,PCG,27286,12/05/2018,SE,,,,,,,,"1242,81","-1242,81",EUR,,0,0,604000,,,0,,"1242,81","-1242,81",EUR
1,,440000,FOU,60425,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94846,321,ACM,FACTF,FA180215,,1,0,,ACM,321,16/05/2018,SE,,,,,,,,"158,15","-158,15",EUR,,0,0,604000,,,0,,"158,15","-158,15",EUR
1,,440000,FOU,60425,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94862,358,ACM,FACTF,FA180228,,1,0,,ACM,358,19/05/2018,SE,,,,,,,,"325,07","-325,07",EUR,,0,0,604000,,,0,,"325,07","-325,07",EUR
1,,440000,FOU,60425,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95065,529,ACM,FACTF,FA180243,,1,0,,ACM,529,26/05/2018,SE,,,,,,,,"633,4","-633,4",EUR,,0,0,604000,,,0,,"633,4","-633,4",EUR
1,,440000,FOU,60425,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95083,481,ACM,FACTF,FA180236,,1,0,,ACM,481,23/05/2018,SE,,,,,,,,"255,41","-255,41",EUR,,0,0,604000,,,0,,"255,41","-255,41",EUR
1,,440000,FOU,61400,FOURNISSEURS MARCHANDISES,,2018,7,26/04/2018,94800,2,ACM,FACTF,18037,,1,0,,PBN,27179,30/04/2018,SE,,,,,,,,"129,47","-129,47",EUR,,0,0,604000,,,0,,"129,47","-129,47",EUR
1,,440000,FOU,61400,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95119,570,ACM,FACTF,18043,,1,0,,ACM,570,31/05/2018,SE,,,,,,,,4235,-4235,EUR,,0,0,604000,,,0,,4235,-4235,EUR
1,,440000,FOU,61588,FOURNISSEURS MARCHANDISES,,2018,7,23/04/2018,94621,35,ACM,FACTF,133553624,,1,0,,ACM,35,31/05/2018,SE,,,,,,,,"7504,8","-7504,8",EUR,,0,32,604100,,,0,,"7504,8","-7504,8",EUR
1,,440000,FOU,61645,FOURNISSEURS MARCHANDISES,,2018,7,26/04/2018,94805,261,ACM,FACTF,20180015,,1,0,,ACM,261,17/05/2018,SE,,,,,,,,"628,01","-628,01",EUR,,0,0,604000,,,0,,"628,01","-628,01",EUR
1,,440000,FOU,61645,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94822,372,ACM,FACTF,20180042,,1,0,,ACM,372,20/05/2018,SE,,,,,,,,"2657,01","-2657,01",EUR,,0,0,604000,,,0,,"2657,01","-2657,01",EUR
1,,440000,FOU,61645,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94867,370,ACM,FACTF,20180046,,1,0,,ACM,370,20/05/2018,SE,,,,,,,,"1685,23","-1685,23",EUR,,0,0,604000,,,0,,"1685,23","-1685,23",EUR
1,,440000,FOU,61645,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94965,420,ACM,FACTF,20180092,,1,0,,ACM,420,22/05/2018,SE,,,,,,,,819,-819,EUR,,0,0,604000,,,0,,819,-819,EUR
1,,440000,FOU,61645,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95073,540,ACM,FACTF,20180140,,1,0,,ACM,540,30/05/2018,SE,,,,,,,,"8574,59","-8574,59",EUR,,0,0,604000,,,0,,"8574,59","-8574,59",EUR
1,,440000,FOU,61645,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95074,541,ACM,FACTF,20180148,,1,0,,ACM,541,30/05/2018,SE,,,,,,,,"4081,35","-4081,35",EUR,,0,0,604000,,,0,,"4081,35","-4081,35",EUR
1,,440000,FOU,61712,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95031,492,ACM,FACTF,B201804001,,1,0,,ACM,492,24/05/2018,SE,,,,,,,,"393,76","-393,76",EUR,,0,0,604100,,,0,,"393,76","-393,76",EUR
1,,440000,FOU,61780,FOURNISSEURS MARCHANDISES,,2018,7,23/04/2018,94683,142,ACM,FACTF,1818005165,,1,0,,PCG,27288,10/05/2018,SE,,,,,,,,"874,49","-874,49",EUR,,0,0,604000,,,0,,"874,49","-874,49",EUR
1,,440000,FOU,61800,FOURNISSEURS MARCHANDISES,,2018,7,04/04/2018,582,8070001,NC,AVOIF,1046431329,NESTLE PURINA PET CA,1,0,,NC,1046431,04/04/2018,VM,,,,,,,"1568,16",,"1568,16",EUR,,0,0,744200,,,0,"1568,16",,"1568,16",EUR
1,,440000,FOU,61800,FOURNISSEURS MARCHANDISES,,2018,7,25/04/2018,94796,80,ACM,FACTF,1046432776,,1,0,,ACM,80,25/05/2018,VM,,,,,,,,"3459,21","-3459,21",EUR,,0,0,604000,,,0,,"3459,21","-3459,21",EUR
1,,440000,FOU,61800,FOURNISSEURS MARCHANDISES,,2018,7,25/04/2018,94797,147,ACM,FACTF,1046434696,,1,0,,ACM,147,25/05/2018,VM,,,,,,,,"1010,74","-1010,74",EUR,,0,0,604000,,,0,,"1010,74","-1010,74",EUR
1,,440000,FOU,61800,FOURNISSEURS MARCHANDISES,,2018,7,25/04/2018,94798,280,ACM,FACTF,1046436664,,1,0,,ACM,280,25/05/2018,VM,,,,,,,,"4333,52","-4333,52",EUR,,0,0,604000,,,0,,"4333,52","-4333,52",EUR
1,,440000,FOU,61800,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95033,494,ACM,FACTF,1046439073,,1,0,,ACM,494,31/05/2018,VM,,,,,,,,"2150,9","-2150,9",EUR,,0,0,604000,,,0,,"2150,9","-2150,9",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,18/04/2018,94563,51,ACM,FACTF,80771,,1,0,,ACM,51,31/05/2018,SE,,,,,,,,"456,6","-456,6",EUR,,0,0,604100,,,0,,"456,6","-456,6",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,18/04/2018,94577,178,ACM,FACTF,80957,,1,0,,ACM,178,31/05/2018,SE,,,,,,,,"4158,37","-4158,37",EUR,,0,0,604100,,,0,,"4158,37","-4158,37",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,18/04/2018,94583,22,ACM,FACTF,80752,,1,0,,ACM,22,31/05/2018,SE,,,,,,,,20000,-20000,EUR,,0,0,604100,,,0,,20000,-20000,EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,18/04/2018,94585,24,ACM,FACTF,80779,,1,0,,ACM,24,31/05/2018,SE,,,,,,,,"3787,8","-3787,8",EUR,,0,0,604100,,,0,,"3787,8","-3787,8",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,18/04/2018,94595,197,ACM,FACTF,81004,,1,0,,ACM,197,31/05/2018,SE,,,,,,,,"3691,38","-3691,38",EUR,,0,0,604100,,,0,,"3691,38","-3691,38",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94853,340,ACM,FACTF,81198,,1,0,,ACM,340,31/05/2018,SE,,,,,,,,"456,6","-456,6",EUR,,0,0,604100,,,0,,"456,6","-456,6",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94860,353,ACM,FACTF,81260,,1,0,,ACM,353,31/05/2018,SE,,,,,,,,"3722,03","-3722,03",EUR,,0,0,604100,,,0,,"3722,03","-3722,03",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94863,359,ACM,FACTF,81348,,1,0,,ACM,359,31/05/2018,SE,,,,,,,,"4227,23","-4227,23",EUR,,0,0,604100,,,0,,"4227,23","-4227,23",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94987,445,ACM,FACTF,81465,,1,0,,ACM,445,31/05/2018,SE,,,,,,,,"22464,11","-22464,11",EUR,,0,0,604100,,,0,,"22464,11","-22464,11",EUR
1,,440000,FOU,61920,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95100,558,ACM,FACTF,81541,,1,0,,ACM,558,31/05/2018,SE,,,,,,,,"4551,61","-4551,61",EUR,,0,0,604100,,,0,,"4551,61","-4551,61",EUR
1,,440000,FOU,61970,FOURNISSEURS MARCHANDISES,,2018,7,23/04/2018,94705,254,ACM,FACTF,FC2018145,,1,0,,PBN,27186,23/04/2018,SE,,,,,,,,"107,95","-107,95",EUR,,0,0,604900,,,0,,"107,95","-107,95",EUR
1,,440000,FOU,61970,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94985,357,ACM,FACTF,FC2018151,,1,0,,PCG,27290,26/04/2018,SE,,,,,,,,"243,41","-243,41",EUR,,0,0,604900,,,0,,"243,41","-243,41",EUR
1,,440000,FOU,61970,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95090,547,ACM,FACTF,FC2018156,,1,0,,PCG,27290,01/05/2018,SE,,,,,,,,"142,17","-142,17",EUR,,0,0,604900,,,0,,"142,17","-142,17",EUR
1,,440000,FOU,62600,FOURNISSEURS MARCHANDISES,,2018,7,18/04/2018,94571,117,ACM,FACTF,818A039715,,1,0,,ACM,117,09/05/2018,MM,,,,,,,,"16184,5","-16184,5",EUR,,0,0,604000,,,0,,"16184,5","-16184,5",EUR
1,,440000,FOU,62600,FOURNISSEURS MARCHANDISES,,2018,7,18/04/2018,94573,158,ACM,FACTF,818A039866,,1,0,,PCG,27291,10/05/2018,SE,,,,,,,,"2579,47","-2579,47",EUR,,0,0,604000,,,0,,"2579,47","-2579,47",EUR
1,,440000,FOU,62600,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94911,262,ACM,FACTF,818A040266,,1,0,,ACM,262,17/05/2018,SE,,,,,,,,"175697,05","-175697,05",EUR,,0,0,604000,,,0,,"175697,05","-175697,05",EUR
1,,440000,FOU,62600,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94963,417,ACM,FACTF,818A040605,,1,0,0,ACM,417,23/05/2018,SE,,,,,,,,"3804,68","-3804,68",EUR,,0,0,604000,,,0,,"3804,68","-3804,68",EUR
1,,440000,FOU,62600,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94988,454,ACM,FACTF,818A040902,,1,0,,ACM,454,25/05/2018,SE,,,,,,,,"13327,66","-13327,66",EUR,,0,0,604000,,,0,,"13327,66","-13327,66",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,03/04/2018,4717,64,BBL,ODTRE,2000000577,5710001277 001,1,0,,ACM,365,03/04/2018,,,,,,,,"148,49",,"148,49",EUR,,0,0,550000,,,0,"148,49",,"148,49",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,03/04/2018,4717,64,BBL,ODTRE,ESCOMPTE OBTENU, EUR0BE,1,0,,ACM,365,03/04/2018,,,,,,,,"0,75",,"0,75",EUR,,0,0,550000,,,0,"0,75",,"0,75",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94854,341,ACM,FACTF,5710001817,,1,0,,ACM,341,03/05/2018,SE,,,,,,,,"3056,88","-3056,88",EUR,,0,0,604100,,,0,,"3056,88","-3056,88",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94914,296,ACM,FACTF,5710001785,,1,0,,ACM,296,02/05/2018,SE,,,,,,,,"1716,5","-1716,5",EUR,,0,0,604100,,,0,,"1716,5","-1716,5",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94915,299,ACM,FACTF,5710001784,,1,0,,ACM,296,02/05/2018,SE,,,,,,,,"10961,39","-10961,39",EUR,,0,0,604100,,,0,,"10961,39","-10961,39",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94916,301,ACM,FACTF,5710001800,,1,0,,ACM,296,02/05/2018,SE,,,,,,,,"8566,6","-8566,6",EUR,,0,0,604100,,,0,,"8566,6","-8566,6",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94932,365,ACM,FACTF,5710001821,,1,0,,ACM,365,04/05/2018,SE,,,,,,,,"1783,99","-1783,99",EUR,,0,0,604100,,,0,,"1783,99","-1783,99",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94933,366,ACM,FACTF,5710001830,,1,0,,ACM,365,04/05/2018,SE,,,,,,,,"3895,16","-3895,16",EUR,,0,0,604100,,,0,,"3895,16","-3895,16",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94979,453,ACM,FACTF,5710001878,,1,0,,ACM,453,09/05/2018,SE,,,,,,,,"16566,21","-16566,21",EUR,,0,0,604100,,,0,,"16566,21","-16566,21",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94989,455,ACM,FACTF,5710001877,,1,0,,ACM,453,09/05/2018,SE,,,,,,,,"1225,62","-1225,62",EUR,,0,0,604100,,,0,,"1225,62","-1225,62",EUR
1,,440000,FOU,62758,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95109,569,ACM,FACTF,5710001913,,1,0,,ACM,569,11/05/2018,SE,,,,,,,,"7640,67","-7640,67",EUR,,0,0,604100,,,0,,"7640,67","-7640,67",EUR
1,,440000,FOU,62779,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94902,146,ACM,FACTF,393042682,,1,0,,PCG,27292,10/05/2018,SE,,,,,,,,"568,08","-568,08",EUR,,0,0,604100,,,0,,"568,08","-568,08",EUR
1,,440000,FOU,62779,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95012,466,ACM,FACTF,393057176,,1,0,,ACM,466,18/05/2018,SE,,,,,,,,"695,7","-695,7",EUR,,0,0,604100,,,0,,"695,7","-695,7",EUR
1,,440000,FOU,62779,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95015,470,ACM,FACTF,393058975,,1,0,,ACM,470,19/05/2018,SE,,,,,,,,"399,5","-399,5",EUR,,0,0,604100,,,0,,"399,5","-399,5",EUR
1,,440000,FOU,62779,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95027,487,ACM,FACTF,393064252,,1,0,,ACM,487,23/05/2018,SE,,,,,,,,"390,39","-390,39",EUR,,0,0,604100,,,0,,"390,39","-390,39",EUR
1,,440000,FOU,62781,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95003,289,ACM,FACTF,5730,,1,0,,%NB,88200,18/05/2018,MA,,,,,,,,"765,83","-765,83",EUR,,0,0,604100,,,0,,"765,83","-765,83",EUR
1,,440000,FOU,62782,FOURNISSEURS MARCHANDISES,,2018,7,27/04/2018,94859,352,ACM,FACTF,135350531,,1,0,,ACM,352,19/05/2018,SE,,,,,,,,"208,1","-208,1",EUR,,0,0,604000,,,0,,"208,1","-208,1",EUR
1,,440000,FOU,62782,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94901,13,ACM,FACTF,135349058,,1,0,,PBN,27189,03/05/2018,SE,,,,,,,,"886,58","-886,58",EUR,,0,0,604000,,,0,,"886,58","-886,58",EUR
1,,440000,FOU,62782,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94906,181,ACM,FACTF,135349861,,1,0,,PCG,27293,11/05/2018,SE,,,,,,,,"466,88","-466,88",EUR,,0,0,604000,,,0,,"466,88","-466,88",EUR
1,,440000,FOU,62782,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94910,252,ACM,FACTF,135350176,,1,0,,ACM,252,16/05/2018,SE,,,,,,,,"642,13","-642,13",EUR,,0,0,604000,,,0,,"642,13","-642,13",EUR
1,,440000,FOU,62900,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,94909,251,ACM,FACTF,180030905,,1,0,,PBN,27190,01/05/2018,SE,,,,,,,,"797,5","-797,5",EUR,,0,0,604000,,,0,,"797,5","-797,5",EUR
1,,440000,FOU,62900,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95024,482,ACM,FACTF,180031894,,1,0,,PCG,27294,08/05/2018,SE,,,,,,,,"626,24","-626,24",EUR,,0,0,604000,,,0,,"626,24","-626,24",EUR
1,,440000,FOU,62900,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,95037,498,ACM,FACTF,180032101,,1,0,,PCG,27294,09/05/2018,SE,,,,,,,,"2547,95","-2547,95",EUR,,0,0,604000,,,0,,"2547,95","-2547,95",EUR
1,,440000,FOU,63210,FOURNISSEURS MARCHANDISES,,2018,7,30/04/2018,19766,8070126,AC,FACTF,201804136,,1,0,,AC,2018041,16/05/2018,SE,,,,,,,,"1315,27","-1315,27",EUR,,0,0,604900,,,0,,"1315,27","-1315,27",EUR
1,,440000,FOU,63502,FOURNISSEURS MARCHANDISES,,2018,7,23/04/2018,94699,232,ACM,FACTF,2018036,,1,0,,PCG,27295,12/05/2018,SE,,,,,,,,"89,89","-89,89",EUR,,0,0,604000,,,0,,"89,89","-89,89",EUR
1,,440000,FOU,63550,FOURNISSEURS MARCHANDISES,,2018,7,19/04/2018,94594,193,ACM,FACTF,17702174,,1,0,,PCG,27296,12/05/2018,SE,,,,,,,,"269,2","-269,2",EUR,,0,0,604000,,,0,,"269,2","-269,2",EUR
1,,440000,FOU,63550,FOURNISSEURS MARCHANDISES,,2018,7,23/04/2018,94624,79,ACM,FACTF,17702107,,1,0,,PBN,27192,05/05/2018,SE,,,,,,,,"694,83","-694,83",EUR,,0,0,604000,,,0,,"694,83","-694,83",EUR
1,,440000,FOU,63550,FOURNISSEURS MARCHANDISES,,2018,7,23/04/2018,94626,129,ACM,FACTF,17702140,,1,0,,PCG,27296,09/05/2018,SE,,,,,,,,"359,47","-359,47",EUR,,0,0,604000,,,0,,"359,47","-359,47",EUR
