id,name/id,product_code,price,min_qty_sale,product_tmpl_id/id,discount_sale,discount_purchase,date_start,date_end,ratio_main_product,ratio_promotional_product
__import__.supplierinfo_promo_60390-0320123-20160407,__import__.supplier_60390,,20.49,1,__import__.product_0320123_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-0320167-20160407,__import__.supplier_60390,,46.59,1,__import__.product_0320167_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-0320168-20160407,__import__.supplier_60390,,46.59,1,__import__.product_0320168_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-0320244-20160407,__import__.supplier_60390,,49.07,1,__import__.product_0320244_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-0320245-20160407,__import__.supplier_60390,,49.07,1,__import__.product_0320245_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-0320366-20160407,__import__.supplier_60390,,45.67,1,__import__.product_0320366_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-0320368-20160407,__import__.supplier_60390,,45.67,1,__import__.product_0320368_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-5039000-20160407,__import__.supplier_60390,,61.01,1,__import__.product_5039000_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-5039000-20171001,__import__.supplier_60390,,61.01,1,__import__.product_5039000_product_template,11.36,11.36,2017-10-01,2017-10-31,0,0
__import__.supplierinfo_promo_60390-5039003-20170316,__import__.supplier_60390,,22.77,1,__import__.product_5039003_product_template,50.00,50.00,2017-03-16,2017-04-30,0,0
__import__.supplierinfo_promo_60390-5039022-20161014,__import__.supplier_60390,,61.92,1,__import__.product_5039022_product_template,15.00,15.00,2016-10-14,2016-12-31,0,0
__import__.supplierinfo_promo_60390-5039023-20161014,__import__.supplier_60390,,63.93,1,__import__.product_5039023_product_template,15.00,15.00,2016-10-14,2016-12-31,0,0
__import__.supplierinfo_promo_60390-5039818-20170316,__import__.supplier_60390,,24.13,1,__import__.product_5039818_product_template,50.00,50.00,2017-03-16,2017-04-30,0,0
__import__.supplierinfo_promo_60390-6039000-20161014,__import__.supplier_60390,,51.08,1,__import__.product_6039000_product_template,15.00,15.00,2016-10-14,2016-12-31,0,0
__import__.supplierinfo_promo_60390-6039001-20161014,__import__.supplier_60390,,57.83,1,__import__.product_6039001_product_template,15.00,15.00,2016-10-14,2016-12-31,0,0
__import__.supplierinfo_promo_60390-6039006-20160407,__import__.supplier_60390,,63.10,1,__import__.product_6039006_product_template,10.00,10.00,2016-04-07,2016-05-06,0,0
__import__.supplierinfo_promo_60390-6039100-20161014,__import__.supplier_60390,,96.30,1,__import__.product_6039100_product_template,15.00,15.00,2016-10-14,2016-12-31,0,0
__import__.supplierinfo_promo_60400-2730265-20160101,__import__.supplier_60400,9920,40.89,1,__import__.product_2730265_product_template,15.00,15.00,2016-01-01,2016-01-31,0,0
__import__.supplierinfo_promo_60400-6040003-20160101,__import__.supplier_60400,9902,11.59,1,__import__.product_6040003_product_template,15.00,15.00,2016-01-01,2016-01-31,0,0
__import__.supplierinfo_promo_60400-6040003-20160401,__import__.supplier_60400,9902,11.59,1,__import__.product_6040003_product_template,15.00,15.00,2016-04-01,2016-04-30,0,0
__import__.supplierinfo_promo_60422-0135996-20160301,__import__.supplier_60422,033983,3.59,1,__import__.product_0135996_product_template,10.00,10.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-0135996-20160601,__import__.supplier_60422,033983,3.59,1,__import__.product_0135996_product_template,10.00,10.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-0135996-20170101,__import__.supplier_60422,033983,3.59,1,__import__.product_0135996_product_template,10.00,10.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-0135996-20170301,__import__.supplier_60422,033983,3.59,1,__import__.product_0135996_product_template,10.00,10.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-0135996-20170601,__import__.supplier_60422,033983,3.59,1,__import__.product_0135996_product_template,10.00,10.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-0135996-20171101,__import__.supplier_60422,033983,3.59,1,__import__.product_0135996_product_template,25.00,25.00,2017-11-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-0135996-20180201,__import__.supplier_60422,033983,3.59,1,__import__.product_0135996_product_template,25.00,25.00,2018-02-01,2018-02-28,0,0
__import__.supplierinfo_promo_60422-0135996-20180401,__import__.supplier_60422,033983,3.59,1,__import__.product_0135996_product_template,25.00,25.00,2018-04-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-0136465-20160101,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2016-01-01,2016-01-31,0,0
__import__.supplierinfo_promo_60422-0136465-20160301,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-0136465-20160501,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2016-05-01,2016-05-31,0,0
__import__.supplierinfo_promo_60422-0136465-20160701,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2016-07-01,2016-07-31,0,0
__import__.supplierinfo_promo_60422-0136465-20160901,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2016-09-01,2016-09-30,0,0
__import__.supplierinfo_promo_60422-0136465-20161101,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2016-11-01,2016-11-30,0,0
__import__.supplierinfo_promo_60422-0136465-20170101,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-0136465-20170301,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-0136465-20170701,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2017-07-01,2017-07-31,0,0
__import__.supplierinfo_promo_60422-0136465-20171101,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2017-11-01,2017-11-30,0,0
__import__.supplierinfo_promo_60422-0136465-20171201,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,40.00,40.00,2017-12-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-0136465-20180101,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2018-01-01,2018-01-31,0,0
__import__.supplierinfo_promo_60422-0136465-20180301,__import__.supplier_60422,033963,7.92,1,__import__.product_0136465_product_template,20.00,20.00,2018-03-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-0136481-20160301,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,10.00,10.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-0136481-20160601,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,10.00,10.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-0136481-20170101,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,10.00,10.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-0136481-20170301,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,10.00,10.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-0136481-20170601,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,10.00,10.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-0136481-20171101,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,30.00,30.00,2017-11-01,2017-11-30,0,0
__import__.supplierinfo_promo_60422-0136481-20171201,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,30.00,30.00,2017-12-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-0136481-20180201,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,30.00,30.00,2018-02-01,2018-02-28,0,0
__import__.supplierinfo_promo_60422-0136481-20180401,__import__.supplier_60422,033984,3.27,1,__import__.product_0136481_product_template,30.00,30.00,2018-04-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-0136499-20160301,__import__.supplier_60422,033985,3.37,1,__import__.product_0136499_product_template,10.00,10.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-0136499-20160601,__import__.supplier_60422,033985,3.37,1,__import__.product_0136499_product_template,10.00,10.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-0136499-20170101,__import__.supplier_60422,033985,3.37,1,__import__.product_0136499_product_template,10.00,10.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-0136499-20170301,__import__.supplier_60422,033985,3.37,1,__import__.product_0136499_product_template,10.00,10.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-0136499-20170601,__import__.supplier_60422,033985,3.37,1,__import__.product_0136499_product_template,10.00,10.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-0136499-20171101,__import__.supplier_60422,033985,3.37,1,__import__.product_0136499_product_template,35.00,35.00,2017-11-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-0136499-20180201,__import__.supplier_60422,033985,3.37,1,__import__.product_0136499_product_template,35.00,35.00,2018-02-01,2018-02-28,0,0
__import__.supplierinfo_promo_60422-0136499-20180401,__import__.supplier_60422,033985,3.37,1,__import__.product_0136499_product_template,35.00,35.00,2018-04-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-0136945-20160301,__import__.supplier_60422,033988,4.15,1,__import__.product_0136945_product_template,10.00,10.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-0136945-20160601,__import__.supplier_60422,033988,4.15,1,__import__.product_0136945_product_template,10.00,10.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-0136945-20170101,__import__.supplier_60422,033988,4.15,1,__import__.product_0136945_product_template,10.00,10.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-0136945-20170301,__import__.supplier_60422,033988,4.15,1,__import__.product_0136945_product_template,10.00,10.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-0136945-20170601,__import__.supplier_60422,033988,4.15,1,__import__.product_0136945_product_template,10.00,10.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-0136945-20171101,__import__.supplier_60422,033988,4.15,1,__import__.product_0136945_product_template,10.00,10.00,2017-11-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-0136945-20180201,__import__.supplier_60422,033988,4.15,1,__import__.product_0136945_product_template,10.00,10.00,2018-02-01,2018-02-28,0,0
__import__.supplierinfo_promo_60422-0136945-20180401,__import__.supplier_60422,033988,4.15,1,__import__.product_0136945_product_template,10.00,10.00,2018-04-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-0814681-20160201,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2016-02-01,2016-02-29,0,0
__import__.supplierinfo_promo_60422-0814681-20160401,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2016-04-01,2016-04-30,0,0
__import__.supplierinfo_promo_60422-0814681-20160601,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-0814681-20160801,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2016-08-01,2016-08-31,0,0
__import__.supplierinfo_promo_60422-0814681-20161001,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2016-10-01,2016-10-31,0,0
__import__.supplierinfo_promo_60422-0814681-20161201,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2016-12-01,2016-12-15,0,0
__import__.supplierinfo_promo_60422-0814681-20170201,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2017-02-01,2017-02-28,0,0
__import__.supplierinfo_promo_60422-0814681-20170401,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2017-04-01,2017-04-30,0,0
__import__.supplierinfo_promo_60422-0814681-20170601,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-0814681-20170801,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2017-08-01,2017-08-31,0,0
__import__.supplierinfo_promo_60422-0814681-20171001,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2017-10-01,2017-10-31,0,0
__import__.supplierinfo_promo_60422-0814681-20171201,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2017-12-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-0814681-20180201,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2018-02-01,2018-02-28,0,0
__import__.supplierinfo_promo_60422-0814681-20180401,__import__.supplier_60422,033949,24.28,1,__import__.product_0814681_product_template,20.00,20.00,2018-04-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-0864710-20160301,__import__.supplier_60422,033987,5.18,1,__import__.product_0864710_product_template,10.00,10.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-0864710-20160601,__import__.supplier_60422,033987,5.18,1,__import__.product_0864710_product_template,10.00,10.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-0864710-20170101,__import__.supplier_60422,033987,5.18,1,__import__.product_0864710_product_template,10.00,10.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-0864710-20170301,__import__.supplier_60422,033987,5.18,1,__import__.product_0864710_product_template,10.00,10.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-0864710-20170601,__import__.supplier_60422,033987,5.18,1,__import__.product_0864710_product_template,10.00,10.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-0864710-20171101,__import__.supplier_60422,033987,5.18,1,__import__.product_0864710_product_template,10.00,10.00,2017-11-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-0864710-20180201,__import__.supplier_60422,033987,5.18,1,__import__.product_0864710_product_template,10.00,10.00,2018-02-01,2018-02-28,0,0
__import__.supplierinfo_promo_60422-0864710-20180401,__import__.supplier_60422,033987,5.18,1,__import__.product_0864710_product_template,10.00,10.00,2018-04-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-0878272-20160201,__import__.supplier_60422,033946,19.79,1,__import__.product_0878272_product_template,10.00,10.00,2016-02-01,2016-02-29,0,0
__import__.supplierinfo_promo_60422-0878272-20160601,__import__.supplier_60422,033946,19.79,1,__import__.product_0878272_product_template,10.00,10.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-0878272-20160901,__import__.supplier_60422,033946,19.79,1,__import__.product_0878272_product_template,20.00,20.00,2016-09-01,2016-09-30,0,0
__import__.supplierinfo_promo_60422-0878272-20170201,__import__.supplier_60422,033946,19.79,1,__import__.product_0878272_product_template,10.00,10.00,2017-02-01,2017-02-28,0,0
__import__.supplierinfo_promo_60422-1074194-20160201,__import__.supplier_60422,033952,11.60,1,__import__.product_1074194_product_template,10.00,10.00,2016-02-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-1074194-20160601,__import__.supplier_60422,033952,11.60,1,__import__.product_1074194_product_template,10.00,10.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-1074194-20161201,__import__.supplier_60422,033952,11.60,1,__import__.product_1074194_product_template,10.00,10.00,2016-12-01,2016-12-15,0,0
__import__.supplierinfo_promo_60422-1074194-20170301,__import__.supplier_60422,033952,11.60,1,__import__.product_1074194_product_template,10.00,10.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-1074194-20170601,__import__.supplier_60422,033952,11.60,1,__import__.product_1074194_product_template,10.00,10.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-1074194-20170901,__import__.supplier_60422,033952,11.60,1,__import__.product_1074194_product_template,10.00,10.00,2017-09-01,2017-09-30,0,0
__import__.supplierinfo_promo_60422-1074194-20171201,__import__.supplier_60422,033952,11.60,1,__import__.product_1074194_product_template,10.00,10.00,2017-12-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-1074194-20180301,__import__.supplier_60422,033952,11.60,1,__import__.product_1074194_product_template,10.00,10.00,2018-03-01,2018-03-31,0,0
__import__.supplierinfo_promo_60422-1182567-20160101,__import__.supplier_60422,033529,6.99,1,__import__.product_1182567_product_template,10.00,10.00,2016-01-01,2016-01-31,0,0
__import__.supplierinfo_promo_60422-1182567-20170101,__import__.supplier_60422,033529,6.99,1,__import__.product_1182567_product_template,10.00,10.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-1182567-20170501,__import__.supplier_60422,033529,6.99,1,__import__.product_1182567_product_template,10.00,10.00,2017-05-01,2017-05-31,0,0
__import__.supplierinfo_promo_60422-1182567-20180101,__import__.supplier_60422,033529,6.99,1,__import__.product_1182567_product_template,10.00,10.00,2018-01-01,2018-01-31,0,0
__import__.supplierinfo_promo_60422-1182567-20180401,__import__.supplier_60422,033529,6.99,1,__import__.product_1182567_product_template,10.00,10.00,2018-04-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-1302231-20160301,__import__.supplier_60422,033986,13.30,1,__import__.product_1302231_product_template,10.00,10.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-1302231-20160601,__import__.supplier_60422,033986,13.30,1,__import__.product_1302231_product_template,10.00,10.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-1302231-20161201,__import__.supplier_60422,033986,13.30,1,__import__.product_1302231_product_template,10.00,10.00,2016-12-01,2016-12-15,0,0
__import__.supplierinfo_promo_60422-1302231-20170301,__import__.supplier_60422,033986,13.30,1,__import__.product_1302231_product_template,10.00,10.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-1302231-20170601,__import__.supplier_60422,033986,13.30,1,__import__.product_1302231_product_template,10.00,10.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-1302231-20170901,__import__.supplier_60422,033986,13.30,1,__import__.product_1302231_product_template,10.00,10.00,2017-09-01,2017-09-30,0,0
__import__.supplierinfo_promo_60422-1302231-20171201,__import__.supplier_60422,033986,13.30,1,__import__.product_1302231_product_template,10.00,10.00,2017-12-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-1302231-20180301,__import__.supplier_60422,033986,13.30,1,__import__.product_1302231_product_template,10.00,10.00,2018-03-01,2018-03-31,0,0
__import__.supplierinfo_promo_60422-1361179-20160301,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-1361179-20160601,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-1361179-20160901,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2016-09-01,2016-09-30,0,0
__import__.supplierinfo_promo_60422-1361179-20161201,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2016-12-01,2016-12-15,0,0
__import__.supplierinfo_promo_60422-1361179-20170301,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-1361179-20170601,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-1361179-20170901,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2017-09-01,2017-09-30,0,0
__import__.supplierinfo_promo_60422-1361179-20171201,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2017-12-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-1361179-20180301,__import__.supplier_60422,033967,12.35,1,__import__.product_1361179_product_template,30.00,30.00,2018-03-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-1361187-20160301,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-1361187-20160601,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2016-06-01,2016-06-30,0,0
__import__.supplierinfo_promo_60422-1361187-20160901,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2016-09-01,2016-09-30,0,0
__import__.supplierinfo_promo_60422-1361187-20161201,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2016-12-01,2016-12-15,0,0
__import__.supplierinfo_promo_60422-1361187-20170301,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-1361187-20170601,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2017-06-01,2017-06-30,0,0
__import__.supplierinfo_promo_60422-1361187-20170901,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2017-09-01,2017-09-30,0,0
__import__.supplierinfo_promo_60422-1361187-20171201,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2017-12-01,2017-12-31,0,0
__import__.supplierinfo_promo_60422-1361187-20180301,__import__.supplier_60422,033968,31.67,1,__import__.product_1361187_product_template,30.00,30.00,2018-03-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-1421825-20160101,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2016-01-01,2016-01-31,0,0
__import__.supplierinfo_promo_60422-1421825-20160301,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-1421825-20160501,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2016-05-01,2016-05-31,0,0
__import__.supplierinfo_promo_60422-1421825-20160701,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2016-07-01,2016-07-31,0,0
__import__.supplierinfo_promo_60422-1421825-20161101,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2016-11-01,2016-11-30,0,0
__import__.supplierinfo_promo_60422-1421825-20170101,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-1421825-20170301,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-1421825-20170501,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2017-05-01,2017-05-31,0,0
__import__.supplierinfo_promo_60422-1421825-20170701,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2017-07-01,2017-07-31,0,0
__import__.supplierinfo_promo_60422-1421825-20171101,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2017-11-01,2017-11-30,0,0
__import__.supplierinfo_promo_60422-1421825-20180101,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2018-01-01,2018-01-31,0,0
__import__.supplierinfo_promo_60422-1421825-20180301,__import__.supplier_60422,033974,11.38,1,__import__.product_1421825_product_template,20.00,20.00,2018-03-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-1423763-20160101,__import__.supplier_60422,32151,9.55,1,__import__.product_1423763_product_template,10.00,10.00,2016-01-01,2016-01-31,0,0
__import__.supplierinfo_promo_60422-1423763-20170101,__import__.supplier_60422,32151,9.55,1,__import__.product_1423763_product_template,10.00,10.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-1423763-20180101,__import__.supplier_60422,32151,9.55,1,__import__.product_1423763_product_template,10.00,10.00,2018-01-01,2018-01-31,0,0
__import__.supplierinfo_promo_60422-1423763-20180401,__import__.supplier_60422,32151,9.55,1,__import__.product_1423763_product_template,10.00,10.00,2018-04-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-1623818-20160101,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2016-01-01,2016-01-31,0,0
__import__.supplierinfo_promo_60422-1623818-20160301,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-1623818-20160501,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2016-05-01,2016-05-31,0,0
__import__.supplierinfo_promo_60422-1623818-20160701,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2016-07-01,2016-07-31,0,0
__import__.supplierinfo_promo_60422-1623818-20161101,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2016-11-01,2016-11-30,0,0
__import__.supplierinfo_promo_60422-1623818-20170101,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-1623818-20170301,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2017-03-01,2017-03-31,0,0
__import__.supplierinfo_promo_60422-1623818-20171101,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2017-11-01,2017-11-30,0,0
__import__.supplierinfo_promo_60422-1623818-20180101,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2018-01-01,2018-01-31,0,0
__import__.supplierinfo_promo_60422-1623818-20180301,__import__.supplier_60422,033975,19.46,1,__import__.product_1623818_product_template,20.00,20.00,2018-03-01,2018-04-30,0,0
__import__.supplierinfo_promo_60422-2049146-20160101,__import__.supplier_60422,033989,41.61,1,__import__.product_2049146_product_template,40.00,40.00,2016-01-01,2016-01-31,0,0
__import__.supplierinfo_promo_60422-2049146-20160301,__import__.supplier_60422,033989,41.61,1,__import__.product_2049146_product_template,20.00,20.00,2016-03-01,2016-03-31,0,0
__import__.supplierinfo_promo_60422-2049146-20160501,__import__.supplier_60422,033989,41.61,1,__import__.product_2049146_product_template,20.00,20.00,2016-05-01,2016-07-31,0,0
__import__.supplierinfo_promo_60422-2049146-20161101,__import__.supplier_60422,033989,41.61,1,__import__.product_2049146_product_template,20.00,20.00,2016-11-01,2016-11-30,0,0
__import__.supplierinfo_promo_60422-2049146-20161201,__import__.supplier_60422,033989,41.61,1,__import__.product_2049146_product_template,40.00,40.00,2016-12-01,2016-12-15,0,0
__import__.supplierinfo_promo_60422-2049146-20170101,__import__.supplier_60422,033989,41.61,1,__import__.product_2049146_product_template,40.00,40.00,2017-01-01,2017-01-31,0,0
__import__.supplierinfo_promo_60422-2049146-20170301,__import__.supplier_60422,033989,41.61,1,__import__.product_2049146_product_template,20.00,20.00,2017-03-01,2017-03-31,0,0
