id,name,bic
__import__.bank_CITILULXGFL,CITIBANK INTERNATIONAL LIMITED LUXEMBOURG BRANCH,CITILULXGFL
__import__.bank_CITILULXLUX,CITIBANK INTERNATIONAL LIMITED LUXEMBOURG BRANCH,CITILULXLUX
__import__.bank_CGMXLUL1,CITIGROUP GLOBAL MARKETS LUXEMBOURG SARL,CGMXLUL1
__import__.bank_CEDELULLCSK,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULLCSK
__import__.bank_CEDELULLDST,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULLDST
__import__.bank_CEDELULL,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULL
__import__.bank_CEDELULLACF,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULLACF
__import__.bank_CEDELULLCPI,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULLCPI
__import__.bank_CEDELULLERF,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULLERF
__import__.bank_CEDELULLLHB,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULLLHB
__import__.bank_CEDELULLLHC,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULLLHC
__import__.bank_CEDELULLOAS,CLEARSTREAM BANKING S.A. LUXEMBOURG,CEDELULLOAS
__import__.bank_CMIALUL1,CMI ASSET MANAGEMENT (LUXEMBOURG) S.A.,CMIALUL1
__import__.bank_CNHELUL1,CNH INDUSTRIAL FINANCE EUROPE S.A.,CNHELUL1
__import__.bank_CDLXLUL1,CODALUX S.A.,CDLXLUL1
__import__.bank_COBALULU,COMMERZBANK AG,COBALULU
__import__.bank_COBALULX,COMMERZBANK INTERNATIONAL S.A.,COBALULX
__import__.bank_COBALULXSEP,COMMERZBANK INTERNATIONAL S.A.,COBALULXSEP
__import__.bank_EUCOLULL,COMMISSION OF THE EUROPEAN COMMUNITIES,EUCOLULL
__import__.bank_COGLLUL1,COMPAGNIE DE GESTION (LUXEMBOURG) S.A.,COGLLUL1
__import__.bank_CFGLLUL1,COMPAGNIE FINANCIERE DE GESTION LUXEMBOURG S.A.,CFGLLUL1
__import__.bank_CFBLLULL,COMPAGNIE FINANCIERE ET BOURSIERE LUXEMBOURGEOISE S.A. 'COFIBOL',CFBLLULL
__import__.bank_ECFILUL1,COMPAGNIE FINANCIERE EUROPEENNE S.A.,ECFILUL1
__import__.bank_COIRLUL1,COMPAGNIE INTERNATIONALE DE RENTES S.A.,COIRLUL1
__import__.bank_CDCBLUL1,COMPTOIR D'AGENTS DE CHANGE DU BENELUX S.A.,CDCBLUL1
__import__.bank_CHDBLUL1,CONRAD HINRICH DONNER BANK HAMBURG (ALLEMAGNE) SUCCURSALE DE LUXEMBOURG,CHDBLUL1
__import__.bank_CBLULULX,CORNER BANQUE (LUXEMBOURG) S.A.,CBLULULX
__import__.bank_SGHQLULL,CQLT SAARGUMMI TECHNOLOGIES S.A.R.L,SGHQLULL
__import__.bank_CRDMLULL,CREDEM INTERNATIONAL (LUX) S.A.,CRDMLULL
__import__.bank_AGRILULA,CREDIT AGRICOLE LUXEMBOURG,AGRILULA
__import__.bank_CAUILUL1,CREDIT AGRICOLE LUXEMBOURG MULTIGESTION,CAUILUL1
__import__.bank_CRESLULLWRO,CREDIT SUISSE (LUXEMBOURG) S.A. PRIVATE BANKING,CRESLULLWRO
__import__.bank_CRESLULLDLX,CREDIT SUISSE (LUXEMBOURG) S.A. PRIVATE BANKING,CRESLULLDLX
__import__.bank_CRESLULL,CREDIT SUISSE (LUXEMBOURG) S.A. PRIVATE BANKING,CRESLULL
__import__.bank_CRESLULX,CREDIT SUISSE AG LUXEMBOURG BRANCH,CRESLULX
__import__.bank_CSAMLULL,CREDIT SUISSE FUND SERVICES (LUXEMBOURG) SA,CSAMLULL
__import__.bank_CPGALUW1,CREUTZ AND PARTNERS GLOBAL ASSET MANAGEMENT,CPGALUW1
__import__.bank_DAINLULL,DANIELI BANKING CORPORATION SA,DAINLULL
__import__.bank_DABALULL,DANSKE BANK INTERNATIONAL S.A.,DABALULL
__import__.bank_GITFLUL1,DEGROOF PORTABELLA S.A.,GITFLUL1
__import__.bank_DGZFLULI,DEKABANK DEUTSCHE GIROZENTRALE LUXEMBOURG S.A.,DGZFLULI
__import__.bank_DGZFLULL,DEKABANK-DEUTSCHE GIROZENTRALE SUCCURSALE DE LUXEMBOURG,DGZFLULL
__import__.bank_DELELULL,DELEN PRIVATE BANK LUXEMBOURG S.A.,DELELULL
__import__.bank_PBILLULL,DEPFA PFANDBRIEF BANK INTERNATIONAL S.A.,PBILLULL
__import__.bank_DEIVLUL1,DERIPARTNERS SICAV-SIF,DEIVLUL1
__import__.bank_LUDELUL1,DESTREM LUXEMBOURG S.A.,LUDELUL1
__import__.bank_DEUTLU2D,DEUTSCHE ASSET AND WEALTH MANAGEMENT INVESTMENT S.A.,DEUTLU2D
__import__.bank_DEUTLULB,DEUTSCHE BANK AG FILIALE LUXEMBOURG,DEUTLULB
__import__.bank_DEUTLULLCSD,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULLCSD
__import__.bank_DEUTLULLGES,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULLGES
__import__.bank_DEUTLULLDRE,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULLDRE
__import__.bank_DEUTLULLPRI,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULLPRI
__import__.bank_DEUTLULLVIT,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULLVIT
__import__.bank_DEUTLULLDWS,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULLDWS
__import__.bank_DEUTLULLTG2,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULLTG2
__import__.bank_DEUTLULL,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULL
__import__.bank_DEUTLULLCTA,DEUTSCHE BANK LUXEMBOURG S.A.,DEUTLULLCTA
__import__.bank_DEUTLU2H,DEUTSCHE HOLDINGS (LUXEMBOURG) SARL,DEUTLU2H
__import__.bank_PBNKLULL,DEUTSCHE POSTBANK AG ZWEIGNIEDERLASSUNG LUXEMBURG (FORMERLY DEUTSCHE POSTBANK INTERNATIONAL S.A.),PBNKLULL
__import__.bank_DEWYLUL1,DEWAAY LUXEMBOURG S.A.,DEWYLUL1
__import__.bank_DILLLUL1,DIERICKX LEYS LUXEMBOURG S.A.,DILLLUL1
__import__.bank_DELILUL1,DILLEN AND DE SCHAETZEN LUXEMBOURG S.A.,DELILUL1
__import__.bank_UBNLLULL,DNB LUXEMBOURG S.A.,UBNLLULL
__import__.bank_DWILLUL1,DRIEGE AND WEGHSTEEN INTERNATIONAL LUXEMBOURG S.A.,DWILLUL1
__import__.bank_DUIULU21,DUEMME INT. LUXEMBOURG S.A.,DUIULU21
__import__.bank_DNAGLUL1,DYNASTY ASSET MANAGEMENT,DNAGLUL1
__import__.bank_GENOLULL,DZ PRIVATBANK S.A. LUXEMBOURG,GENOLULL
__import__.bank_GENOLULLSGP,DZ PRIVATBANK S.A. LUXEMBOURG,GENOLULLSGP
__import__.bank_OHMALUL1,E. OHMAN J:OR (LUXEMBOURG) S.A.,OHMALUL1
__import__.bank_WELHLUL1,E.S. WEALTH,WELHLUL1
__import__.bank_ESNTLULL,EASTNETS EUROPE S.A.,ESNTLULL
__import__.bank_EWUBLUL2,EAST-WEST UNITED BANK S.A,EWUBLUL2
__import__.bank_EWUBLULL,EAST-WEST UNITED BANK S.A.,EWUBLULL
__import__.bank_EREILUL1,ECM REAL ESTATE INVESTMENTS A.G.,EREILUL1
__import__.bank_PRIBLULLRAM,EDMOND DE ROTHSCHILD (EUROPE),PRIBLULLRAM
__import__.bank_PRIBLULBFOF,EDMOND DE ROTHSCHILD (EUROPE),PRIBLULBFOF
__import__.bank_PRIBLULLREG,EDMOND DE ROTHSCHILD (EUROPE),PRIBLULLREG
__import__.bank_PRIBLULB,EDMOND DE ROTHSCHILD (EUROPE),PRIBLULB
__import__.bank_PRIBLULL,EDMOND DE ROTHSCHILD (EUROPE),PRIBLULL
__import__.bank_PRIBLULLEUX,EDMOND DE ROTHSCHILD (EUROPE),PRIBLULLEUX
__import__.bank_EDRELULL,EDREAMS ODIGEO,EDRELULL
__import__.bank_EFGBLULX,EFG BANK LUXEMBOURG SA,EFGBLULX
__import__.bank_EISPLUL1,EIGER SECURITIES,EISPLUL1
__import__.bank_EISPLUL1LUX,EIGER SECURITIES,EISPLUL1LUX
__import__.bank_EFTMLUL1,ELECTRABEL FINANCE AND TREASURY MANAGEMENT (EFTM),EFTMLUL1
__import__.bank_ENSILUL1,ENIS SICAV,ENSILUL1
__import__.bank_CCPLLULL,ENTREPRISE DES P ET T,CCPLLULL
__import__.bank_ETFSLUL1,EQUITY TRUST FUND SERVICES (LUXEMBOURG) S.A.,ETFSLUL1
__import__.bank_EEPKLULL,ERSTE EUROPAISCHE PFANDBRIEF-UND KOMMUNALKREDITBANK AG IN LUXEMBOURG,EEPKLULL
__import__.bank_ETIILUL1,ETHENEA INDEPENDENT INVESTORS S.A.,ETIILUL1
__import__.bank_EURLLUL1,EURESA LIFE,EURLLUL1
__import__.bank_EUAILUL1,EURIZON CAPITAL SA,EUAILUL1
__import__.bank_EUFSLUL1,EURO FONDS SERVICE S.A.,EUFSLUL1
__import__.bank_ERBKLULL,EUROBANK PRIVATE BANK LUXEMBOURG S.A.,ERBKLULL
__import__.bank_EUFILUL1,EUROFINANCIERE S.A.,EUFILUL1
__import__.bank_EGBKLUL1,EUROPAEISCHE GENOSSENSCHAFTSBANK S.A.,EGBKLUL1
__import__.bank_EFSFLULL,EUROPEAN FINANCIAL STABILITY FACILITY SA,EFSFLULL
__import__.bank_EFALLULLACC,EUROPEAN FUND ADMINISTRATION S.A.,EFALLULLACC
__import__.bank_EFALLULLFRA,EUROPEAN FUND ADMINISTRATION S.A.,EFALLULLFRA
__import__.bank_EFALLULLGDS,EUROPEAN FUND ADMINISTRATION S.A.,EFALLULLGDS
__import__.bank_EFALLULLTRF,EUROPEAN FUND ADMINISTRATION S.A.,EFALLULLTRF
__import__.bank_EFALLULL,EUROPEAN FUND ADMINISTRATION S.A.,EFALLULL
__import__.bank_EFUSLUL1,EUROPEAN FUNDS SERVICES S.A.,EFUSLUL1
__import__.bank_EIFLLULL,EUROPEAN INVESTMENT FUND,EIFLLULL
__import__.bank_EIFLLULB,EUROPEAN INVESTMENT FUND - EIF,EIFLLULB
__import__.bank_ESMELULL,EUROPEAN STABILITY MECHANISM,ESMELULL
__import__.bank_EVRZLULL,EVRAZ GROUP S.A.,EVRZLULL
__import__.bank_FAIVLUL1,FARAD INVESTMENT ADVISOR S.A.,FAIVLUL1
__import__.bank_FAVALULL,FAREVA,FAVALULL
__import__.bank_FAVALULL,FAREVA,FAVALULL
__import__.bank_FERELUL1,FERRERO TRADING SA,FERELUL1
__import__.bank_FIASLULL,FIA ASSET MANAGEMENT SA,FIASLULL
__import__.bank_FCFELUL1,FIAT CHRYSLER FINANCE EUROPE,FCFELUL1
__import__.bank_FINLLUL1,FIDELITY INVESTMENTS LUXEMBOURG S.A.,FINLLUL1
__import__.bank_FDAMLUL1,FIDESSA ASSET MANAGEMENT,FDAMLUL1
__import__.bank_FIBKLULL,FIDEURAM BANK (LUXEMBOURG) S.A.,FIBKLULL
__import__.bank_FACOLUL1,FINANCE ET CONSEIL S.A.,FACOLUL1
__import__.bank_FIXELUL1,FINEXIS S.A.,FIXELUL1
__import__.bank_FLFMLUL1,FLEMING ASSET MANAGEMENT (LUXEMBOURG),FLFMLUL1
__import__.bank_FOTNLULL,FORTUNA BANQUE S.C.,FOTNLULL
__import__.bank_FRIMLULL,FRANKLIN TEMPLETON INTERNATIONAL SERVICES S.A.R.L.,FRIMLULL
__import__.bank_SBRELUL1,FREIE INTERNATIONALE SPARKASSE S.A,SBRELUL1
__import__.bank_FUASLULL,FUCHS ET ASSOCIES FINANCE SA,FUASLULL
__import__.bank_FCHALULL,FUND CHANNEL S.A.,FCHALULL
__import__.bank_XLUXLUL1,FUNDSQUARE S.A.,XLUXLUL1
__import__.bank_XLUXLULB,FUNDSQUARE S.A.,XLUXLULB
__import__.bank_GALULUL1,GADD AND CIE LUXEMBOURG SA,GALULUL1
__import__.bank_GEERLUL1,GENERAL RE EUROPE LIMITED,GEERLUL1
__import__.bank_GFMLLUL1,GENERALI FUND MANAGEMENT LUXEMBOURG,GFMLLUL1
__import__.bank_GLUXLULL,GENERALI LUXEMBOURG,GLUXLULL
__import__.bank_GFEULUL1,GLENCORE FINANCE (EUROPE) SA,GFEULUL1
__import__.bank_ISBALULL,GLITNIR BANK LUXEMBOURG S.A.,ISBALULL
__import__.bank_GLEMLUL1,GLOBAL EQUITY MANAGERS S.A.,GLEMLUL1
__import__.bank_LSEGLULL,GLOBESETTLE S.A.,LSEGLULL
__import__.bank_LSEGLULLAUS,GLOBESETTLE S.A.,LSEGLULLAUS
__import__.bank_LSEGLULLBRA,GLOBESETTLE S.A.,LSEGLULLBRA
__import__.bank_LSEGLULLCAN,GLOBESETTLE S.A.,LSEGLULLCAN
__import__.bank_LSEGLULLCHE,GLOBESETTLE S.A.,LSEGLULLCHE
__import__.bank_LSEGLULLCUS,GLOBESETTLE S.A.,LSEGLULLCUS
__import__.bank_LSEGLULLDEU,GLOBESETTLE S.A.,LSEGLULLDEU
__import__.bank_LSEGLULLDNK,GLOBESETTLE S.A.,LSEGLULLDNK
__import__.bank_LSEGLULLESP,GLOBESETTLE S.A.,LSEGLULLESP
__import__.bank_LSEGLULLEXP,GLOBESETTLE S.A.,LSEGLULLEXP
__import__.bank_LSEGLULLFRA,GLOBESETTLE S.A.,LSEGLULLFRA
__import__.bank_LSEGLULLGBR,GLOBESETTLE S.A.,LSEGLULLGBR
__import__.bank_LSEGLULLGRC,GLOBESETTLE S.A.,LSEGLULLGRC
__import__.bank_LSEGLULLHKG,GLOBESETTLE S.A.,LSEGLULLHKG
__import__.bank_LSEGLULLIRL,GLOBESETTLE S.A.,LSEGLULLIRL
__import__.bank_LSEGLULLITA,GLOBESETTLE S.A.,LSEGLULLITA
__import__.bank_LSEGLULLJPN,GLOBESETTLE S.A.,LSEGLULLJPN
__import__.bank_LSEGLULLLUX,GLOBESETTLE S.A.,LSEGLULLLUX
__import__.bank_LSEGLULLNBB,GLOBESETTLE S.A.,LSEGLULLNBB
__import__.bank_LSEGLULLNLD,GLOBESETTLE S.A.,LSEGLULLNLD
__import__.bank_LSEGLULLSET,GLOBESETTLE S.A.,LSEGLULLSET
__import__.bank_LSEGLULLSWE,GLOBESETTLE S.A.,LSEGLULLSWE
__import__.bank_LSEGLULLTEC,GLOBESETTLE S.A.,LSEGLULLTEC
__import__.bank_LSEGLULLUSA,GLOBESETTLE S.A.,LSEGLULLUSA
__import__.bank_GORSLULL,GOLD RUSH S.A.,GORSLULL
__import__.bank_GSLPLUL1,"GROSSBOETZL, SCHMITZ, LOMPARSKI AND PARTNER INTER NATIONAL S.A.R.L.",GSLPLUL1
__import__.bank_GIACLUL1,GROUP INDOSUEZ ADMINISTRATION COMPANY S.A.,GIACLUL1
__import__.bank_GIFILUL1,GROUPE INDOSUEZ FUNDS INVESTMENT SERVICES (LUXEMBOURG) S.A.,GIFILUL1
__import__.bank_HMSLLUL1,HARLOW MEYER SAVAGE (LUXEMBOURG) S.A.,HMSLLUL1
__import__.bank_HAUKLULL,HAUCK UND AUFHAEUSER PRIVATBANKIERS KGAA,HAUKLULL
__import__.bank_HVGLLUL1,HAVAUX GESTION (LUXEMBOURG) S.A.,HVGLLUL1
__import__.bank_HAVOLUL1,HAVAUX GESTION DE FORTUNE (LUXEMBOURG) S.A.,HAVOLUL1
__import__.bank_HELRLUL2,HEDGESERV (LUXEMBOURG) S.A.R.L.,HELRLUL2
__import__.bank_HMLULUL1BKO,HMS LUX S.A.,HMLULUL1BKO
__import__.bank_HMLULUL1,HMS LUX S.A.,HMLULUL1
__import__.bank_HOTTLUL1,HOTTINGER ET CIE,HOTTLUL1
__import__.bank_HOTGLUL1,HOTTINGUER GESTION (LUXEMBOURG),HOTGLUL1
__import__.bank_HOFILUL1,"HOUSE OF FINANCE INTERNATIONAL, THE(THOFI)",HOFILUL1
__import__.bank_HSBCLULL,HSBC BANK PLC LUXEMBOURG BRANCH,HSBCLULL
__import__.bank_BBDALULX,HSBC BANK PLC LUXEMBOURG BRANCH (FORMERLY HSBC SECURITIES SERVICES (LUXEMBOURG) S.A.),BBDALULX
__import__.bank_BLICLULX,HSBC PRIVATE BANK (LUXEMBOURG) S.A.,BLICLULX
__import__.bank_HSHNLULB,HSH NORDBANK AG,HSHNLULB
__import__.bank_HSHNLULL,HSH NORDBANK SECURITIES S.A.,HSHNLULL
__import__.bank_HTSILUL1,HTTS SIMBA,HTSILUL1
__import__.bank_HCMILUL1,HYPO CAPITAL MANAGEMENT INVESTMENTGESELLSCHAFT LUXEMBOURG S.A.,HCMILUL1
__import__.bank_EUHDLUL1,HYPOTHEKENBANK FRANKFURT INTERNATIONAL S.A. (FORMERLY EUROPAEISCHE HYPOTHEKENBANK S.A.),EUHDLUL1
__import__.bank_IFSILUL1,IFS AM,IFSILUL1
__import__.bank_IKBDLUL1,IKB DEUTSCHE INDUSTRIEBANK AG (LUXEMBOURG),IKBDLUL1
__import__.bank_IKBDLUA1,IKB INTERNATIONAL S.A.,IKBDLUA1
__import__.bank_ICBKLULU,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (EUROPE) S.A.,ICBKLULU
__import__.bank_ICBKLULL,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LUXEMBOURG BRANCH,ICBKLULL
__import__.bank_ICBKLULC,INDUSTRIAL AND COMMERCIAL BANK OF CHINA LUXEMBOURG BRANCH (RMB CLEARING BANK),ICBKLULC
__import__.bank_CELLLULLCTD,ING LUXEMBOURG S.A. (FORMERLY CREDIT EUROPEEN S.A.),CELLLULLCTD
__import__.bank_CELLLULLGSD,ING LUXEMBOURG S.A. (FORMERLY CREDIT EUROPEEN S.A.),CELLLULLGSD
__import__.bank_CELLLULLTRD,ING LUXEMBOURG S.A. (FORMERLY CREDIT EUROPEEN S.A.),CELLLULLTRD
__import__.bank_CELLLULL,ING LUXEMBOURG S.A. (FORMERLY CREDIT EUROPEEN S.A.),CELLLULL
__import__.bank_INGRLULL,INGRAM MICRO LUXEMBOURG SARL,INGRLULL
__import__.bank_IAMLLUL1,INSINGER ASSET MANAGEMENT S.A.,IAMLLUL1
__import__.bank_INEFLUL1,INTERFUND SA,INEFLUL1
__import__.bank_VESTLUL1,INTERINVEST,VESTLUL1
__import__.bank_IFDELUL1,INTERNATIONAL FINANCIAL DATA SERVICES (LUXEMBOURG) S.A.,IFDELUL1
__import__.bank_INRXLUL1,INTERNAXX BANK S.A.,INRXLUL1
__import__.bank_SEBKLULL,INTESA SANPAOLO BANK LUXEMBOURG,SEBKLULL
__import__.bank_INTXLUL1,INTLUX S.A.,INTXLUL1
__import__.bank_INLULUL1,INVESTOR LUXEMBOURG S.A.,INLULUL1
__import__.bank_IPEULULL,IPAY INTERNATIONAL S.A.,IPEULULL
__import__.bank_DXLPLULL,IWI INTERNATIONAL WEALTH INSURER,DXLPLULL
__import__.bank_CHASLULXENQ,J.P. MORGAN BANK LUXEMBOURG S.A.,CHASLULXENQ
__import__.bank_CHASLULXENQ,J.P. MORGAN BANK LUXEMBOURG S.A.,CHASLULXENQ
__import__.bank_CHASLULA,J.P. MORGAN BANK LUXEMBOURG S.A.,CHASLULA
__import__.bank_CHASLULAMLM,J.P. MORGAN BANK LUXEMBOURG S.A.,CHASLULAMLM
__import__.bank_CHASLULAWAM,J.P. MORGAN BANK LUXEMBOURG S.A.,CHASLULAWAM
__import__.bank_CHASLULXLUX,J.P. MORGAN BANK LUXEMBOURG S.A.,CHASLULXLUX
__import__.bank_CHASLUL2,J.P. MORGAN BANK LUXEMBOURG S.A.,CHASLUL2
__import__.bank_CHASLULX,J.P. MORGAN BANK LUXEMBOURG S.A.,CHASLULX
__import__.bank_BEGOLUL1,JOH. BERENBERG GOSSLER AND CO.,BEGOLUL1
__import__.bank_JODELUL1,JOHN DEERE BANK S.A.,JODELUL1
__import__.bank_RFLCLULXKEY,JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,RFLCLULXKEY
__import__.bank_RFLCLULX,JPMORGAN ASSET MANAGEMENT (EUROPE) S.A.R.L.,RFLCLULX
__import__.bank_KBNSLUL1,KB CONSEIL-SERVICE S.A.,KBNSLUL1
__import__.bank_KBCFLULL,KBC FINANCIAL PRODUCTS INTERNATIONAL SA,KBCFLULL
__import__.bank_KBCILULL,KBC IFIMA S.A.,KBCILULL
__import__.bank_KBLXLULL,KBL EUROPEAN PRIVATE BANKERS S.A.,KBLXLULL
__import__.bank_KFLULULU,KENNEDY FINANCEMENT LUXEMBOURG 2 SARL,KFLULULU
__import__.bank_KEALLUL1,KEW CAPITAL LLP,KEALLUL1
__import__.bank_KRETLUL1,KREDIETRUST,KRETLUL1
__import__.bank_MOEALUL1,LA MONDIALE EUROPARTNER,MOEALUL1
__import__.bank_LTHULULL,LAPITHUS MANAGEMENT S.A R.L.,LTHULULL
__import__.bank_FOYELUL1,LE FOYER AM,FOYELUL1
__import__.bank_LETSLUL1,LETTERONE TREASURY SERVICES SA,LETSLUL1
__import__.bank_LVGILUL1,LGI SA,LVGILUL1
__import__.bank_LOYDLUL1,LLOYDS TSB BANK PLC,LOYDLUL1
__import__.bank_LIALLULL,LOMBARD INTERNATIONAL ASSURANCE SA,LIALLULL
__import__.bank_LOCYLULL,LOMBARD ODIER (EUROPE) S.A.,LOCYLULL
__import__.bank_LRIILULL,LRI INVEST S.A.,LRIILULL
__import__.bank_LUXBLUL1,LUXBROKERS S.A.,LUXBLUL1
__import__.bank_LUXCLULLDA0,LUXCSD S.A.,LUXCLULLDA0
__import__.bank_LUXCLULLIA0,LUXCSD S.A.,LUXCLULLIA0
__import__.bank_LUXCLULLMA0,LUXCSD S.A.,LUXCLULLMA0
__import__.bank_LUXCLULLMA1,LUXCSD S.A.,LUXCLULLMA1
__import__.bank_LUXCLULLOA0,LUXCSD S.A.,LUXCLULLOA0
__import__.bank_LUXCLULLOA1,LUXCSD S.A.,LUXCLULLOA1
__import__.bank_LUXCLULLLVO,LUXCSD S.A.,LUXCLULLLVO
__import__.bank_LUXCLULL,LUXCSD S.A.,LUXCLULL
__import__.bank_LUXCLULLCPN,LUXCSD S.A.,LUXCLULLCPN
__import__.bank_LUXCLULLMIG,LUXCSD S.A.,LUXCLULLMIG
__import__.bank_LUFGLUL1,LUXEMBOURG FINANCIAL GROUP,LUFGLUL1
__import__.bank_LUNRLUL1,LUXEMBOURG NATIONAL REGISTRY,LUNRLUL1
__import__.bank_LUXULUL1,LUXUMBRELLA,LUXULUL1
__import__.bank_WBWCLULL,M.M. WARBURG U. CO LUXEMBOURG S.A.,WBWCLULL
__import__.bank_MALKLULL,MALLINCKRODT GROUP SARL,MALKLULL
__import__.bank_MEOILUL1,MEDIOBANCA INTERNATIONAL (LUXEMBOURG) SA,MEOILUL1
__import__.bank_MLIBLUL1,MERRILL LYNCH (LUXEMBOURG) S.A.R.L.,MLIBLUL1
__import__.bank_MLESLUL1,MERRILL LYNCH EQUITY S.A.R.L.,MLESLUL1
__import__.bank_MBASLUL1,METROPOLITAN BANK ASSOCIATES S.A.,MBASLUL1
__import__.bank_MIAALUL1,MIDAS ASSET MANAGEMENT S.A.,MIAALUL1
__import__.bank_MIRALULL,MIRABAUD ET CIE (EUROPE) SA,MIRALULL
__import__.bank_MUGCLULLBAS,MITSUBISHI UFJ GLOBAL CUSTODY SA,MUGCLULLBAS
__import__.bank_MUGCLUL2,MITSUBISHI UFJ GLOBAL CUSTODY SA,MUGCLUL2
__import__.bank_MUGCLULL,MITSUBISHI UFJ GLOBAL CUSTODY SA,MUGCLULL
__import__.bank_MHTBLULLDTS,MIZUHO TRUST AND BANKING (LUXEMBOURG) S.A.,MHTBLULLDTS
__import__.bank_MHTBLULL,MIZUHO TRUST AND BANKING (LUXEMBOURG) S.A.,MHTBLULL
__import__.bank_FUDALUL1,MOSAIC,FUDALUL1
__import__.bank_FUABLUL1,MOSAIC TRADING,FUABLUL1
__import__.bank_MOVELULLGEB,MOVENTUM S.C.A.,MOVELULLGEB
__import__.bank_MOVELULLPAY,MOVENTUM S.C.A.,MOVELULLPAY
__import__.bank_MOVELULL,MOVENTUM S.C.A.,MOVELULL
__import__.bank_FIMZLUL1,MZ FINANCE SA,FIMZLUL1
__import__.bank_NATXLULL,NATIXIS BANK (FORMERLY NATIXIS PRIVATE BANKING INTERNATIONAL),NATXLULL
__import__.bank_NLIFLUL2,NATIXIS LIFE,NLIFLUL2
__import__.bank_NLIFLUL1,NATIXIS LIFE FRANCE,NLIFLUL1
__import__.bank_NAUILUL1,NATIXIS STRUCTURED ISSUANCE SA,NAUILUL1
__import__.bank_AXXNLULL,NAVAXX S.A,AXXNLULL
__import__.bank_NAVXLUL1,NAVAXX S.A.,NAVXLUL1
__import__.bank_NPAKLULL,NEWPAK S.A.,NPAKLULL
__import__.bank_NSIALU21,NIS SICAV,NSIALU21
__import__.bank_NBLXLULLEUX,NOMURA BANK (LUXEMBOURG) S.A.,NBLXLULLEUX
__import__.bank_NBLXLULL,NOMURA BANK (LUXEMBOURG) S.A.,NBLXLULL
__import__.bank_NELXLUL1,NORD EUROPE LIFE LUXEMBOURG SA,NELXLUL1
__import__.bank_NOLALULL,NORD/LB LUXEMBOURG S.A. COVERED BOND BANK,NOLALULL
__import__.bank_NDEALULL,NORDEA BANK S.A. LUXEMBOURG,NDEALULL
__import__.bank_CNORLULX,NORTHERN TRUST GLOBAL SERVICES LIMITED LUXEMBOURG BRANCH,CNORLULX
__import__.bank_NOTULUL1,NOTZ STUCKI ET CIE,NOTULUL1
__import__.bank_NOTMLUL1,NOVACAP ASSET MANAGEMENT,NOTMLUL1
__import__.bank_NOVRLULL,NOVARTIS INVESTMENTS S.A.R.L,NOVRLULL
__import__.bank_BESCLULL,NOVO BANCO SA SUCCURSALE LUXEMBOURG,BESCLULL
__import__.bank_ODYSLUL1,ODYSSEY ASSET MANAGEMENT SYSTEMS,ODYSLUL1
__import__.bank_OLKILULL,OLKY PAYMENT SERVICE PROVIDER,OLKILULL
__import__.bank_OPAALUL1,ORBIT PRIVATE ASSET MANAGEMENT,OPAALUL1
__import__.bank_ORFLLULL,ORIFLAME COSMETICS GLOBAL S.A.,ORFLLULL
__import__.bank_PAALLUL1,PACIFIC CAPITAL SARL,PAALLUL1
__import__.bank_FUAFLUL1,PAF-COMMO,FUAFLUL1
__import__.bank_FUAGLUL1,PAF-DISTRESSED,FUAGLUL1
__import__.bank_FUAHLUL1,PAF-GLOBAL,FUAHLUL1
__import__.bank_FUDCLUL1,PAF-MOSAIC EURO,FUDCLUL1
__import__.bank_FUAJLUL1,PAF-PLEIAD CREDIT OPPORTUNITIES,FUAJLUL1
__import__.bank_FUAKLUL1,PAF-WORLD EQUITY HEDGE,FUAKLUL1
__import__.bank_PAGNLUL1,PAGEON BANK S.A.,PAGNLUL1
__import__.bank_PPLXLULL,PAYPAL EUROPE S.A R.L ET CIE S.C.A.,PPLXLULL
__import__.bank_PECSLULX,PETERCAM (LUXEMBOURG) S.A.,PECSLULX
__import__.bank_FUCZLUL1,PICTET ARGD - CORTO,FUCZLUL1
__import__.bank_PICTLULXTAS,PICTET ET CIE (EUROPE) S.A.,PICTLULXTAS
__import__.bank_PICTLULX,PICTET ET CIE (EUROPE) S.A.,PICTLULX
__import__.bank_FUDRLUL1,PICTET INSTITUTIONAL EMERGING LOCAL CURRENCY DEBT,FUDRLUL1
