id,name,bic
__import__.bank_HCCCBEB1,HEWLETT-PACKARD COORDINATION CENTER C.V.B.A./S.C.R.L.,HCCCBEB1
__import__.bank_HNRSBEB1,HOULIHAN ROVERS S.A.,HNRSBEB1
__import__.bank_HSBCBEBBSDD,HSBC BANK PLC,HSBCBEBBSDD
__import__.bank_HSBCBEBB,HSBC BANK PLC,HSBCBEBB
__import__.bank_HUVVBE91,HULPKAS VOOR VOLKSKREDIET N.V.,HUVVBE91
__import__.bank_HBMSBE21,"HYPOTHEEK-, BELEGGINGSMAATSCHAPPIJ EN SPAARBANK",HBMSBE21
__import__.bank_HYBVBE81,HYPOTHEEKMAATSCHAPPIJ DE BEIDE VLAANDEREN NV,HYBVBE81
__import__.bank_IBAPBEBL,IBA PHARMA SPRL,IBAPBEBL
__import__.bank_ICBKBEBB,ICBC BRUSSELS BRANCH,ICBKBEBB
__import__.bank_ICICBE2X,ICICI BANK UK PLC,ICICBE2X
__import__.bank_INGBBEB1,ING BANK NV BELGIAN BRANCH,INGBBEB1
__import__.bank_BBRUBEBB200,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) ANTWERPEN,BBRUBEBB200
__import__.bank_BBRUBEBB930,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) AALST,BBRUBEBB930
__import__.bank_BBRUBEBB800,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) BRUGGE,BBRUBEBB800
__import__.bank_BBRUBEBB100,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) BRUSSELS,BBRUBEBB100
__import__.bank_BBRUBEBBCLS,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) BRUSSELS,BBRUBEBBCLS
__import__.bank_BBRUBEBB010,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) BRUSSELS,BBRUBEBB010
__import__.bank_BBRUBEBBVYS,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) BRUSSELS,BBRUBEBBVYS
__import__.bank_BBRUBEBB600,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) CHARLEROI,BBRUBEBB600
__import__.bank_BBRUBEBB900,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) GENT,BBRUBEBB900
__import__.bank_BBRUBEBB350,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) HASSELT,BBRUBEBB350
__import__.bank_BBRUBEBB850,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) KORTRIJK,BBRUBEBB850
__import__.bank_BBRUBEBB300,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) LEUVEN,BBRUBEBB300
__import__.bank_BBRUBEBB400,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) LIEGE,BBRUBEBB400
__import__.bank_BBRUBEBB700,ING BELGIUM NV/SA (FORMERLY BANK BRUSSELS LAMBERT SA) MONS,BBRUBEBB700
__import__.bank_IRISBEB1,"IRIS SECURITIES, STE. COOP.",IRISBEB1
__import__.bank_ISAZBEB1,ISABEL NV,ISAZBEB1
__import__.bank_QUATBE81,J. QUATANNENS EN CO NV,QUATBE81
__import__.bank_CHASBEE1,J.P. MORGAN EUROPE LIMITED,CHASBEE1
__import__.bank_JOJOBE22,JC GENERAL SERVICES CVBA,JOJOBE22
__import__.bank_JCAEBE9A,JOHNSON CONTROLS AUTOMOTIVE N.V.,JCAEBE9A
__import__.bank_JOCIBEBB,JOHNSON CONTROLS INTERNATIONAL NV,JOCIBEBB
__import__.bank_JPMGBEBBMOM,JP MORGAN INTERNATIONAL BANK,JPMGBEBBMOM
__import__.bank_JPMGBEBB,JP MORGAN INTERNATIONAL BANK,JPMGBEBB
__import__.bank_CHASBEBXENQ,"JPMORGAN CHASE BANK, N.A.",CHASBEBXENQ
__import__.bank_CHASBEBXKEY,"JPMORGAN CHASE BANK, N.A.",CHASBEBXKEY
__import__.bank_CHASBEBX,"JPMORGAN CHASE BANK, N.A.",CHASBEBX
__import__.bank_KBCABEBB,KBC ASSET MANAGEMENT,KBCABEBB
__import__.bank_ADIABE22,KBC BANK N.V. BC DIAMANT,ADIABE22
__import__.bank_KREDBEBB250,KBC BANK NV,KREDBEBB250
__import__.bank_KREDBEBB022,KBC BANK NV,KREDBEBB022
__import__.bank_KREDBEBBCLS,KBC BANK NV,KREDBEBBCLS
__import__.bank_KREDBEBBLCH,KBC BANK NV,KREDBEBBLCH
__import__.bank_KREDBEBB,KBC BANK NV,KREDBEBB
__import__.bank_KREDBEBB100,KBC BANK NV,KREDBEBB100
__import__.bank_KREDBEBB387,KBC BANK NV,KREDBEBB387
__import__.bank_KREDBEBBCLE,KBC BANK NV,KREDBEBBCLE
__import__.bank_KREDBEBB085,KBC BANK NV,KREDBEBB085
__import__.bank_KREDBEBB460,KBC BANK NV,KREDBEBB460
__import__.bank_FDCOBEB1,KBC LEASE HOLDING NV,FDCOBEB1
__import__.bank_KBSEBE22CBL,KBC SECURITIES N.V.,KBSEBE22CBL
__import__.bank_KBSEBE22,KBC SECURITIES N.V.,KBSEBE22
__import__.bank_KBSEBE22882,KBC SECURITIES N.V.,KBSEBE22882
__import__.bank_KECOBE21,KEMPEN EN CO. BELGIE,KECOBE21
__import__.bank_KEYTBEBB,KEYTRADE BANK SA/NV,KEYTBEBB
__import__.bank_KEYTBEBBADM,KEYTRADE BANK SA/NV,KEYTBEBBADM
__import__.bank_KREFBE21,KREFIMA N.V./S.A.,KREFBE21
__import__.bank_CAFXBEB1,LA CAMBRE FUNDS BRUXELLES,CAFXBEB1
__import__.bank_LWAIBE81,"LAWAISSE PHILIPPE EN CO, GCV",LWAIBE81
__import__.bank_LFGBBEB1,LAZARD FRERES GESTION BELGIQUE,LFGBBEB1
__import__.bank_LPEIBEBB,LE PEIGNE,LPEIBEBB
__import__.bank_LDENBE81,LEDENT EN CO.,LDENBE81
__import__.bank_LEDSBE81,LEEN- EN DEPOSITOKAS,LEDSBE81
__import__.bank_LABEBEBB,LELEUX ASSOCIATED BROKERS,LABEBEBB
__import__.bank_JLECBE71,LELEUX ASSOCIATED BROKERS SA,JLECBE71
__import__.bank_LEPSBEB1,LELEUX PARTNERS SA,LEPSBEB1
__import__.bank_LSTVBE21,LEO STEVENS EN CIE BVBA,LSTVBE21
__import__.bank_LIEKBE21,LIEKENS R.,LIEKBE21
__import__.bank_LOGEBEB1,"LOGE ET ASSOCIES, SPRL",LOGEBEB1
__import__.bank_LOGIBEB1,LOGINVEST SA,LOGIBEB1
__import__.bank_LOCYBEBBNDP,LOMBARD ODIER (EUROPE) S.A.,LOCYBEBBNDP
__import__.bank_LOCYBEBB,LOMBARD ODIER (EUROPE) S.A.,LOCYBEBB
__import__.bank_FDABBEB1,M .FINANCE DEBT AGENCY BELGIUM,FDABBEB1
__import__.bank_MPPFBEB1,MAPFRE RE,MPPFBEB1
__import__.bank_MBWMBEBB,MEDIRECT BANK,MBWMBEBB
__import__.bank_MELCBEB1,MELICE ET CIE,MELCBEB1
__import__.bank_MELSBE91,"MELIS EN CO, VOF",MELSBE91
__import__.bank_MEPTBE21,MERIT CAPITAL,MEPTBE21
__import__.bank_MIGOBEB1,MICHEL GOFFIN ET CIE S.A.,MIGOBEB1
__import__.bank_MDELBEB1,MIGNON HANART DECLERCK SPRL,MDELBEB1
__import__.bank_MHCBBEBB,MIZUHO BANK NEDERLAND N.V. BRUSSELS BRANCH,MHCBBEBB
__import__.bank_MBBMBE21,MKG-BANK BELGIEN (BRANCH OF MCE BANK GMBH),MBBMBE21
__import__.bank_HYMOBE31,MOBIS PARTS EUROPE N.V.,HYMOBE31
__import__.bank_COVEBE71,MONABANQ SOCIETE ANONYME,COVEBE71
__import__.bank_BMTSBEBB,MTS ASSOCIATED MARKETS,BMTSBEBB
__import__.bank_MUROBEB1,MUNTERS ROGER ET CIE,MUROBEB1
__import__.bank_CRARBE21,N.V. CREDITMAR,CRARBE21
__import__.bank_NANLBE21,NATEUS NV,NANLBE21
__import__.bank_NATXBEB1,NATIXIS BANK (LUXEMBOURG) SUCCURSALE DE BELGIQUE,NATXBEB1
__import__.bank_NEDEBEB1,NEDEE AND CO C.V.,NEDEBEB1
__import__.bank_NEXABEBB,NEXANS SERVICES SA,NEXABEBB
__import__.bank_DNIBBE21,NIBC BANK N.V,DNIBBE21
__import__.bank_NJRIBEB1,NJR INVESTMENT,NJRIBEB1
__import__.bank_NLMKBE6L,NLMK BELGIUM HOLDINGS SA,NLMKBE6L
__import__.bank_IKEABEBB,NV IKEA SERVICE CENTRE SA,IKEABEBB
__import__.bank_OMEGBE9A,OMEGA PHARMA CAPITAL NV,OMEGBE9A
__import__.bank_ETHIBEBB,OPTIMABANK NV,ETHIBEBB
__import__.bank_ETHIBEBBRTG,OPTIMABANK NV,ETHIBEBBRTG
__import__.bank_OTCSBEB1,OPTION TRADING COMPANY SA/NV,OTCSBEB1
__import__.bank_OPAABE21,ORBIT PRIVATE ASSET MANAGEMENT SARL,OPAABE21
__import__.bank_ASUUBEB1,P AND V ASSURANCES,ASUUBEB1
__import__.bank_SPRIBE21,"P. SPRIET EN CO, BVBA",SPRIBE21
__import__.bank_PESCBEB1,"P.E. SECURITIES, SPRL",PESCBEB1
__import__.bank_PYDEBEB1,PH. ET Y. DE COSTER SPRL,PYDEBEB1
__import__.bank_PIREBE61,PIRE ET CIE SA,PIREBE61
__import__.bank_PBELBEB1,PROCAPITAL BELGIUM,PBELBEB1
__import__.bank_PUILBEBB,PUILAETCO DEWAAY PRIVATE BANKERS,PUILBEBB
__import__.bank_QPFSBEBB,Q-PARK FINANCIAL SERVICES NV,QPFSBEBB
__import__.bank_HAVABEB1,"R. HAVAUX ET CIE, SCS",HAVABEB1
__import__.bank_ROPSBEB1,"R.B. ET F. ROPSY ET CIE, SPRL",ROPSBEB1
__import__.bank_RABOBE22,RABOBANK INTERNATIONAL ANTWERP BRANCH,RABOBE22
__import__.bank_RABOBE23,RABOBANK INTERNATIONAL ANTWERP BRANCH - CORPORATE BANK,RABOBE23
__import__.bank_RMPLBEB1,RAMPELBERGS ET CIE SA,RMPLBEB1
__import__.bank_DXFSBEBBFAD,RBC INVESTOR SERVICES BELGIUM,DXFSBEBBFAD
__import__.bank_DXFSBEBBSHS,RBC INVESTOR SERVICES BELGIUM,DXFSBEBBSHS
__import__.bank_DXFSBEBB,RBC INVESTOR SERVICES BELGIUM,DXFSBEBB
__import__.bank_HBKABE22,RECORD BANK NV,HBKABE22
__import__.bank_HBKABE22TA2,RECORD BANK NV,HBKABE22TA2
__import__.bank_REFFBEB1,REMY FRERES ET FILS S.A.,REFFBEB1
__import__.bank_RETSBEB1,REYERS BEAUVOIS DE VILLENFAGNE SA,RETSBEB1
__import__.bank_RIGABEB1,"RIGA ET CIE, S.A.",RIGABEB1
__import__.bank_RBCOBEB1,ROBECO,RBCOBEB1
__import__.bank_RONFBE61,"RONFLETTE ET CIE, SPRL",RONFBE61
__import__.bank_RCBPBEBB,ROTHSCHILD BELGIQUE,RCBPBEBB
__import__.bank_RPINBEBB,ROYAL PARK INVESTMENTS,RPINBEBB
__import__.bank_AFFEBEB3,S.W.I.F.T. HEADQUARTERS,AFFEBEB3
__import__.bank_SWLIBEBB,S.W.I.F.T. HEADQUARTERS,SWLIBEBB
__import__.bank_SWTDBEBB,S.W.I.F.T. HEADQUARTERS,SWTDBEBB
__import__.bank_BNPABEBS,"SAGIP S.A. (S.A. DE GESTION, D'INVESTISSEMENT ET DE PARTICIPATION)",BNPABEBS
__import__.bank_SECTBEB14B2,SAMSUNG ELECTRONICS BENELUX BELGIUM,SECTBEB14B2
__import__.bank_SECTBEB1,SAMSUNG ELECTRONICS BENELUX BELGIUM,SECTBEB1
__import__.bank_BSCHBEBB,SANTANDER BENELUX SA,BSCHBEBB
__import__.bank_BSCHBEBBBLX,SANTANDER BENELUX SA,BSCHBEBBBLX
__import__.bank_SAXBBEB1,SAXO BANK BELGIQUE,SAXBBEB1
__import__.bank_SCCPBEBB,SCA CAPITAL NV,SCCPBEBB
__import__.bank_SCRTBE21,SCHRETLEN AND CO. N.V.,SCRTBE21
__import__.bank_SGPBBE99,SG PRIVATE BANKING BELGIUM,SGPBBE99
__import__.bank_SGPBBE99TG2,SG PRIVATE BANKING BELGIUM,SGPBBE99TG2
__import__.bank_SHIZBEBB,SHIZUOKA BANK (EUROPE) S.A.,SHIZBEBB
__import__.bank_SSDDBEB1,SIBEKA SOCIETE D'ENTREPRISE ET D'INVESTISSEMENTS SA,SSDDBEB1
__import__.bank_SIIIBE41,SIRIUS INTERNATIONAL INSURANCE CORP,SIIIBE41
__import__.bank_TSFGBEB1,SOCIETE FINANCIERE ET DE GESTION TEXAF SA,TSFGBEB1
__import__.bank_SOFFBEB1,SOCIETE FINANCIERE ET FONCIERE,SOFFBEB1
__import__.bank_SOFPBEB1,SOCIETE FINANCIERE G.P. PHILIPPSON ET CO SA,SOFPBEB1
__import__.bank_SGABBEB2,SOCIETE GENERALE (BELGIAN HEAD OFFICE),SGABBEB2
__import__.bank_SGABBEB2BRU,SOCIETE GENERALE (BELGIAN HEAD OFFICE),SGABBEB2BRU
__import__.bank_SGABBEB2TRA,SOCIETE GENERALE (BELGIAN HEAD OFFICE),SGABBEB2TRA
__import__.bank_SOFIBEB1,SOFIHOLDING SA,SOFIBEB1
__import__.bank_SOLVBEBB,SOLVAY CICC S.A,SOLVBEBB
__import__.bank_SBINBE2X,STATE BANK OF INDIA,SBINBE2X
__import__.bank_SBOSBEB1,STATE STREET BANK EUROPE LTD.,SBOSBEB1
__import__.bank_SFSRBEB1,STORA FINACIAL SERVICES (BRUSSELS),SFSRBEB1
__import__.bank_CFFRBEB1,SUCCURSALE CREDIT FONCIER DE FRANCE,CFFRBEB1
__import__.bank_SMBCBEBBGEB,SUMITOMO MITSUI BANKING CORPORATION,SMBCBEBBGEB
__import__.bank_SMBCBEBB,SUMITOMO MITSUI BANKING CORPORATION,SMBCBEBB
__import__.bank_SWHQBECACIO,SWIFT HEADQUARTERS,SWHQBECACIO
__import__.bank_SWHTBEBBAC1,SWIFT HEADQUARTERS,SWHTBEBBAC1
__import__.bank_SWHTBEBBAC2,SWIFT HEADQUARTERS,SWHTBEBBAC2
__import__.bank_SWHTBEBBAC3,SWIFT HEADQUARTERS,SWHTBEBBAC3
__import__.bank_SWHQBEBBADS,SWIFT HEADQUARTERS,SWHQBEBBADS
__import__.bank_SWHQBEBBBCT,SWIFT HEADQUARTERS,SWHQBEBBBCT
__import__.bank_SWHQBEBBEVE,SWIFT HEADQUARTERS,SWHQBEBBEVE
__import__.bank_SWHQBEBBBIL,SWIFT HEADQUARTERS,SWHQBEBBBIL
__import__.bank_SWHQBECAENC,SWIFT HEADQUARTERS,SWHQBECAENC
__import__.bank_SWHQBEBBE2E,SWIFT HEADQUARTERS,SWHQBEBBE2E
__import__.bank_SWHQBEBBFIN,SWIFT HEADQUARTERS,SWHQBEBBFIN
__import__.bank_SWHQBEBBGMT,SWIFT HEADQUARTERS,SWHQBEBBGMT
__import__.bank_SWHQBEBBTSD,SWIFT HEADQUARTERS,SWHQBEBBTSD
__import__.bank_SWHQBEBBMKT,SWIFT HEADQUARTERS,SWHQBEBBMKT
__import__.bank_SWHQBEBBMEM,SWIFT HEADQUARTERS,SWHQBEBBMEM
__import__.bank_SWHQBEBBPRM,SWIFT HEADQUARTERS,SWHQBEBBPRM
__import__.bank_SWHQBEBBQED,SWIFT HEADQUARTERS,SWHQBEBBQED
__import__.bank_SWHQBECACMC,SWIFT HEADQUARTERS,SWHQBECACMC
__import__.bank_SWHQBECACKC,SWIFT HEADQUARTERS,SWHQBECACKC
__import__.bank_SWHQBEBBTTT,SWIFT HEADQUARTERS,SWHQBEBBTTT
__import__.bank_SWHQBEBBSAL,SWIFT HEADQUARTERS,SWHQBEBBSAL
__import__.bank_SWHQBEBBSHR,SWIFT HEADQUARTERS,SWHQBEBBSHR
__import__.bank_SWHQBEBBSTD,SWIFT HEADQUARTERS,SWHQBEBBSTD
__import__.bank_SWHQBEBBLOG,SWIFT HEADQUARTERS,SWHQBEBBLOG
__import__.bank_SWHQBEBBEDU,SWIFT HEADQUARTERS,SWHQBEBBEDU
__import__.bank_SWHQBEBBSNF,SWIFT HEADQUARTERS,SWHQBEBBSNF
__import__.bank_SWHQBEBBTLC,SWIFT HEADQUARTERS,SWHQBEBBTLC
__import__.bank_SWHQBEBB,SWIFT HEADQUARTERS,SWHQBEBB
__import__.bank_SWHQBEBB111,SWIFT HEADQUARTERS,SWHQBEBB111
__import__.bank_SWHQBEBBODD,SWIFT HEADQUARTERS,SWHQBEBBODD
__import__.bank_SWHQBEBBREF,SWIFT HEADQUARTERS,SWHQBEBBREF
__import__.bank_SWHTBEBB,SWIFT HEADQUARTERS,SWHTBEBB
__import__.bank_MMMVBEBB,TESSENDERLO CHEMIE NV,MMMVBEBB
__import__.bank_IRVTBEBBADM,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBADM
__import__.bank_IRVTBEBBBKR,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBBKR
__import__.bank_IRVTBEBBGSS,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBGSS
__import__.bank_IRVTBEBBIMC,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBIMC
__import__.bank_IRVTBEBB,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBB
__import__.bank_IRVTBEBBB01,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBB01
__import__.bank_IRVTBEBBB02,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBB02
__import__.bank_IRVTBEBBB02,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBB02
__import__.bank_IRVTBEBBB04,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBB04
__import__.bank_IRVTBEBBB05,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBB05
__import__.bank_IRVTBEBBB06,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBB06
__import__.bank_IRVTBEBBB07,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBB07
__import__.bank_IRVTBEBBBNY,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBBNY
__import__.bank_IRVTBEBBBSK,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBBSK
__import__.bank_IRVTBEBBDCP,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBDCP
__import__.bank_IRVTBEBBICP,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBICP
__import__.bank_IRVTBEBBLUX,THE BANK OF NEW YORK MELLON SA/NV,IRVTBEBBLUX
__import__.bank_BNYMBEBBFND,THE BANK OF NEW YORK MELLON BRUSSELS BRANCH,BNYMBEBBFND
__import__.bank_BNYMBEBB,THE BANK OF NEW YORK MELLON BRUSSELS BRANCH,BNYMBEBB
__import__.bank_ABNABEBR,THE ROYAL BANK OF SCOTLAND PLC BELGIUM (FORMERLY KNOWN AS RBS NV),ABNABEBR
__import__.bank_THLFBE21,THIBAUT LUC EN CO FINANCIERS NW,THLFBE21
__import__.bank_THIEBE21,THIEREN EN CO VEG,THIEBE21
__import__.bank_TRAXBE21,TRAX NAAMLOZE VENNOOTSCHAP,TRAXBE21
__import__.bank_TRIOBEBB,TRIODOS BANK,TRIOBEBB
__import__.bank_TUNZBEB1,TUNZ.COM,TUNZBEB1
__import__.bank_SUBCBEB1,U.B.B. SC,SUBCBEB1
__import__.bank_UBSWBEBB,UBS (LUXEMBOURG) S.A. BELGIUM BRANCH,UBSWBEBB
__import__.bank_UBINBE22,UNION BANK OF INDIA,UBINBE22
__import__.bank_UTWBBEBB,UNITED TAIWAN BANK S.A.,UTWBBEBB
__import__.bank_UPANBE21,UPAR,UPANBE21
__import__.bank_VHERBEB1,V. HERMANS SPRL,VHERBEB1
__import__.bank_BAUWBE21,VAN BAUWEL AND CO,BAUWBE21
__import__.bank_VAPEBE22,VAN DE PUT EN CO EFFECTENBANK - BANQUE DE TITRES,VAPEBE22
__import__.bank_VAPEBE21,VAN DE PUT EN CO EFFECTENBANK - BANQUE DE TITRES,VAPEBE21
__import__.bank_VGLABE21,VAN GLABBEEK EN CO BVBA BEURSVENNOOTSCHAP,VGLABE21
__import__.bank_VGOEBE21,VAN GOETHEM EN CO,VGOEBE21
__import__.bank_VOBVBE21,VAN GOOLEN EN CO BVBA,VOBVBE21
__import__.bank_VHRRBEB1,VAN HERREWEGHE SPRL,VHRRBEB1
__import__.bank_VANHBEB1,VANHERREWEGHE,VANHBEB1
__import__.bank_VDSPBE22,VDK SPAARBANK NV,VDSPBE22
__import__.bank_VDSPBE91,VDK SPAARBANK NV,VDSPBE91
__import__.bank_VCAMBEB1,VERCAMMEN EN CO CGV,VCAMBEB1
__import__.bank_VEGRBE21,VERHAEGEN GOOSSENS DE ROECK EN CO NAAMLOZE VENNOOTSCHAP,VEGRBE21
__import__.bank_VFCOBE2B,VF EUROPE BVBA,VFCOBE2B
__import__.bank_VDHDBE41,VIATOUR DE COCK HERMESSE ET DEBLANC S.A.,VDHDBE41
__import__.bank_VOWABEB1,VOLKSWAGEN BANK GMBH,VOWABEB1
__import__.bank_VOFBBEB1,VOLKSWAGEN FINANCE BELGIUM,VOFBBEB1
__import__.bank_VWAGBEBB,VOLKSWAGEN GROUP SERVICES SA/NV,VWAGBEBB
__import__.bank_WABCBEBB,WABCO FINANCIAL SERVICES BVBA,WABCBEBB
__import__.bank_WALGBE61,WAL.AGRI SA,WALGBE61
__import__.bank_WEEKBEB1,WEEKERS ET PARTNERS S.A.,WEEKBEB1
__import__.bank_WBDWBE91,WEGHSTEEN EN DRIEGE NV,WBDWBE91
__import__.bank_WIAUBEB1,WINTERTHUR ASSURANCES,WIAUBEB1
__import__.bank_ATWSBEBB,WORLDLINE SA,ATWSBEBB
__import__.bank_WPPGBEBB,WPP GROUP SERVICES SNC,WPPGBEBB
__import__.bank_YWULBEB1,WULLAERT EN CO SA,YWULBEB1
__import__.bank_ZOETBEBB,ZOETIS TREASURY CENTER BVBA FINANCIAL DEPARTMENT,ZOETBEBB
__import__.bank_BFKKSKBB,BKS BANK AG POBOCKA ZAHRANICNEJ BANKY,BFKKSKBB
__import__.bank_CSDSSKBADTA,CENTRALNY DEPOZITAR CENNYCH PAPIEROV SR A.S.,CSDSSKBADTA
__import__.bank_CSDSSKBA,CENTRALNY DEPOZITAR CENNYCH PAPIEROV SR A.S.,CSDSSKBA
__import__.bank_CEKOSKBX,CESKOSLOVENSKA OBCHODNA BANK A.S.,CEKOSKBX
__import__.bank_CITISKBASEC,CITIBANK EUROPE PLC POBOCKA ZAHRANICNEJ BANKY,CITISKBASEC
__import__.bank_CITISKBA,CITIBANK EUROPE PLC POBOCKA ZAHRANICNEJ BANKY,CITISKBA
__import__.bank_COBASKBXTBR,COMMERZBANK AG,COBASKBXTBR
__import__.bank_COBASKBX,COMMERZBANK AG,COBASKBX
__import__.bank_KBSPSKBX,CSOB STAVEBNA SPORITELNA A.S.,KBSPSKBX
__import__.bank_EXSKSKBX,EXPORT-IMPORT BANK OF SLOVAK REPUBLIC,EXSKSKBX
__import__.bank_FIOZSKBA,FIO BANKA A.S. POBOCKA ZAHRANICNEJ BANKY,FIOZSKBA
__import__.bank_FDXXSKBA,FIRST DATA SLOVAKIA S.R.O.,FDXXSKBA
__import__.bank_INGBSKBX,ING BANK N.V. POBOCKA ZAHR BANKY,INGBSKBX
__import__.bank_JTBPSKBA,J AND T BANKA A.S.POBOCKA ZAHRANICNEJ BANKY,JTBPSKBA
__import__.bank_KODBSKBX,KDB BANK EUROPE LTD SLOVAKIAN BRANCH OFFICE,KODBSKBX
__import__.bank_KOMBSKBATGT,KOMERCNI BANKA A.S. POBOCKA ZAHRANICNEJ BANKY,KOMBSKBATGT
__import__.bank_KOMBSKBA,KOMERCNI BANKA A.S. POBOCKA ZAHRANICNEJ BANKY,KOMBSKBA
__import__.bank_BREXSKBX,MBANK S.A. POBOCKA ZAHRANICNEJ BANKY,BREXSKBX
__import__.bank_KRAFSKBAPYL,MONDELEZ EUROPEAN BUSINESS SERVICES CENTRE S.R.O.,KRAFSKBAPYL
__import__.bank_KRAFSKBASSC,MONDELEZ EUROPEAN BUSINESS SERVICES CENTRE S.R.O.,KRAFSKBASSC
__import__.bank_KRAFSKBATSY,MONDELEZ EUROPEAN BUSINESS SERVICES CENTRE S.R.O.,KRAFSKBATSY
__import__.bank_KRAFSKBA,MONDELEZ EUROPEAN BUSINESS SERVICES CENTRE S.R.O.,KRAFSKBA
__import__.bank_NBSBSKBXEBA,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBXEBA
__import__.bank_NBSBSKBXFE1,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBXFE1
__import__.bank_NBSBSKBXIN1,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBXIN1
__import__.bank_NBSBSKBXSIP,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBXSIP
__import__.bank_NBSBSKBXCCB,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBXCCB
__import__.bank_NBSBSKBXEUX,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBXEUX
__import__.bank_NBSBSKBX100,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBX100
__import__.bank_NBSBSKBX200,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBX200
__import__.bank_NBSBSKBX,NARODNA BANKA SLOVENSKA (NATIONAL BANK OF SLOVAKIA),NBSBSKBX
__import__.bank_NCDCSKBA,NARODNY CENTRALNY DEPOZITAR CENNYCH PAPIEROV A.S.,NCDCSKBA
__import__.bank_OBKLSKBA,OBERBANK AG,OBKLSKBA
__import__.bank_OTPVSKBX,OTP BANKA SLOVENSKO A.S.,OTPVSKBX
__import__.bank_POBNSKBA,POSTOVA BANKA A.S.,POBNSKBA
__import__.bank_KOMASK2XBBY,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XBBY
__import__.bank_KOMASK2XBST,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XBST
__import__.bank_KOMASK2XBRA,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XBRA
__import__.bank_KOMASK2XBRE,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XBRE
__import__.bank_KOMASK2XKOS,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XKOS
__import__.bank_KOMASK2XLHR,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XLHR
__import__.bank_KOMASK2XLCN,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XLCN
__import__.bank_KOMASK2XMAL,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XMAL
__import__.bank_KOMASK2XMCH,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XMCH
__import__.bank_KOMASK2XNIT,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XNIT
__import__.bank_KOMASK2XPBY,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XPBY
__import__.bank_KOMASK2XSNV,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XSNV
__import__.bank_KOMASK2XTRE,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XTRE
__import__.bank_KOMASK2XTNA,PRIMA BANKA SLOVENSKO A.S.,KOMASK2XTNA
