id,bin_location_id/id,product_id/id,location_id/id
__import__.product_stock_bin_4160123,__import__.location_loc_AB16A2,__import__.product_4160123_product_template,stock.stock_location_stock
__import__.product_stock_bin_4270014,__import__.location_loc_AB16A3,__import__.product_4270014_product_template,stock.stock_location_stock
__import__.product_stock_bin_4150104,__import__.location_loc_AB16A4,__import__.product_4150104_product_template,stock.stock_location_stock
__import__.product_stock_bin_4130002,__import__.location_loc_AB16B1,__import__.product_4130002_product_template,stock.stock_location_stock
__import__.product_stock_bin_5822097,__import__.location_loc_AB16B2,__import__.product_5822097_product_template,stock.stock_location_stock
__import__.product_stock_bin_4220102,__import__.location_loc_AB16B3,__import__.product_4220102_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265287,__import__.location_loc_AB16B4,__import__.product_3265287_product_template,stock.stock_location_stock
__import__.product_stock_bin_4270132,__import__.location_loc_AC01A1,__import__.product_4270132_product_template,stock.stock_location_stock
__import__.product_stock_bin_4500404,__import__.location_loc_AC01A2,__import__.product_4500404_product_template,stock.stock_location_stock
__import__.product_stock_bin_2923605,__import__.location_loc_AC01A3,__import__.product_2923605_product_template,stock.stock_location_stock
__import__.product_stock_bin_4120154,__import__.location_loc_AC01A4,__import__.product_4120154_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265568,__import__.location_loc_AC01B1,__import__.product_3265568_product_template,stock.stock_location_stock
__import__.product_stock_bin_4900004,__import__.location_loc_AC01B2,__import__.product_4900004_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265543,__import__.location_loc_AC01B3,__import__.product_3265543_product_template,stock.stock_location_stock
__import__.product_stock_bin_7228315,__import__.location_loc_AC01B4,__import__.product_7228315_product_template,stock.stock_location_stock
__import__.product_stock_bin_4007223,__import__.location_loc_AC02A1,__import__.product_4007223_product_template,stock.stock_location_stock
__import__.product_stock_bin_4900450,__import__.location_loc_AC02A2,__import__.product_4900450_product_template,stock.stock_location_stock
__import__.product_stock_bin_4250204,__import__.location_loc_AC02A3,__import__.product_4250204_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265824,__import__.location_loc_AC02A4,__import__.product_3265824_product_template,stock.stock_location_stock
__import__.product_stock_bin_5822863,__import__.location_loc_AC02B1,__import__.product_5822863_product_template,stock.stock_location_stock
__import__.product_stock_bin_4230111,__import__.location_loc_AC02B2,__import__.product_4230111_product_template,stock.stock_location_stock
__import__.product_stock_bin_7197069,__import__.location_loc_AC02B3,__import__.product_7197069_product_template,stock.stock_location_stock
__import__.product_stock_bin_4160122,__import__.location_loc_AC02B4,__import__.product_4160122_product_template,stock.stock_location_stock
__import__.product_stock_bin_4280103,__import__.location_loc_AC03A1,__import__.product_4280103_product_template,stock.stock_location_stock
__import__.product_stock_bin_4140112,__import__.location_loc_AC03A2,__import__.product_4140112_product_template,stock.stock_location_stock
__import__.product_stock_bin_5164514,__import__.location_loc_AC03A3,__import__.product_5164514_product_template,stock.stock_location_stock
__import__.product_stock_bin_5829266,__import__.location_loc_AC03A4,__import__.product_5829266_product_template,stock.stock_location_stock
__import__.product_stock_bin_5810748,__import__.location_loc_AC03B1,__import__.product_5810748_product_template,stock.stock_location_stock
__import__.product_stock_bin_4250102,__import__.location_loc_AC03B2,__import__.product_4250102_product_template,stock.stock_location_stock
__import__.product_stock_bin_7196555,__import__.location_loc_AC03B3,__import__.product_7196555_product_template,stock.stock_location_stock
__import__.product_stock_bin_8095224,__import__.location_loc_AC03B4,__import__.product_8095224_product_template,stock.stock_location_stock
__import__.product_stock_bin_5822101,__import__.location_loc_AC04A1,__import__.product_5822101_product_template,stock.stock_location_stock
__import__.product_stock_bin_5821809,__import__.location_loc_AC04A2,__import__.product_5821809_product_template,stock.stock_location_stock
__import__.product_stock_bin_6827563,__import__.location_loc_AC04A3,__import__.product_6827563_product_template,stock.stock_location_stock
__import__.product_stock_bin_5826654,__import__.location_loc_AC04B1,__import__.product_5826654_product_template,stock.stock_location_stock
__import__.product_stock_bin_5828666,__import__.location_loc_AC04B2,__import__.product_5828666_product_template,stock.stock_location_stock
__import__.product_stock_bin_5801068,__import__.location_loc_AC04B3,__import__.product_5801068_product_template,stock.stock_location_stock
__import__.product_stock_bin_4008025,__import__.location_loc_AC05A1,__import__.product_4008025_product_template,stock.stock_location_stock
__import__.product_stock_bin_4290213,__import__.location_loc_AC05A2,__import__.product_4290213_product_template,stock.stock_location_stock
__import__.product_stock_bin_4910045,__import__.location_loc_AC05A3,__import__.product_4910045_product_template,stock.stock_location_stock
__import__.product_stock_bin_4270007,__import__.location_loc_AC05A4,__import__.product_4270007_product_template,stock.stock_location_stock
__import__.product_stock_bin_5822437,__import__.location_loc_AC05B1,__import__.product_5822437_product_template,stock.stock_location_stock
__import__.product_stock_bin_4140002,__import__.location_loc_AC05B2,__import__.product_4140002_product_template,stock.stock_location_stock
__import__.product_stock_bin_5826199,__import__.location_loc_AC05B3,__import__.product_5826199_product_template,stock.stock_location_stock
__import__.product_stock_bin_4210002,__import__.location_loc_AC05B4,__import__.product_4210002_product_template,stock.stock_location_stock
__import__.product_stock_bin_4500445,__import__.location_loc_AC06A1,__import__.product_4500445_product_template,stock.stock_location_stock
__import__.product_stock_bin_5829003,__import__.location_loc_AC06A2,__import__.product_5829003_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265600,__import__.location_loc_AC06A3,__import__.product_3265600_product_template,stock.stock_location_stock
__import__.product_stock_bin_4007104,__import__.location_loc_AC06A4,__import__.product_4007104_product_template,stock.stock_location_stock
__import__.product_stock_bin_4006022,__import__.location_loc_AC06B1,__import__.product_4006022_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265360,__import__.location_loc_AC06B2,__import__.product_3265360_product_template,stock.stock_location_stock
__import__.product_stock_bin_4007022,__import__.location_loc_AC06B3,__import__.product_4007022_product_template,stock.stock_location_stock
__import__.product_stock_bin_5829184,__import__.location_loc_AC06B4,__import__.product_5829184_product_template,stock.stock_location_stock
__import__.product_stock_bin_5260006,__import__.location_loc_AC07A1,__import__.product_5260006_product_template,stock.stock_location_stock
__import__.product_stock_bin_1232215,__import__.location_loc_AC08A1,__import__.product_1232215_product_template,stock.stock_location_stock
__import__.product_stock_bin_7520895,__import__.location_loc_AC09A1,__import__.product_7520895_product_template,stock.stock_location_stock
__import__.product_stock_bin_4930043,__import__.location_loc_AC09A2,__import__.product_4930043_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265675,__import__.location_loc_AC09A3,__import__.product_3265675_product_template,stock.stock_location_stock
__import__.product_stock_bin_4005922,__import__.location_loc_AC09B1,__import__.product_4005922_product_template,stock.stock_location_stock
__import__.product_stock_bin_5828686,__import__.location_loc_AC09B2,__import__.product_5828686_product_template,stock.stock_location_stock
__import__.product_stock_bin_4280101,__import__.location_loc_AC09B3,__import__.product_4280101_product_template,stock.stock_location_stock
__import__.product_stock_bin_4220193,__import__.location_loc_AC10A1,__import__.product_4220193_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265527,__import__.location_loc_AC10A2,__import__.product_3265527_product_template,stock.stock_location_stock
__import__.product_stock_bin_5821726,__import__.location_loc_AC10A3,__import__.product_5821726_product_template,stock.stock_location_stock
__import__.product_stock_bin_7197017,__import__.location_loc_AC10B1,__import__.product_7197017_product_template,stock.stock_location_stock
__import__.product_stock_bin_4005902,__import__.location_loc_AC10B2,__import__.product_4005902_product_template,stock.stock_location_stock
__import__.product_stock_bin_5821882,__import__.location_loc_AC10B3,__import__.product_5821882_product_template,stock.stock_location_stock
__import__.product_stock_bin_4280102,__import__.location_loc_AC11A1,__import__.product_4280102_product_template,stock.stock_location_stock
__import__.product_stock_bin_5829182,__import__.location_loc_AC11A2,__import__.product_5829182_product_template,stock.stock_location_stock
__import__.product_stock_bin_8458336,__import__.location_loc_AC11A3,__import__.product_8458336_product_template,stock.stock_location_stock
__import__.product_stock_bin_4009014,__import__.location_loc_AC11A4,__import__.product_4009014_product_template,stock.stock_location_stock
__import__.product_stock_bin_5826069,__import__.location_loc_AC11B1,__import__.product_5826069_product_template,stock.stock_location_stock
__import__.product_stock_bin_5828692,__import__.location_loc_AC11B2,__import__.product_5828692_product_template,stock.stock_location_stock
__import__.product_stock_bin_7437042,__import__.location_loc_AC11B3,__import__.product_7437042_product_template,stock.stock_location_stock
__import__.product_stock_bin_5361772,__import__.location_loc_AC12A1,__import__.product_5361772_product_template,stock.stock_location_stock
__import__.product_stock_bin_5825656,__import__.location_loc_AC12A2,__import__.product_5825656_product_template,stock.stock_location_stock
__import__.product_stock_bin_4500324,__import__.location_loc_AC12A3,__import__.product_4500324_product_template,stock.stock_location_stock
__import__.product_stock_bin_4500205,__import__.location_loc_AC12A4,__import__.product_4500205_product_template,stock.stock_location_stock
__import__.product_stock_bin_3287083,__import__.location_loc_AC12B1,__import__.product_3287083_product_template,stock.stock_location_stock
__import__.product_stock_bin_5826135,__import__.location_loc_AC12B2,__import__.product_5826135_product_template,stock.stock_location_stock
__import__.product_stock_bin_5822147,__import__.location_loc_AC12B3,__import__.product_5822147_product_template,stock.stock_location_stock
__import__.product_stock_bin_5822844,__import__.location_loc_AC13A1,__import__.product_5822844_product_template,stock.stock_location_stock
__import__.product_stock_bin_4910041,__import__.location_loc_AC13A2,__import__.product_4910041_product_template,stock.stock_location_stock
__import__.product_stock_bin_3265758,__import__.location_loc_AC13A3,__import__.product_3265758_product_template,stock.stock_location_stock
__import__.product_stock_bin_1231204,__import__.location_loc_AC13A4,__import__.product_1231204_product_template,stock.stock_location_stock
__import__.product_stock_bin_5432006,__import__.location_loc_AC13A5,__import__.product_5432006_product_template,stock.stock_location_stock
__import__.product_stock_bin_5260033,__import__.location_loc_AC13B1,__import__.product_5260033_product_template,stock.stock_location_stock
