id;type;default_code;name;categ_id;route_ids/id;weight;tracking
test_product_815761;product;815761;LIGNOCAINE 2% + ADR 100ML;Médicaments;purchase.route_warehouse0_buy;0.2;lot
test_product_64725;product;64725;OTOSPECTRINE 15ML;Médicaments;purchase.route_warehouse0_buy;0.04;lot
test_product_2251858;product;2251858;PUREVAX RCP FELV 10x1D;Médicaments;purchase.route_warehouse0_buy;;lot
test_product_2736072;product;2736072;TROVET GHF COBAYE 2,5KG;Aliments;purchase.route_warehouse0_buy;2.5;lot
test_product_2736080;product;2736080;TROVET GHF COBAYE 275GR;Aliments;purchase.route_warehouse0_buy;0.28;lot
test_product_2975803;product;2975803;TROVET RHF LAPIN 10KG;Aliments;purchase.route_warehouse0_buy;2.4;lot
test_product_2736064;product;2736064;TROVET RHF LAPIN 275GR/;Aliments;purchase.route_warehouse0_buy;0.28;lot
test_product_3297736;product;3297736;TROVET RHF LAPIN 5KG;Aliments;purchase.route_warehouse0_buy;5;lot
test_product_2736106;product;2736106;TROVET RSH RECOVERY SMALL HERBIVORES 20G;Aliments;purchase.route_warehouse0_buy;0.02;lot
test_product_8458313;product;8458313;FOIN DE CRAU LAPIN/RONGEUR 400gr;Aliments;purchase.route_warehouse0_buy;0.4;lot
test_product_8105276;product;8105276;FOIN TIMOTHY RONGEUR 1KG;Aliments;purchase.route_warehouse0_buy;1;lot
test_product_8458336;product;8458336;FOIN DE CRAU LAPIN/RONGEUR 700gr;Aliments;purchase.route_warehouse0_buy;0.7;lot
test_product_8454108;product;8454108;LAPIN EXTRUDE RONGIS 1KG;Aliments;purchase.route_warehouse0_buy;1;lot
test_product_5461251;product;5461251;COMPLETE CAVIA COBAYE  500gr;Aliments;purchase.route_warehouse0_buy;0.5;lot
test_product_5461312;product;5461312;COMPLETE CAVIA COBAYE 1,75KG;Aliments;purchase.route_warehouse0_buy;1.75;lot
test_product_5611296;product;5611296;LAPIN CRISPY MUESLI RABBITS 20KG;Aliments;purchase.route_warehouse0_buy;20;lot
test_product_5461313;product;5461313;COMPLETE CHINCHILLA 1,75KG;Aliments;purchase.route_warehouse0_buy;1.75;lot
test_product_5461317;product;5461317;COMPLETE FERRET FURET 2,5KG;Aliments;purchase.route_warehouse0_buy;2.5;lot
test_product_5461301;product;5461301;COMPLETE FERRET FURET 10KG;Aliments;purchase.route_warehouse0_buy;10;lot
test_product_5461255;product;5461255;COMPLETE CHINCHILLA  500gr;Aliments;purchase.route_warehouse0_buy;0.5;lot
test_product_5461316;product;5461316;COMPLETE FERRET FURET 750GR;Aliments;purchase.route_warehouse0_buy;0.75;lot
test_product_5461250;product;5461250;COMPLETE CUNI LAPIN  500gr;Aliments;purchase.route_warehouse0_buy;0.5;lot
test_product_8080932;product;8080932;COBAYE CAVIA NATURE 750gr;Aliments;purchase.route_warehouse0_buy;0.75;lot
test_product_5461328;product;5461328;COMPLETE CUNI LAPIN 1,75KG;Aliments;purchase.route_warehouse0_buy;1.75;lot
test_product_5461294;product;5461294;COMPLETE CAVIA COBAYE 8KG;Aliments;purchase.route_warehouse0_buy;8;lot
test_product_5461295;product;5461295;COMPLETE CHINCHILLA 8KG;Aliments;purchase.route_warehouse0_buy;8;lot
test_product_5461293;product;5461293;COMPLETE CUNI LAPIN 8KG;Aliments;purchase.route_warehouse0_buy;8;lot
test_product_5461297;product;5461297;COMPLETE HAMSTER 10KG;Aliments;purchase.route_warehouse0_buy;10;lot
test_product_8457130;product;8457130;HAMSTER EXTRUDE RONGIS 450gr;Aliments;purchase.route_warehouse0_buy;0;lot
test_product_5451003;product;5451003;CUNI TOP PLUS 20KG;Aliments;purchase.route_warehouse0_buy;20;lot
test_product_5422014;product;5422014;NUTRIBIRD A19 3KG;Aliments;purchase.route_warehouse0_buy;3;lot
test_product_5422068;product;5422068;NUTRIBIRD B18 4KG;Aliments;purchase.route_warehouse0_buy;4;lot
test_product_5422034;product;5422034;NUTRIBIRD C19 5KG;Aliments;purchase.route_warehouse0_buy;5;lot
test_product_5422087;product;5422087;NUTRIBIRD F16 10KG;Aliments;purchase.route_warehouse0_buy;10;lot
test_product_5259501;product;5259501;NUTRIBIRD G14 ORIGINAL 10KG;Aliments;purchase.route_warehouse0_buy;10;lot
test_product_1445956;product;1445956;NUTRIBIRD P15 ORIGINAL 10KG;Aliments;purchase.route_warehouse0_buy;10;lot
test_product_1445964;product;1445964;NUTRIBIRD P15 ORIGINAL 4KG;Aliments;purchase.route_warehouse0_buy;4.34;lot
test_product_5422062;product;5422062;NUTRIBIRD UNI KOMPLET 1KG;Aliments;purchase.route_warehouse0_buy;1;lot
test_product_1445931;product;1445931;NUTRIBIRD A21 800gr;Aliments;purchase.route_warehouse0_buy;0.8;lot
test_product_5422026;product;5422026;NUTRIBIRD G14 TROPICAL 5x1KG;Aliments;purchase.route_warehouse0_buy;5;lot
test_product_5259500;product;5259500;NUTRIBIRD G18 ORIGINAL 10KG;Aliments;purchase.route_warehouse0_buy;10;lot
test_product_5422036;product;5422036;NUTRIBIRD P15 TROPICAL 5x1KG;Aliments;purchase.route_warehouse0_buy;5;lot
test_product_5424049;product;5424049;LORI ORLUX 3KG;Aliments;purchase.route_warehouse0_buy;3;lot
test_product_5424154;product;5424154;ORLUX PATEE INSECTIVORE 10KG;Aliments;purchase.route_warehouse0_buy;10;lot
test_product_5424136;product;5424136;ORLUX PATEE OEUFS GRANDE PERRUCHE 4x4KG;Aliments;purchase.route_warehouse0_buy;16;lot
test_product_1202403;product;1202403;SUPREME SCIENCE DEGOE OCTODON 5x350gr;Aliments;purchase.route_warehouse0_buy;1.75;lot
test_product_1202405;product;1202405;SUPREME SCIENCE SOURIS 5x350GR;Aliments;purchase.route_warehouse0_buy;1.75;lot
test_product_2017545;product;2017545;SUPREME SCIENCE COBAYE 1,5KG;Aliments;purchase.route_warehouse0_buy;1.5;lot
test_product_1200585;product;1200585;SUPREME SCIENCE CHINCHILLA 1,5KG;Aliments;purchase.route_warehouse0_buy;2;lot
test_product_1201088;product;1201088;SUPREME SCIENCE CHINCHILLA 5x350GR;Aliments;purchase.route_warehouse0_buy;1.75;lot
test_product_1200583;product;1200583;SUPREME SCIENCE COBAYE 10KG;Aliments;purchase.route_warehouse0_buy;10;lot
test_product_1201092;product;1201092;SUPREME SCIENCE COBAYE 5x350GR;Aliments;purchase.route_warehouse0_buy;1.75;lot
test_product_1201091;product;1201091;SUPREME SCIENCE FURET 2KG;Aliments;purchase.route_warehouse0_buy;2;lot
test_product_1201090;product;1201090;SUPREME SCIENCE FURET 5x350GR;Aliments;purchase.route_warehouse0_buy;2.19;lot
test_product_1202404;product;1202404;SUPREME SCIENCE HAMSTER 5x350GR;Aliments;purchase.route_warehouse0_buy;1.75;lot
