id,name,bin_checksum_1,location_id/id,kind,zone,corridor,shelf,height,box
__import__.location_loc_AF05A2,AF05A2,12,__import__.location_family_A,bin,A,F,05,A,2
__import__.location_loc_AB06B4,AB06B4,02,__import__.location_family_A,bin,A,B,06,B,4
__import__.location_loc_GBY404,GBY404,74,__import__.location_family_G,bin,G,B,Y,4,04
__import__.location_loc_GD24A5,GD24A5,88,__import__.location_family_G,bin,G,D,2,4,A5
__import__.location_loc_AK05B5,AK05B5,11,__import__.location_family_A,bin,A,K,05,B,5
__import__.location_loc_GE23B3,GE23B3,54,__import__.location_family_G,bin,G,E,2,3,B3
__import__.location_loc_AF06B6,AF06B6,36,__import__.location_family_A,bin,A,F,06,B,6
__import__.location_loc_GBA413,GBA413,21,__import__.location_family_G,bin,G,B,A,4,13
__import__.location_loc_GGE405,GGE405,66,__import__.location_family_G,bin,G,G,E,4,05
__import__.location_loc_QLA130,QLA130,60,__import__.location_family_Q,bin,Q,L,A,1,30
__import__.location_loc_GD05D1,GD05D1,73,__import__.location_family_G,bin,G,D,0,5,D1
__import__.location_loc_GGH203,GGH203,80,__import__.location_family_G,bin,G,G,H,2,03
__import__.location_loc_EXA300,EXA300,,__import__.location_family_E,bin,E,X,A,3,00
__import__.location_loc_EXA100,EXA100,,__import__.location_family_E,bin,E,X,A,1,00
__import__.location_loc_GE19B3,GE19B3,13,__import__.location_family_G,bin,G,E,1,9,B3
__import__.location_loc_GD08D2,GD08D2,02,__import__.location_family_G,bin,G,D,0,8,D2
__import__.location_loc_GC30B2,GC30B2,23,__import__.location_family_G,bin,G,C,3,0,B2
__import__.location_loc_GC25A2,GC25A2,14,__import__.location_family_G,bin,G,C,2,5,A2
__import__.location_loc_GI01A2,GI01A2,35,__import__.location_family_G,bin,G,I,0,1,A2
__import__.location_loc_GL14B7,GL14B7,54,__import__.location_family_G,bin,G,L,1,4,B7
__import__.location_loc_GD04C2,GD04C2,74,__import__.location_family_G,bin,G,D,0,4,C2
__import__.location_loc_GK09A5,GK09A5,75,__import__.location_family_G,bin,G,K,0,9,A5
__import__.location_loc_GC14B1,GC14B1,17,__import__.location_family_G,bin,G,C,1,4,B1
__import__.location_loc_GF30C2,GF30C2,37,__import__.location_family_G,bin,G,F,3,0,C2
__import__.location_loc_EXV201,EXV201,,__import__.location_family_E,bin,E,X,V,2,01
__import__.location_loc_GE10A1,GE10A1,62,__import__.location_family_G,bin,G,E,1,0,A1
__import__.location_loc_GBD305,GBD305,08,__import__.location_family_G,bin,G,B,D,3,05
__import__.location_loc_GE22D2,GE22D2,47,__import__.location_family_G,bin,G,E,2,2,D2
__import__.location_loc_GF17A4,GF17A4,05,__import__.location_family_G,bin,G,F,1,7,A4
__import__.location_loc_GGK401,GGK401,48,__import__.location_family_G,bin,G,G,K,4,01
__import__.location_loc_GF14B3,GF14B3,84,__import__.location_family_G,bin,G,F,1,4,B3
__import__.location_loc_GE16C3,GE16C3,02,__import__.location_family_G,bin,G,E,1,6,C3
__import__.location_loc_GD01B1,GD01B1,97,__import__.location_family_G,bin,G,D,0,1,B1
__import__.location_loc_QBC310,QBC310,16,__import__.location_family_Q,bin,Q,B,C,3,10
__import__.location_loc_GE23D7,GE23D7,84,__import__.location_family_G,bin,G,E,2,3,D7
__import__.location_loc_GBE403,GBE403,33,__import__.location_family_G,bin,G,B,E,4,03
__import__.location_loc_GD29B3,GD29B3,07,__import__.location_family_G,bin,G,D,2,9,B3
__import__.location_loc_GGB205,GGB205,66,__import__.location_family_G,bin,G,G,B,2,05
__import__.location_loc_GBD313,GBD313,43,__import__.location_family_G,bin,G,B,D,3,13
__import__.location_loc_GGH304,GGH304,84,__import__.location_family_G,bin,G,G,H,3,04
__import__.location_loc_GC12C2,GC12C2,01,__import__.location_family_G,bin,G,C,1,2,C2
__import__.location_loc_GE09A1,GE09A1,91,__import__.location_family_G,bin,G,E,0,9,A1
__import__.location_loc_GC07F4,GC07F4,31,__import__.location_family_G,bin,G,C,0,7,F4
__import__.location_loc_GE11G1,GE11G1,86,__import__.location_family_G,bin,G,E,1,1,G1
__import__.location_loc_GBD311,GBD311,49,__import__.location_family_G,bin,G,B,D,3,11
__import__.location_loc_QCE120,QCE120,05,__import__.location_family_Q,bin,Q,C,E,1,20
__import__.location_loc_GE28C4,GE28C4,84,__import__.location_family_G,bin,G,E,2,8,C4
__import__.location_loc_GBG305,GBG305,30,__import__.location_family_G,bin,G,B,G,3,05
__import__.location_loc_GD19B2,GD19B2,42,__import__.location_family_G,bin,G,D,1,9,B2
__import__.location_loc_AF03B3,AF03B3,40,__import__.location_family_A,bin,A,F,03,B,3
__import__.location_loc_GD14A2,GD14A2,60,__import__.location_family_G,bin,G,D,1,4,A2
__import__.location_loc_GGM302,GGM302,16,__import__.location_family_G,bin,G,G,M,3,02
__import__.location_loc_GGB503,GGB503,30,__import__.location_family_G,bin,G,G,B,5,03
__import__.location_loc_GBV402,GBV402,77,__import__.location_family_G,bin,G,B,V,4,02
__import__.location_loc_AA09A1,AA09A1,85,__import__.location_family_A,bin,A,A,09,A,1
__import__.location_loc_GBM301,GBM301,59,__import__.location_family_G,bin,G,B,M,3,01
__import__.location_loc_GE13E2,GE13E2,65,__import__.location_family_G,bin,G,E,1,3,E2
__import__.location_loc_EXA200,EXA200,,__import__.location_family_E,bin,E,X,A,2,00
__import__.location_loc_GBP213,GBP213,14,__import__.location_family_G,bin,G,B,P,2,13
__import__.location_loc_GBA309,GBA309,93,__import__.location_family_G,bin,G,B,A,3,09
__import__.location_loc_GBK311,GBK311,77,__import__.location_family_G,bin,G,B,K,3,11
__import__.location_loc_GI03A2,GI03A2,23,__import__.location_family_G,bin,G,I,0,3,A2
__import__.location_loc_GBS202,GBS202,32,__import__.location_family_G,bin,G,B,S,2,02
__import__.location_loc_GH07E7,GH07E7,30,__import__.location_family_G,bin,G,H,0,7,E7
__import__.location_loc_GF23D6,GF23D6,96,__import__.location_family_G,bin,G,F,2,3,D6
__import__.location_loc_GBU403,GBU403,37,__import__.location_family_G,bin,G,B,U,4,03
__import__.location_loc_GBS402,GBS402,29,__import__.location_family_G,bin,G,B,S,4,02
__import__.location_loc_GE16C5,GE16C5,19,__import__.location_family_G,bin,G,E,1,6,C5
__import__.location_loc_GBX307,GBX307,86,__import__.location_family_G,bin,G,B,X,3,07
__import__.location_loc_GBF303,GBF303,70,__import__.location_family_G,bin,G,B,F,3,03
__import__.location_loc_GD02A3,GD02A3,59,__import__.location_family_G,bin,G,D,0,2,A3
__import__.location_loc_GBK105,GBK105,44,__import__.location_family_G,bin,G,B,K,1,05
__import__.location_loc_AD03A2,AD03A2,08,__import__.location_family_A,bin,A,D,03,A,2
__import__.location_loc_AG05A2,AG05A2,50,__import__.location_family_A,bin,A,G,05,A,2
__import__.location_loc_AD13B1,AD13B1,46,__import__.location_family_A,bin,A,D,13,B,1
__import__.location_loc_AF10B7,AF10B7,91,__import__.location_family_A,bin,A,F,10,B,7
__import__.location_loc_AC06B3,AC06B3,22,__import__.location_family_A,bin,A,C,06,B,3
__import__.location_loc_AC06B1,AC06B1,22,__import__.location_family_A,bin,A,C,06,B,1
__import__.location_loc_AB07B2,AB07B2,03,__import__.location_family_A,bin,A,B,07,B,2
__import__.location_loc_AD03B5,AD03B5,11,__import__.location_family_A,bin,A,D,03,B,5
__import__.location_loc_AB15A4,AB15A4,07,__import__.location_family_A,bin,A,B,15,A,4
__import__.location_loc_AHD110,AHD110,07,__import__.location_family_A,bin,A,H,D1,1,0
__import__.location_loc_AD06A1,AD06A1,13,__import__.location_family_A,bin,A,D,06,A,1
__import__.location_loc_AH03B5,AH03B5,71,__import__.location_family_A,bin,A,H,03,B,5
__import__.location_loc_AG02A3,AG02A3,04,__import__.location_family_A,bin,A,G,02,A,3
__import__.location_loc_GE04A4,GE04A4,82,__import__.location_family_G,bin,G,E,0,4,A4
__import__.location_loc_GBT307,GBT307,17,__import__.location_family_G,bin,G,B,T,3,07
__import__.location_loc_GC31B6,GC31B6,98,__import__.location_family_G,bin,G,C,3,1,B6
__import__.location_loc_GBR102,GBR102,37,__import__.location_family_G,bin,G,B,R,1,02
__import__.location_loc_GBT213,GBT213,97,__import__.location_family_G,bin,G,B,T,2,13
__import__.location_loc_GD20E4,GD20E4,62,__import__.location_family_G,bin,G,D,2,0,E4
__import__.location_loc_GGH102,GGH102,09,__import__.location_family_G,bin,G,G,H,1,02
__import__.location_loc_GBV301,GBV301,09,__import__.location_family_G,bin,G,B,V,3,01
__import__.location_loc_GBG501,GBG501,91,__import__.location_family_G,bin,G,B,G,5,01
__import__.location_loc_QMA210,QMA210,29,__import__.location_family_Q,bin,Q,M,A,2,10
__import__.location_loc_GGU305,GGU305,31,__import__.location_family_G,bin,G,G,U,3,05
__import__.location_loc_GBP101,GBP101,37,__import__.location_family_G,bin,G,B,P,1,01
__import__.location_loc_GE32B2,GE32B2,05,__import__.location_family_G,bin,G,E,3,2,B2
__import__.location_loc_AE06A1,AE06A1,48,__import__.location_family_A,bin,A,E,06,A,1
__import__.location_loc_GBC204,GBC204,88,__import__.location_family_G,bin,G,B,C,2,04
__import__.location_loc_AC06A1,AC06A1,45,__import__.location_family_A,bin,A,C,06,A,1
__import__.location_loc_AC01A2,AC01A2,04,__import__.location_family_A,bin,A,C,01,A,2
__import__.location_loc_GGU204,GGU204,99,__import__.location_family_G,bin,G,G,U,2,04
__import__.location_loc_GD28C6,GD28C6,41,__import__.location_family_G,bin,G,D,2,8,C6
__import__.location_loc_GF26E5,GF26E5,85,__import__.location_family_G,bin,G,F,2,6,E5
__import__.location_loc_GE10B4,GE10B4,30,__import__.location_family_G,bin,G,E,1,0,B4
__import__.location_loc_AM06A6,AM06A6,86,__import__.location_family_A,bin,A,M,06,A,6
__import__.location_loc_GD09B2,GD09B2,55,__import__.location_family_G,bin,G,D,0,9,B2
__import__.location_loc_GE14A1,GE14A1,90,__import__.location_family_G,bin,G,E,1,4,A1
__import__.location_loc_GF10D2,GF10D2,00,__import__.location_family_G,bin,G,F,1,0,D2
__import__.location_loc_GF23C4,GF23C4,82,__import__.location_family_G,bin,G,F,2,3,C4
__import__.location_loc_GC23A1,GC23A1,13,__import__.location_family_G,bin,G,C,2,3,A1
__import__.location_loc_EXH106,EXH106,,__import__.location_family_E,bin,E,X,H,1,06
__import__.location_loc_EXH103,EXH103,,__import__.location_family_E,bin,E,X,H,1,03
__import__.location_loc_GD14B2,GD14B2,30,__import__.location_family_G,bin,G,D,1,4,B2
__import__.location_loc_GC24D4,GC24D4,83,__import__.location_family_G,bin,G,C,2,4,D4
__import__.location_loc_GGT505,GGT505,17,__import__.location_family_G,bin,G,G,T,5,05
__import__.location_loc_GC32A2,GC32A2,86,__import__.location_family_G,bin,G,C,3,2,A2
__import__.location_loc_GBS204,GBS204,81,__import__.location_family_G,bin,G,B,S,2,04
__import__.location_loc_GGL402,GGL402,69,__import__.location_family_G,bin,G,G,L,4,02
__import__.location_loc_GK14A3,GK14A3,97,__import__.location_family_G,bin,G,K,1,4,A3
__import__.location_loc_GE19D1,GE19D1,86,__import__.location_family_G,bin,G,E,1,9,D1
__import__.location_loc_GGS104,GGS104,40,__import__.location_family_G,bin,G,G,S,1,04
__import__.location_loc_AG03B1,AG03B1,44,__import__.location_family_A,bin,A,G,03,B,1
__import__.location_loc_GGT204,GGT204,39,__import__.location_family_G,bin,G,G,T,2,04
__import__.location_loc_GE14C1,GE14C1,25,__import__.location_family_G,bin,G,E,1,4,C1
__import__.location_loc_QCB410,QCB410,81,__import__.location_family_Q,bin,Q,C,B,4,10
__import__.location_loc_AI11B4,AI11B4,42,__import__.location_family_A,bin,A,I,11,B,4
__import__.location_loc_QFD140,QFD140,80,__import__.location_family_Q,bin,Q,F,D,1,40
__import__.location_loc_GI11B4,GI11B4,68,__import__.location_family_G,bin,G,I,1,1,B4
__import__.location_loc_AD11B1,AD11B1,22,__import__.location_family_A,bin,A,D,11,B,1
__import__.location_loc_QMA235,QMA235,11,__import__.location_family_Q,bin,Q,M,A,2,35
__import__.location_loc_GD02D4,GD02D4,94,__import__.location_family_G,bin,G,D,0,2,D4
__import__.location_loc_GE20A5,GE20A5,69,__import__.location_family_G,bin,G,E,2,0,A5
__import__.location_loc_QCF220,QCF220,50,__import__.location_family_Q,bin,Q,C,F,2,20
__import__.location_loc_GD04B6,GD04B6,95,__import__.location_family_G,bin,G,D,0,4,B6
__import__.location_loc_AD18B1,AD18B1,00,__import__.location_family_A,bin,A,D,18,B,1
__import__.location_loc_AB15B2,AB15B2,01,__import__.location_family_A,bin,A,B,15,B,2
__import__.location_loc_AC09A2,AC09A2,43,__import__.location_family_A,bin,A,C,09,A,2
__import__.location_loc_EXT320,EXT320,,__import__.location_family_E,bin,E,X,T,3,20
__import__.location_loc_GD19C5,GD19C5,26,__import__.location_family_G,bin,G,D,1,9,C5
__import__.location_loc_AA05A4,AA05A4,24,__import__.location_family_A,bin,A,A,05,A,4
__import__.location_loc_GD08A2,GD08A2,36,__import__.location_family_G,bin,G,D,0,8,A2
__import__.location_loc_GC02D2,GC02D2,05,__import__.location_family_G,bin,G,C,0,2,D2
__import__.location_loc_GH11B9,GH11B9,72,__import__.location_family_G,bin,G,H,1,1,B9
__import__.location_loc_GF27D4,GF27D4,83,__import__.location_family_G,bin,G,F,2,7,D4
__import__.location_loc_GGU405,GGU405,98,__import__.location_family_G,bin,G,G,U,4,05
__import__.location_loc_GE21B2,GE21B2,23,__import__.location_family_G,bin,G,E,2,1,B2
__import__.location_loc_GD02E1,GD02E1,92,__import__.location_family_G,bin,G,D,0,2,E1
__import__.location_loc_QKA210,QKA210,15,__import__.location_family_Q,bin,Q,K,A,2,10
__import__.location_loc_GD22E7,GD22E7,07,__import__.location_family_G,bin,G,D,2,2,E7
__import__.location_loc_AF03A3,AF03A3,46,__import__.location_family_A,bin,A,F,03,A,3
__import__.location_loc_GF14C3,GF14C3,05,__import__.location_family_G,bin,G,F,1,4,C3
__import__.location_loc_GE04B4,GE04B4,16,__import__.location_family_G,bin,G,E,0,4,B4
__import__.location_loc_GGK101,GGK101,86,__import__.location_family_G,bin,G,G,K,1,01
__import__.location_loc_GC29A1,GC29A1,87,__import__.location_family_G,bin,G,C,2,9,A1
__import__.location_loc_GH09B6,GH09B6,38,__import__.location_family_G,bin,G,H,0,9,B6
__import__.location_loc_AC14B4,AC14B4,21,__import__.location_family_A,bin,A,C,14,B,4
__import__.location_loc_AE14B2,AE14B2,07,__import__.location_family_A,bin,A,E,14,B,2
__import__.location_loc_GBY205,GBY205,61,__import__.location_family_G,bin,G,B,Y,2,05
__import__.location_loc_GD14C5,GD14C5,45,__import__.location_family_G,bin,G,D,1,4,C5
__import__.location_loc_GF14F3,GF14F3,46,__import__.location_family_G,bin,G,F,1,4,F3
__import__.location_loc_GL04A1,GL04A1,10,__import__.location_family_G,bin,G,L,0,4,A1
__import__.location_loc_GGE308,GGE308,00,__import__.location_family_G,bin,G,G,E,3,08
__import__.location_loc_GBT507,GBT507,99,__import__.location_family_G,bin,G,B,T,5,07
__import__.location_loc_GE07G7,GE07G7,03,__import__.location_family_G,bin,G,E,0,7,G7
__import__.location_loc_GGR505,GGR505,53,__import__.location_family_G,bin,G,G,R,5,05
__import__.location_loc_GBD317,GBD317,57,__import__.location_family_G,bin,G,B,D,3,17
__import__.location_loc_GGB201,GGB201,40,__import__.location_family_G,bin,G,G,B,2,01
__import__.location_loc_GBP315,GBP315,05,__import__.location_family_G,bin,G,B,P,3,15
__import__.location_loc_GC30A1,GC30A1,35,__import__.location_family_G,bin,G,C,3,0,A1
__import__.location_loc_GAB120,GAB120,87,__import__.location_family_G,bin,G,A,B,1,20
__import__.location_loc_GGM103,GGM103,27,__import__.location_family_G,bin,G,G,M,1,03
__import__.location_loc_AC10A3,AC10A3,26,__import__.location_family_A,bin,A,C,10,A,3
__import__.location_loc_GBF201,GBF201,68,__import__.location_family_G,bin,G,B,F,2,01
__import__.location_loc_GD17D6,GD17D6,34,__import__.location_family_G,bin,G,D,1,7,D6
__import__.location_loc_GD10A1,GD10A1,65,__import__.location_family_G,bin,G,D,1,0,A1
__import__.location_loc_GD23D2,GD23D2,57,__import__.location_family_G,bin,G,D,2,3,D2
__import__.location_loc_GK01A2,GK01A2,11,__import__.location_family_G,bin,G,K,0,1,A2
__import__.location_loc_GBD513,GBD513,58,__import__.location_family_G,bin,G,B,D,5,13
__import__.location_loc_AG04B5,AG04B5,45,__import__.location_family_A,bin,A,G,04,B,5
__import__.location_loc_GL14B5,GL14B5,16,__import__.location_family_G,bin,G,L,1,4,B5
__import__.location_loc_GE26A4,GE26A4,25,__import__.location_family_G,bin,G,E,2,6,A4
__import__.location_loc_GBX405,GBX405,51,__import__.location_family_G,bin,G,B,X,4,05
__import__.location_loc_GK10B5,GK10B5,78,__import__.location_family_G,bin,G,K,1,0,B5
__import__.location_loc_GD09B1,GD09B1,31,__import__.location_family_G,bin,G,D,0,9,B1
__import__.location_loc_AE06B6,AE06B6,37,__import__.location_family_A,bin,A,E,06,B,6
__import__.location_loc_GE08B3,GE08B3,08,__import__.location_family_G,bin,G,E,0,8,B3
__import__.location_loc_AB16A4,AB16A4,04,__import__.location_family_A,bin,A,B,16,A,4
__import__.location_loc_AD16A2,AD16A2,42,__import__.location_family_A,bin,A,D,16,A,2
__import__.location_loc_GC28C3,GC28C3,22,__import__.location_family_G,bin,G,C,2,8,C3
__import__.location_loc_GE14D2,GE14D2,41,__import__.location_family_G,bin,G,E,1,4,D2
__import__.location_loc_GD02C6,GD02C6,72,__import__.location_family_G,bin,G,D,0,2,C6
__import__.location_loc_GD20E2,GD20E2,06,__import__.location_family_G,bin,G,D,2,0,E2
__import__.location_loc_GD03A1,GD03A1,94,__import__.location_family_G,bin,G,D,0,3,A1
__import__.location_loc_GD04A3,GD04A3,42,__import__.location_family_G,bin,G,D,0,4,A3
__import__.location_loc_GGG304,GGG304,58,__import__.location_family_G,bin,G,G,G,3,04
__import__.location_loc_AA04B2,AA04B2,48,__import__.location_family_A,bin,A,A,04,B,2
__import__.location_loc_AA13A3,AA13A3,68,__import__.location_family_A,bin,A,A,13,A,3
__import__.location_loc_GBT117,GBT117,11,__import__.location_family_G,bin,G,B,T,1,17
__import__.location_loc_AL05A3,AL05A3,10,__import__.location_family_A,bin,A,L,05,A,3
__import__.location_loc_AM05A8,AM05A8,20,__import__.location_family_A,bin,A,M,05,A,8
__import__.location_loc_GGB103,GGB103,01,__import__.location_family_G,bin,G,G,B,1,03
__import__.location_loc_GK13B6,GK13B6,63,__import__.location_family_G,bin,G,K,1,3,B6
__import__.location_loc_GBK415,GBK415,39,__import__.location_family_G,bin,G,B,K,4,15
__import__.location_loc_AC02B3,AC02B3,69,__import__.location_family_A,bin,A,C,02,B,3
__import__.location_loc_GGP403,GGP403,39,__import__.location_family_G,bin,G,G,P,4,03
__import__.location_loc_GGD305,GGD305,04,__import__.location_family_G,bin,G,G,D,3,05
__import__.location_loc_GBA105,GBA105,20,__import__.location_family_G,bin,G,B,A,1,05
__import__.location_loc_GGE201,GGE201,42,__import__.location_family_G,bin,G,G,E,2,01
__import__.location_loc_GL01A1,GL01A1,67,__import__.location_family_G,bin,G,L,0,1,A1
__import__.location_loc_GGE403,GGE403,53,__import__.location_family_G,bin,G,G,E,4,03
__import__.location_loc_QFB310,QFB310,23,__import__.location_family_Q,bin,Q,F,B,3,10
__import__.location_loc_GE01A2,GE01A2,05,__import__.location_family_G,bin,G,E,0,1,A2
__import__.location_loc_GC05E6,GC05E6,67,__import__.location_family_G,bin,G,C,0,5,E6
__import__.location_loc_GC06D2,GC06D2,97,__import__.location_family_G,bin,G,C,0,6,D2
__import__.location_loc_GK11B5,GK11B5,64,__import__.location_family_G,bin,G,K,1,1,B5
__import__.location_loc_GAA220,GAA220,23,__import__.location_family_G,bin,G,A,A,2,20
__import__.location_loc_GGC404,GGC404,37,__import__.location_family_G,bin,G,G,C,4,04
__import__.location_loc_AD03B1,AD03B1,31,__import__.location_family_A,bin,A,D,03,B,1
__import__.location_loc_GD02F2,GD02F2,23,__import__.location_family_G,bin,G,D,0,2,F2
__import__.location_loc_GBD301,GBD301,91,__import__.location_family_G,bin,G,B,D,3,01
__import__.location_loc_AM06B0,AM06B0,45,__import__.location_family_A,bin,A,M,06,B,0
__import__.location_loc_GC10C1,GC10C1,01,__import__.location_family_G,bin,G,C,1,0,C1
__import__.location_loc_AI13B2,AI13B2,00,__import__.location_family_A,bin,A,I,13,B,2
__import__.location_loc_GBP115,GBP115,26,__import__.location_family_G,bin,G,B,P,1,15
__import__.location_loc_AI11B1,AI11B1,70,__import__.location_family_A,bin,A,I,11,B,1
__import__.location_loc_GC31E1,GC31E1,76,__import__.location_family_G,bin,G,C,3,1,E1
__import__.location_loc_GBD507,GBD507,98,__import__.location_family_G,bin,G,B,D,5,07
__import__.location_loc_GBA111,GBA111,00,__import__.location_family_G,bin,G,B,A,1,11
__import__.location_loc_GGH406,GGH406,65,__import__.location_family_G,bin,G,G,H,4,06
__import__.location_loc_GBK411,GBK411,93,__import__.location_family_G,bin,G,B,K,4,11
__import__.location_loc_GBE102,GBE102,76,__import__.location_family_G,bin,G,B,E,1,02
__import__.location_loc_GE24A1,GE24A1,82,__import__.location_family_G,bin,G,E,2,4,A1
__import__.location_loc_QDD420,QDD420,75,__import__.location_family_Q,bin,Q,D,D,4,20
__import__.location_loc_AH03B6,AH03B6,08,__import__.location_family_A,bin,A,H,03,B,6
__import__.location_loc_GK11A2,GK11A2,68,__import__.location_family_G,bin,G,K,1,1,A2
__import__.location_loc_GK09A4,GK09A4,74,__import__.location_family_G,bin,G,K,0,9,A4
__import__.location_loc_QMA215,QMA215,70,__import__.location_family_Q,bin,Q,M,A,2,15
__import__.location_loc_GBK409,GBK409,41,__import__.location_family_G,bin,G,B,K,4,09
__import__.location_loc_GK05A4,GK05A4,40,__import__.location_family_G,bin,G,K,0,5,A4
__import__.location_loc_GF13E1,GF13E1,53,__import__.location_family_G,bin,G,F,1,3,E1
__import__.location_loc_GK11A5,GK11A5,03,__import__.location_family_G,bin,G,K,1,1,A5
__import__.location_loc_QLA115,QLA115,20,__import__.location_family_Q,bin,Q,L,A,1,15
__import__.location_loc_GC09E4,GC09E4,64,__import__.location_family_G,bin,G,C,0,9,E4
__import__.location_loc_GE20D5,GE20D5,73,__import__.location_family_G,bin,G,E,2,0,D5
__import__.location_loc_GGD206,GGD206,22,__import__.location_family_G,bin,G,G,D,2,06
__import__.location_loc_AH08A2,AH08A2,68,__import__.location_family_A,bin,A,H,08,A,2
__import__.location_loc_AL03B2,AL03B2,80,__import__.location_family_A,bin,A,L,03,B,2
__import__.location_loc_GGL403,GGL403,98,__import__.location_family_G,bin,G,G,L,4,03
__import__.location_loc_GF24E7,GF24E7,26,__import__.location_family_G,bin,G,F,2,4,E7
__import__.location_loc_AF08B2,AF08B2,05,__import__.location_family_A,bin,A,F,08,B,2
__import__.location_loc_GI13B5,GI13B5,93,__import__.location_family_G,bin,G,I,1,3,B5
__import__.location_loc_GD06B2,GD06B2,16,__import__.location_family_G,bin,G,D,0,6,B2
__import__.location_loc_GK12A4,GK12A4,10,__import__.location_family_G,bin,G,K,1,2,A4
__import__.location_loc_QLA220,QLA220,61,__import__.location_family_Q,bin,Q,L,A,2,20
__import__.location_loc_GBV302,GBV302,60,__import__.location_family_G,bin,G,B,V,3,02
__import__.location_loc_GGL201,GGL201,64,__import__.location_family_G,bin,G,G,L,2,01
__import__.location_loc_GGI403,GGI403,23,__import__.location_family_G,bin,G,G,I,4,03
__import__.location_loc_GD22E6,GD22E6,63,__import__.location_family_G,bin,G,D,2,2,E6
__import__.location_loc_GE14A5,GE14A5,95,__import__.location_family_G,bin,G,E,1,4,A5
__import__.location_loc_GBG209,GBG209,54,__import__.location_family_G,bin,G,B,G,2,09
__import__.location_loc_GK02B5,GK02B5,88,__import__.location_family_G,bin,G,K,0,2,B5
__import__.location_loc_GBV104,GBV104,17,__import__.location_family_G,bin,G,B,V,1,04
__import__.location_loc_GBX111,GBX111,09,__import__.location_family_G,bin,G,B,X,1,11
__import__.location_loc_GF27C1,GF27C1,68,__import__.location_family_G,bin,G,F,2,7,C1
__import__.location_loc_QCE110,QCE110,71,__import__.location_family_Q,bin,Q,C,E,1,10
__import__.location_loc_AD11B2,AD11B2,40,__import__.location_family_A,bin,A,D,11,B,2
__import__.location_loc_QDA410,QDA410,14,__import__.location_family_Q,bin,Q,D,A,4,10
__import__.location_loc_GD01B3,GD01B3,33,__import__.location_family_G,bin,G,D,0,1,B3
__import__.location_loc_GD04C3,GD04C3,40,__import__.location_family_G,bin,G,D,0,4,C3
__import__.location_loc_GC26D4,GC26D4,13,__import__.location_family_G,bin,G,C,2,6,D4
__import__.location_loc_GC01D2,GC01D2,20,__import__.location_family_G,bin,G,C,0,1,D2
__import__.location_loc_GC32B2,GC32B2,37,__import__.location_family_G,bin,G,C,3,2,B2
__import__.location_loc_EXA600,EXA600,,__import__.location_family_E,bin,E,X,A,6,00
