id,create_date,default_code,list_price,standard_price,indicated_price,sale_delay,weight,length,width,depth,uom_po_id/id,uom_id/id,medical_device,cnk_code,web_published,barcode,tracking,taxes_id/id,supplier_taxes_id/id,categ_id/id,type,state_id/id,unit_in_shrink_wrap,unit_in_box,unit_in_pallet,storage_temperature_id/id,ratio_main_product,ratio_additional_product,orderpoint_min,orderpoint_max,veterinary_only,route_ids/id,active,name,price_category_id/id,manufacturer/id,orderpoint_qty_multiple
__import__.product_2816395,2012-03-19,2816395,28.64,23.30,50.25,0,0.16,7.20,7.20,9.90,product.product_uom_unit,product.product_uom_unit,,2816395,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,product,,0,120,0,specific_product.product_storage_temperature_ambient,0,0,44.000,223.000,,purchase.route_warehouse0_buy,True,ANTI AGEING  60CP MILOA BELGIQUE,specific_product.product_price_category_gma,__import__.supplier_74320,1
__import__.product_2816411,2012-03-19,2816411,28.64,23.30,50.25,0,0.16,7.20,7.20,9.80,product.product_uom_unit,product.product_uom_unit,,2816411,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,product,,0,72,0,specific_product.product_storage_temperature_ambient,0,0,80.000,131.000,,purchase.route_warehouse0_buy,True,CARDIO SUPP  60CP MILOA BELGIQUE,specific_product.product_price_category_gma,__import__.supplier_74320,1
__import__.product_2816429,2012-03-19,2816429,18.84,15.32,33.05,0,0.11,7.20,7.20,9.90,product.product_uom_unit,product.product_uom_unit,,2816429,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,product,,0,120,0,specific_product.product_storage_temperature_ambient,0,0,86.000,442.000,,purchase.route_warehouse0_buy,True,ZEN SUPP  30CP MILOA BELGIQUE,specific_product.product_price_category_gma,__import__.supplier_74320,1
__import__.product_2816437,2012-03-19,2816437,18.84,15.32,33.05,0,0.11,7.20,7.20,9.90,product.product_uom_unit,product.product_uom_unit,,2816437,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,product,,0,72,0,specific_product.product_storage_temperature_ambient,0,0,58.000,297.000,,purchase.route_warehouse0_buy,True,DIGEST REGUL 30CP MILOA BELGIQUE,specific_product.product_price_category_gma,__import__.supplier_74320,1
__import__.product_2816452,2012-03-19,2816452,30.79,25.04,54.02,0,0.17,7.20,7.20,9.80,product.product_uom_unit,product.product_uom_unit,,2816452,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,product,,0,120,0,specific_product.product_storage_temperature_ambient,0,0,203.000,782.000,,purchase.route_warehouse0_buy,True,MOBILITY SUPP  60CP MILOA BELGIQUE,specific_product.product_price_category_gma,__import__.supplier_74320,1
__import__.product_2829695,2011-05-18,2829695,40.87,33.75,62.82,0,0.07,13.20,17.60,3.00,product.product_uom_unit,product.product_uom_unit,,2829695,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,10,0,0,specific_product.product_storage_temperature_ambient,0,0,18.000,45.000,,purchase.route_warehouse0_buy,True,"STRONGHOLD 240MG CHIEN 20,1-40KG 6PIP",,__import__.supplier_79201,10
__import__.product_2829703,2011-05-18,2829703,35.28,29.13,54.23,0,0.06,13.20,17.60,2.90,product.product_uom_unit,product.product_uom_unit,,2829703,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,10,0,0,specific_product.product_storage_temperature_ambient,0,0,11.000,36.000,,purchase.route_warehouse0_buy,True,"STRONGHOLD 120MG CHIEN 10,1-20KG 6PIP.",,__import__.supplier_79201,10
__import__.product_2829737,2011-05-18,2829737,26.36,21.77,40.52,0,0.06,13.20,17.60,2.90,product.product_uom_unit,product.product_uom_unit,,2829737,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,10,0,0,specific_product.product_storage_temperature_ambient,0,0,12.000,40.000,,purchase.route_warehouse0_buy,True,"STRONGHOLD  30MG CHIEN  2,6- 5KG 6PIP.",,__import__.supplier_79201,10
__import__.product_2829752,2011-05-18,2829752,29.70,24.52,45.65,0,0.06,13.20,17.60,3.10,product.product_uom_unit,product.product_uom_unit,,2829752,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,10,0,0,specific_product.product_storage_temperature_ambient,0,0,17.000,58.000,,purchase.route_warehouse0_buy,True,"STRONGHOLD  60MG CHIEN  5,1-10KG 6PIP.",,__import__.supplier_79201,10
__import__.product_2837268,2011-06-09,2837268,61.00,37.11,93.76,0,5.98,28.70,16.70,22.80,__setup__.product_uom_boite,__setup__.product_uom_boite,,3083789,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vasculo,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,7.000,17.000,,purchase.route_warehouse0_buy,True,"CHLORURE SODIQUE 7,5% 10x500ml BRAUN",,__import__.supplier_66906,1
__import__.product_2853240,2011-08-24,2853240,19.10,16.60,29.36,0,0.02,2.80,2.80,5.90,product.product_uom_unit,product.product_uom_unit,,2853240,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_hormones,product,,10,560,0,specific_product.product_storage_temperature_ambient,0,0,400.000,1000.000,,purchase.route_warehouse0_buy,True,MODERIN LA  5ml 40MG/ml,,__import__.supplier_79201,10
__import__.product_2853299,2012-02-27,2853299,25.24,21.93,38.79,0,0.04,9.00,4.60,5.50,product.product_uom_unit,product.product_uom_unit,,2853299,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_hormones,product,,0,120,0,specific_product.product_storage_temperature_ambient,0,0,31.000,104.000,,purchase.route_warehouse0_buy,True,MODERIN  4MG 100CP,,__import__.supplier_79201,1
__import__.product_2864239,2012-04-02,2864239,47.76,33.21,73.40,0,0.04,3.70,3.70,7.20,product.product_uom_unit,product.product_uom_unit,,2864239,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_sys_nerveux,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,8.000,16.000,,purchase.route_warehouse0_buy,True,NARCOSTOP 5MG/ML 10ML,,__import__.supplier_83300,1
__import__.product_2876597,2011-10-27,2876597,85.22,55.58,131.01,0,0.44,6.50,6.50,15.40,product.product_uom_unit,product.product_uom_unit,,2876597,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,8.000,31.000,,purchase.route_warehouse0_buy,True,EMDOCAM 20MG/ML 250ML,,__import__.supplier_66008,1
__import__.product_2879526,2011-09-26,2879526,19.52,11.65,30.00,0,0.07,9.00,5.00,10.50,product.product_uom_unit,product.product_uom_unit,,2879526,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vasculo,product,,0,50,0,specific_product.product_storage_temperature_ambient,0,0,27.000,100.000,,purchase.route_warehouse0_buy,True,"CARDISURE  1,25MG 10x10CP",,__import__.supplier_60422,1
__import__.product_2882199,2011-09-07,2882199,31.92,27.74,56.00,0,0.13,4.80,14.30,9.80,product.product_uom_unit,product.product_uom_unit,,2882199,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,7.000,16.000,,purchase.route_warehouse0_buy,True,URINAID 60CP,,__import__.supplier_82670,1
__import__.product_2886943,2012-02-01,2886943,7.91,6.87,12.15,0,0.03,3.40,5.50,9.00,product.product_uom_unit,product.product_uom_unit,,2886943,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,product,,0,50,0,specific_product.product_storage_temperature_ambient,0,0,250.000,450.000,,purchase.route_warehouse0_buy,True,"BAYTRIL FLAVOUR 25MG/ML 8,5ml CHAT",,__import__.supplier_62600,1
__import__.product_2890184,2012-02-16,2890184,28.15,19.76,43.27,0,0.13,12.30,12.30,3.80,product.product_uom_unit,product.product_uom_unit,,2890184,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,6,36,0,specific_product.product_storage_temperature_ambient,0,0,400.000,900.000,,purchase.route_warehouse0_buy,True,SERESTO COLLIER CHIEN 70cm (+8KG),,__import__.supplier_62600,6
__import__.product_2892545,2011-11-15,2892545,10.75,9.12,18.50,0,2.00,25.00,23.00,9.00,__setup__.product_uom_sac,__setup__.product_uom_sac,,2892545,False,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_dietetique,product,specific_purchase.product_state_l,0,4,0,specific_product.product_storage_temperature_ambient,0,0,0,0,,purchase.route_warehouse0_buy,False,SPECIFIC CED ENDOCRINE SUPPORT 2KG,specific_product.product_price_category_ali,__import__.supplier_60422,0
__import__.product_2923670,2012-03-29,2923670,5.10,4.32,8.75,0,0.70,10.00,9.00,16.00,__setup__.product_uom_boite,__setup__.product_uom_boite,,2923670,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_dietetique,product,,0,4,0,specific_product.product_storage_temperature_ambient,0,0,184.000,431.000,,purchase.route_warehouse0_buy,True,SPECIFIC FKW KIDNEY 7x100GR,specific_product.product_price_category_ali,__import__.supplier_60422,1
__import__.product_2932531,2012-03-19,2932531,49.45,42.97,76.00,0,0.06,5.70,6.60,10.60,product.product_uom_unit,product.product_uom_unit,,2932531,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vasculo,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,15.000,30.000,,purchase.route_warehouse0_buy,True,PRILBEN VET  5MG 140TABS,,__import__.supplier_77603,1
__import__.product_2941086,2012-04-23,2941086,22.84,19.28,40.07,0,0.21,6.80,6.80,9.30,product.product_uom_unit,product.product_uom_unit,,2941086,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,20.000,45.000,,purchase.route_warehouse0_buy,True,IPAKITINE 180GR,,__import__.supplier_77602,1
__import__.product_2951515,2012-11-11,2951515,5.24,3.88,8.05,0,0.02,3.00,5.60,8.10,product.product_uom_unit,product.product_uom_unit,,2951515,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,product,,12,0,0,specific_product.product_storage_temperature_ambient,0,0,25.000,100.000,,purchase.route_warehouse0_buy,True,"MELOXORAL 1,5MG/ML  10ML",,__import__.supplier_83300,12
__import__.product_2954444,2012-06-12,2954444,50.12,38.42,77.03,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,2954444,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_hormones,product,,0,36,0,specific_product.product_storage_temperature_ambient,0,0,27.000,100.000,,purchase.route_warehouse0_buy,True,FORTHYRON 400 FLAVOURED 250CP,,__import__.supplier_60422,1
__import__.product_2959773,2012-06-08,2959773,28.02,18.18,43.07,0,0.10,5.20,8.30,14.50,product.product_uom_unit,product.product_uom_unit,,2959773,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,product,,0,50,0,specific_product.product_storage_temperature_ambient,0,0,17.000,57.000,,purchase.route_warehouse0_buy,True,INFLACAM 15MG/ML 100ML CHEVAUX,,__import__.supplier_81200,1
__import__.product_2972297,2012-11-01,2972297,24.05,18.81,36.97,0,0,4.20,4.20,8.30,product.product_uom_unit,product.product_uom_unit,,2972297,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vasculo,product,,0,90,0,specific_product.product_storage_temperature_ambient,0,0,57.000,211.000,,purchase.route_warehouse0_buy,True,CARDALIS  5/40MG 30CP,,__import__.supplier_79100,1
__import__.product_2976991,2013-09-09,2976991,30.84,21.44,47.40,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,2976991,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vaccins,product,,0,0,0,specific_product.product_storage_temperature_6,0,0,405.000,1373.000,,purchase.route_warehouse0_buy,True,NOBIVAC L4 10x1D,,__import__.supplier_71100,1
__import__.product_2997674,2012-11-26,2997674,48.33,27.93,74.29,0,5.77,29.30,17.00,22.70,__setup__.product_uom_boite,__setup__.product_uom_boite,,2997674,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vasculo,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,10.000,20.000,,purchase.route_warehouse0_buy,True,GLUCOSE 5% 10X500ML BRAUN,,__import__.supplier_66906,1
__import__.product_3016003,2013-01-07,3016003,9.78,7.65,15.03,0,0.05,0,0,0,product.product_uom_unit,product.product_uom_unit,,3016003,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_hormones,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,6.000,12.000,,purchase.route_warehouse0_buy,True,"DEXA JECT 0,2%  50ML",,__import__.supplier_64275,1
__import__.product_3025848,2014-03-03,3025848,5.81,5.05,8.93,0,0.05,3.00,5.60,8.30,product.product_uom_unit,product.product_uom_unit,,3025848,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,product,,12,96,0,specific_product.product_storage_temperature_ambient,0,0,97.000,360.000,,purchase.route_warehouse0_buy,True,DOXYBACTIN VET 10MG/ML 10ML,,__import__.supplier_83300,12
__import__.product_3025855,2014-03-03,3025855,12.80,10.02,19.67,0,0.09,4.10,4.10,9.20,product.product_uom_unit,product.product_uom_unit,,3025855,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,product,,12,144,0,specific_product.product_storage_temperature_ambient,0,0,51.000,190.000,,purchase.route_warehouse0_buy,True,DOXYBACTIN VET 10MG/ML 30ML,,__import__.supplier_83300,12
__import__.product_3031986,2013-04-23,3031986,12.61,9.70,22.12,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3031986,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_divers_para,product,,0,56,0,specific_product.product_storage_temperature_ambient,0,0,24.000,48.000,,purchase.route_warehouse0_buy,True,DERMOSCENT UTI-ZEN DOG/CAT 30TAB,,__import__.supplier_82701,1
__import__.product_3032885,2013-04-17,3032885,54.61,47.46,83.93,0,0.10,5.50,5.40,12.30,product.product_uom_unit,product.product_uom_unit,,3032885,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,24.000,72.000,,purchase.route_warehouse0_buy,True,PEXION 400MG 100CP,,__import__.supplier_62750,1
__import__.product_3033123,2013-08-08,3033123,6.47,4.28,9.94,0,0.20,0,0,0,product.product_uom_unit,product.product_uom_unit,,3033115,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_001_in,l10n_be_antibiotic_tax.1_antibiotic_001_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_topiques,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,121.000,452.000,,purchase.route_warehouse0_buy,True,CYCLOSPRAY INVERTED 200ML,,__import__.supplier_60422,1
__import__.product_3038825,2013-09-09,3038825,41.48,32.45,63.76,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,product,,0,0,0,specific_product.product_storage_temperature_ambient,1,2,15.000,40.000,,purchase.route_warehouse0_buy,True,ONSIOR 20MG 70CP CHIEN,,__import__.supplier_66200,1
__import__.product_3041282,2013-05-06,3041282,94.61,57.55,145.41,0,0.72,14.90,19.60,9.90,product.product_uom_unit,product.product_uom_unit,,3041282,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,20.000,63.000,,purchase.route_warehouse0_buy,True,BUTAGRAN EQUI 200mg/g 100x5GR,,__import__.supplier_64275,1
__import__.product_3052990,2013-10-17,3052990,31.63,16.50,48.62,0,0.10,0,0,0,product.product_uom_unit,product.product_uom_unit,,3052990,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_divers_veto,product,,0,48,0,specific_product.product_storage_temperature_ambient,0,0,11.000,44.000,,purchase.route_warehouse0_buy,True,KETODOLOR 100MG/ML 100ML,,__import__.supplier_66008,1
__import__.product_3074440,2013-09-02,3074440,35.79,25.53,55.01,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3074440,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,product,,0,45,0,specific_product.product_storage_temperature_ambient,0,0,20.000,65.000,,purchase.route_warehouse0_buy,True,"CLAVASEPTIN  62,5MG 100CP",,__import__.supplier_77602,1
__import__.product_3086147,2013-10-15,3086147,22.39,18.79,39.29,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3341880,True,,lot,l10n_be.1_attn_VAT-OUT-21-L,l10n_be.1_attn_VAT-IN-V81-21,specific_data.product_categ_ali_comp,product,,0,6,0,specific_product.product_storage_temperature_ambient,0,0,120.000,300.000,,purchase.route_warehouse0_buy,True,FLEXADIN ADVANCED 30 BOUCHEES,,__import__.supplier_77602,1
__import__.product_3091576,2014-07-09,3091576,59.39,51.61,91.28,0,0.25,0,0,0,product.product_uom_unit,product.product_uom_unit,,3091576,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out,l10n_be_antibiotic_tax.1_antibiotic_002_in,l10n_be_antibiotic_tax.1_antibiotic_002_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,product,,0,12,0,specific_product.product_storage_temperature_ambient,0,0,20.000,40.000,,purchase.route_warehouse0_buy,True,EXCENEL FLOW 250ML,,__import__.supplier_79201,1
__import__.product_3103801,2015-01-09,3103801,35.21,26.01,54.12,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3103801,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,10,200,0,specific_product.product_storage_temperature_ambient,0,0,20.000,82.000,,purchase.route_warehouse0_buy,True,"BRAVECTO  112,5MG 2CP CHIEN 2/4,5KG",,__import__.supplier_71100,10
__import__.product_3103819,2014-03-12,3103819,27.79,20.53,42.71,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3103819,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,200.000,500.000,,purchase.route_warehouse0_buy,True,BRAVECTO 1000MG 1CP CHIEN 20/40KG,,__import__.supplier_71100,1
__import__.product_3103850,2015-01-09,3103850,51.50,38.04,79.15,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3103850,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,200.000,350.000,,purchase.route_warehouse0_buy,True,BRAVECTO 1000MG 2CP CHIEN 20/40KG,,__import__.supplier_71100,1
__import__.product_3103884,2014-03-12,3103884,21.23,15.69,32.63,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3103884,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,10,200,0,specific_product.product_storage_temperature_ambient,0,0,200.000,460.000,,purchase.route_warehouse0_buy,True,"BRAVECTO  250MG 1CP CHIEN 4,5/10KG",,__import__.supplier_71100,10
__import__.product_3103892,2014-03-12,3103892,23.53,17.39,36.17,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3103892,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,150.000,400.000,,purchase.route_warehouse0_buy,True,BRAVECTO  500MG 1CP CHIEN 10/20KG,,__import__.supplier_71100,1
__import__.product_3109634,2013-12-11,3109634,25.66,22.19,39.44,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3109634,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antimicrobiens,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,10.000,20.000,,purchase.route_warehouse0_buy,True,MARFLOQUIN 20MG 100TABL,,__import__.supplier_81200,1
__import__.product_3113412,2014-03-11,3113412,16.39,12.11,25.19,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3113412,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,400.000,1284.000,,purchase.route_warehouse0_buy,True,"BROADLINE SPOT-ON CHAT L (2,5/7,5KG) /3",,__import__.supplier_62750,1
__import__.product_3127958,2014-07-17,3127958,19.15,14.15,29.43,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3127958,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_vasculo,product,,10,280,0,specific_product.product_storage_temperature_ambient,0,0,75.000,309.000,,purchase.route_warehouse0_buy,True,FORTEKOR F  5MG  28CP,,__import__.supplier_66200,10
__import__.product_3129657,2014-03-27,3129657,37.65,27.82,57.87,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3129657,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,63.000,140.000,,purchase.route_warehouse0_buy,True,NEXGARD  68MG L 10/25KG 6CP,,__import__.supplier_62750,1
__import__.product_3129723,2014-03-27,3129723,48.30,35.68,74.23,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3129723,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,0,0,specific_product.product_storage_temperature_ambient,0,0,60.000,130.000,,purchase.route_warehouse0_buy,True,NEXGARD  136MG XL 25/50KG 6CP,,__import__.supplier_62750,1
__import__.product_3164605,2015-01-20,3164605,14.96,8.83,22.99,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3164605,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,48,0,specific_product.product_storage_temperature_ambient,0,0,51.000,126.000,,purchase.route_warehouse0_buy,True,"VECTRA FELIS 0,6-10KG 3 PIP",,__import__.supplier_79100,1
__import__.product_3237740,2014-12-01,3237740,43.90,28.48,67.48,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3237740,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,36,0,specific_product.product_storage_temperature_ambient,1,1,12.000,25.000,,purchase.route_warehouse0_buy,True,MILPRO PETIT CHAT/CHATON 24CP,,__import__.supplier_81200,1
__import__.product_3237765,2014-12-01,3237765,180.91,117.33,278.06,0,0,0,0,0,product.product_uom_unit,product.product_uom_unit,,3237765,True,,lot,"l10n_be.1_attn_VAT-OUT-06-L,l10n_be_apb_tax.1_apb_01_out",l10n_be.1_attn_VAT-IN-V81-06,specific_data.product_categ_antiparasite,product,,0,18,0,specific_product.product_storage_temperature_ambient,1,1,20.000,44.000,,purchase.route_warehouse0_buy,True,MILPRO CHAT 48CP,,__import__.supplier_81200,1
