id,life_date,checksum,product_id/id,name
__import__.stock_production_lot_300420_4930043,2020-04-30 00:00:00,388,__import__.product_4930043,300420
__import__.stock_production_lot_300420_4970037,2020-04-30 00:00:00,733,__import__.product_4970037,300420
__import__.stock_production_lot_311219_4970037,2019-12-31 00:00:00,729,__import__.product_4970037,311219
__import__.stock_production_lot_300420_4970044,2020-04-30 00:00:00,216,__import__.product_4970044,300420
__import__.stock_production_lot_310120_4970044,2020-01-31 00:00:00,608,__import__.product_4970044,310120
__import__.stock_production_lot_310320_4970044,2020-03-31 00:00:00,108,__import__.product_4970044,310320
__import__.stock_production_lot_310520_4970045,2020-05-31 00:00:00,875,__import__.product_4970045,310520
__import__.stock_production_lot_310320_4980044,2020-03-31 00:00:00,507,__import__.product_4980044,310320
__import__.stock_production_lot_P46418B12_5064464,2020-02-28 00:00:00,376,__import__.product_5064464,P46418B12
__import__.stock_production_lot_28022021_5065361,2021-02-28 00:00:00,139,__import__.product_5065361,28022021
__import__.stock_production_lot_31032021_5065361,2021-03-31 00:00:00,660,__import__.product_5065361,31032021
__import__.stock_production_lot_18051074_5090362,2020-04-30 00:00:00,315,__import__.product_5090362,18051074
__import__.stock_production_lot_18051342_5090362,2020-04-30 00:00:00,434,__import__.product_5090362,18051342
__import__.stock_production_lot_6LDK_5120020,2019-10-31 00:00:00,441,__import__.product_5120020,6LDK
__import__.stock_production_lot_6L7S_5120020,2019-10-31 00:00:00,162,__import__.product_5120020,6L7S
__import__.stock_production_lot_280219_5164542,2019-02-28 00:00:00,535,__import__.product_5164542,280219
__import__.stock_production_lot_300619_5164542,2019-06-30 00:00:00,654,__import__.product_5164542,300619
__import__.stock_production_lot_300619_5166110,2019-06-30 00:00:00,234,__import__.product_5166110,300619
__import__.stock_production_lot_311019_5190400,2019-10-31 00:00:00,266,__import__.product_5190400,311019
__import__.stock_production_lot_RL27_5192761,2019-12-31 00:00:00,174,__import__.product_5192761,RL27
__import__.stock_production_lot_190419_5236005,2019-04-19 00:00:00,428,__import__.product_5236005,190419
__import__.stock_production_lot_310120_5236005,2020-01-31 00:00:00,788,__import__.product_5236005,310120
__import__.stock_production_lot_310818_5236005,2018-08-31 00:00:00,878,__import__.product_5236005,310818
__import__.stock_production_lot_1727605_5259805,2019-04-30 00:00:00,582,__import__.product_5259805,1727605
__import__.stock_production_lot_280219_5260006,2019-02-28 00:00:00,393,__import__.product_5260006,280219
__import__.stock_production_lot_300919_5260006,2019-09-30 00:00:00,681,__import__.product_5260006,300919
__import__.stock_production_lot_301119_5260006,2019-11-30 00:00:00,181,__import__.product_5260006,301119
__import__.stock_production_lot_311019_5260006,2019-10-31 00:00:00,973,__import__.product_5260006,311019
__import__.stock_production_lot_816803_5270120,2021-04-30 00:00:00,471,__import__.product_5270120,816803
__import__.stock_production_lot_8139X_5315522,2020-05-16 00:00:00,266,__import__.product_5315522,8139X
__import__.stock_production_lot_28009_5330001,2021-01-31 00:00:00,483,__import__.product_5330001,28009
__import__.stock_production_lot_616548_5438016,2022-10-31 00:00:00,581,__import__.product_5438016,616548
__import__.stock_production_lot_B170919A_5450017,2020-12-31 00:00:00,317,__import__.product_5450017,B170919A
__import__.stock_production_lot_B180225A_5450017,2021-03-31 00:00:00,335,__import__.product_5450017,B180225A
__import__.stock_production_lot_1413785_5471516,2022-07-11 00:00:00,312,__import__.product_5471516,1413785
__import__.stock_production_lot_1413840_5471625,2022-07-29 00:00:00,241,__import__.product_5471625,1413840
__import__.stock_production_lot_1413933_5471625,2022-10-29 00:00:00,459,__import__.product_5471625,1413933
__import__.stock_production_lot_1413985_5471816,2022-11-21 00:00:00,548,__import__.product_5471816,1413985
__import__.stock_production_lot_1414152_5471816,2023-03-31 00:00:00,326,__import__.product_5471816,1414152
__import__.stock_production_lot_1720088_5610506,2019-06-30 00:00:00,717,__import__.product_5610506,1720088
__import__.stock_production_lot_311019_5810470,2019-10-31 00:00:00,679,__import__.product_5810470,311019
__import__.stock_production_lot_301119_5821726,2019-11-30 00:00:00,331,__import__.product_5821726,301119
__import__.stock_production_lot_311219_5821726,2019-12-31 00:00:00,400,__import__.product_5821726,311219
__import__.stock_production_lot_310120_5822098,2020-01-31 00:00:00,635,__import__.product_5822098,310120
__import__.stock_production_lot_280220_5822148,2020-02-28 00:00:00,869,__import__.product_5822148,280220
__import__.stock_production_lot_301119_5822843,2019-11-30 00:00:00,132,__import__.product_5822843,301119
__import__.stock_production_lot_310120_5822843,2020-01-31 00:00:00,448,__import__.product_5822843,310120
__import__.stock_production_lot_280220_5823446,2020-02-28 00:00:00,676,__import__.product_5823446,280220
__import__.stock_production_lot_310120_5823446,2020-01-31 00:00:00,306,__import__.product_5823446,310120
__import__.stock_production_lot_311219_5823446,2019-12-31 00:00:00,277,__import__.product_5823446,311219
__import__.stock_production_lot_310120_5826095,2020-01-31 00:00:00,728,__import__.product_5826095,310120
__import__.stock_production_lot_311219_5826548,2019-12-31 00:00:00,675,__import__.product_5826548,311219
__import__.stock_production_lot_300420_5828408,2020-04-30 00:00:00,810,__import__.product_5828408,300420
__import__.stock_production_lot_300620_5828408,2020-06-30 00:00:00,331,__import__.product_5828408,300620
__import__.stock_production_lot_280220_5828647,2020-02-28 00:00:00,355,__import__.product_5828647,280220
__import__.stock_production_lot_311219_5828647,2019-12-31 00:00:00,163,__import__.product_5828647,311219
__import__.stock_production_lot_310120_5828648,2020-01-31 00:00:00,422,__import__.product_5828648,310120
__import__.stock_production_lot_280220_5828662,2020-02-28 00:00:00,174,__import__.product_5828662,280220
__import__.stock_production_lot_310120_5828662,2020-01-31 00:00:00,985,__import__.product_5828662,310120
__import__.stock_production_lot_310120_5828665,2020-01-31 00:00:00,550,__import__.product_5828665,310120
__import__.stock_production_lot_310719_5828665,2019-07-31 00:00:00,285,__import__.product_5828665,310719
__import__.stock_production_lot_301119_5828965,2019-11-30 00:00:00,433,__import__.product_5828965,301119
__import__.stock_production_lot_311219_5828965,2019-12-31 00:00:00,832,__import__.product_5828965,311219
__import__.stock_production_lot_311219_5829001,2019-12-31 00:00:00,614,__import__.product_5829001,311219
__import__.stock_production_lot_310120_5829002,2020-01-31 00:00:00,684,__import__.product_5829002,310120
__import__.stock_production_lot_311019_5829002,2019-10-31 00:00:00,753,__import__.product_5829002,311019
__import__.stock_production_lot_280220_5829003,2020-02-28 00:00:00,915,__import__.product_5829003,280220
__import__.stock_production_lot_311219_5829003,2019-12-31 00:00:00,816,__import__.product_5829003,311219
__import__.stock_production_lot_280220_5829183,2020-02-28 00:00:00,856,__import__.product_5829183,280220
__import__.stock_production_lot_300919_5829183,2019-09-30 00:00:00,837,__import__.product_5829183,300919
__import__.stock_production_lot_301119_5829183,2019-11-30 00:00:00,937,__import__.product_5829183,301119
__import__.stock_production_lot_311019_5829183,2019-10-31 00:00:00,836,__import__.product_5829183,311019
__import__.stock_production_lot_311219_5829188,2019-12-31 00:00:00,924,__import__.product_5829188,311219
__import__.stock_production_lot_KP0CR75_6260010,2022-11-30 00:00:00,925,__import__.product_6260010,KP0CR75
__import__.stock_production_lot_A742A01_6350318,2019-12-31 00:00:00,794,__import__.product_6350318,A742A01
__import__.stock_production_lot_287597_6420010,2020-03-07 00:00:00,441,__import__.product_6420010,287597
__import__.stock_production_lot_105421_6655541,2020-06-30 00:00:00,565,__import__.product_6655541,105421
__import__.stock_production_lot_6WUC_6716892,2020-05-31 00:00:00,973,__import__.product_6716892,6WUC
__import__.stock_production_lot_0181080_6722214,2022-03-31 00:00:00,104,__import__.product_6722214,0181080
__import__.stock_production_lot_A054A01_6741223,2020-02-28 00:00:00,352,__import__.product_6741223,A054A01
__import__.stock_production_lot_EU1704A_6757342,2021-06-30 00:00:00,368,__import__.product_6757342,EU1704A
__import__.stock_production_lot_20041_6775630,2022-07-31 00:00:00,324,__import__.product_6775630,20041
__import__.stock_production_lot_L453404_6791675,2019-05-09 00:00:00,280,__import__.product_6791675,L453404
__import__.stock_production_lot_L456702_6791675,2019-12-05 00:00:00,516,__import__.product_6791675,L456702
__import__.stock_production_lot_503102_6795006,2019-10-31 00:00:00,129,__import__.product_6795006,503102
__import__.stock_production_lot_11117184_6819273,2019-09-30 00:00:00,125,__import__.product_6819273,11117184
__import__.stock_production_lot_7C1802B_6867740,2019-06-09 00:00:00,214,__import__.product_6867740,7C1802B
__import__.stock_production_lot_7C2333K_6868231,2020-06-13 00:00:00,732,__import__.product_6868231,7C2333K
__import__.stock_production_lot_7C2957F_6868231,2020-10-17 00:00:00,940,__import__.product_6868231,7C2957F
__import__.stock_production_lot_6C2238J_6868484,2019-07-06 00:00:00,579,__import__.product_6868484,6C2238J
__import__.stock_production_lot_RXR0461AC_6891595,2020-08-31 00:00:00,334,__import__.product_6891595,RXR0461AC
__import__.stock_production_lot_7M49A1_6895133,2020-03-31 00:00:00,877,__import__.product_6895133,7M49A1
__import__.stock_production_lot_8A73A1_6895133,2020-03-31 00:00:00,244,__import__.product_6895133,8A73A1
__import__.stock_production_lot_5144860_6913894,2021-07-31 00:00:00,710,__import__.product_6913894,5144860
__import__.stock_production_lot_7C1219G_6969759,2019-04-13 00:00:00,141,__import__.product_6969759,7C1219G
__import__.stock_production_lot_6C4300G_6969765,2018-12-16 00:00:00,769,__import__.product_6969765,6C4300G
__import__.stock_production_lot_1886000_7110020,2019-10-31 00:00:00,420,__import__.product_7110020,1886000
__import__.stock_production_lot_1909081_7110020,2020-02-28 00:00:00,568,__import__.product_7110020,1909081
__import__.stock_production_lot_197474_7110020,2020-09-30 00:00:00,540,__import__.product_7110020,197474
__import__.stock_production_lot_1974740_7110020,2020-09-30 00:00:00,657,__import__.product_7110020,1974740
__import__.stock_production_lot_A093E01_7110025,2020-02-28 00:00:00,866,__import__.product_7110025,A093E01
__import__.stock_production_lot_301119_7196822,2019-11-30 00:00:00,219,__import__.product_7196822,301119
__import__.stock_production_lot_280220_7197017,2020-02-28 00:00:00,777,__import__.product_7197017,280220
__import__.stock_production_lot_311219_7197017,2019-12-31 00:00:00,678,__import__.product_7197017,311219
__import__.stock_production_lot_300619_7197069,2019-06-30 00:00:00,639,__import__.product_7197069,300619
__import__.stock_production_lot_301119_7197069,2019-11-30 00:00:00,108,__import__.product_7197069,301119
__import__.stock_production_lot_311219_7197069,2019-12-31 00:00:00,307,__import__.product_7197069,311219
__import__.stock_production_lot_C801030C_7505842,2019-01-31 00:00:00,374,__import__.product_7505842,C801030C
__import__.stock_production_lot_17J069_7760300,2020-10-31 00:00:00,939,__import__.product_7760300,17J069
__import__.stock_production_lot_18C291_7760300,2021-03-31 00:00:00,441,__import__.product_7760300,18C291
__import__.stock_production_lot_1757AA_7910041,2019-09-30 00:00:00,680,__import__.product_7910041,1757AA
__import__.stock_production_lot_1823AA_7910041,2020-02-28 00:00:00,802,__import__.product_7910041,1823AA
__import__.stock_production_lot_1824AA_7910041,2020-02-28 00:00:00,551,__import__.product_7910041,1824AA
__import__.stock_production_lot_372A1_7910047,2019-01-11 00:00:00,570,__import__.product_7910047,372A1
__import__.stock_production_lot_373A1_7910047,2019-11-01 00:00:00,942,__import__.product_7910047,373A1
__import__.stock_production_lot_377A6_7910047,2020-02-01 00:00:00,450,__import__.product_7910047,377A6
__import__.stock_production_lot_368A3_7910050,2019-09-01 00:00:00,202,__import__.product_7910050,368A3
__import__.stock_production_lot_368A3_7910050,2019-09-01 00:00:00,202,__import__.product_7910050,368A3
__import__.stock_production_lot_7416_7915000,2019-08-31 00:00:00,860,__import__.product_7915000,7416
__import__.stock_production_lot_8426_7915000,2020-01-31 00:00:00,480,__import__.product_7915000,8426
__import__.stock_production_lot_L2017H28_7915001,2022-08-31 00:00:00,286,__import__.product_7915001,L2017H28
__import__.stock_production_lot_18D13_7920005,2023-04-30 00:00:00,802,__import__.product_7920005,18D13
__import__.stock_production_lot_18D13_7920013,2023-04-30 00:00:00,621,__import__.product_7920013,18D13
__import__.stock_production_lot_18C02_7920014,2023-03-31 00:00:00,964,__import__.product_7920014,18C02
__import__.stock_production_lot_18D13_7920014,2023-04-30 00:00:00,136,__import__.product_7920014,18D13
__import__.stock_production_lot_18E18_7920014,2023-05-31 00:00:00,916,__import__.product_7920014,18E18
__import__.stock_production_lot_18D13_7920036,2020-04-30 00:00:00,855,__import__.product_7920036,18D13
__import__.stock_production_lot_18E18_7920036,2020-05-31 00:00:00,528,__import__.product_7920036,18E18
__import__.stock_production_lot_1802271_8002263,2023-01-31 00:00:00,535,__import__.product_8002263,1802271
__import__.stock_production_lot_1805156_8002263,2023-04-30 00:00:00,555,__import__.product_8002263,1805156
__import__.stock_production_lot_171119M_8002487,2022-10-31 00:00:00,946,__import__.product_8002487,171119M
__import__.stock_production_lot_171214X_8002487,2022-11-30 00:00:00,945,__import__.product_8002487,171214X
__import__.stock_production_lot_171226X_8002487,2022-11-30 00:00:00,765,__import__.product_8002487,171226X
__import__.stock_production_lot_180115M_8002487,2022-12-31 00:00:00,175,__import__.product_8002487,180115M
__import__.stock_production_lot_180128M_8002487,2022-12-31 00:00:00,925,__import__.product_8002487,180128M
__import__.stock_production_lot_171127W_8002493,2022-10-31 00:00:00,294,__import__.product_8002493,171127W
__import__.stock_production_lot_171218E_8002493,2022-11-30 00:00:00,972,__import__.product_8002493,171218E
__import__.stock_production_lot_180126W_8002493,2022-12-31 00:00:00,324,__import__.product_8002493,180126W
__import__.stock_production_lot_180127W_8002493,2022-12-31 00:00:00,565,__import__.product_8002493,180127W
__import__.stock_production_lot_171110B_8002501,2022-10-31 00:00:00,614,__import__.product_8002501,171110B
__import__.stock_production_lot_171209B_8002501,2022-11-30 00:00:00,384,__import__.product_8002501,171209B
__import__.stock_production_lot_180103B_8002501,2022-12-31 00:00:00,131,__import__.product_8002501,180103B
__import__.stock_production_lot_180104B_8002501,2022-12-31 00:00:00,965,__import__.product_8002501,180104B
__import__.stock_production_lot_180106B_8002501,2022-12-31 00:00:00,743,__import__.product_8002501,180106B
__import__.stock_production_lot_800821256_8007378,2023-05-31 00:00:00,648,__import__.product_8007378,800821256
__import__.stock_production_lot_801025257_8007378,2023-06-30 00:00:00,777,__import__.product_8007378,801025257
__import__.stock_production_lot_J7F0112LX_8008337,2022-06-30 00:00:00,269,__import__.product_8008337,J7F0112LX
__import__.stock_production_lot_J7L1399LX_8008337,2022-11-30 00:00:00,328,__import__.product_8008337,J7L1399LX
__import__.stock_production_lot_JMH425_8010469,2022-10-31 00:00:00,393,__import__.product_8010469,JMH425
__import__.stock_production_lot_MDH408_8010469,2023-03-31 00:00:00,524,__import__.product_8010469,MDH408
__import__.stock_production_lot_05690_8017081,2021-12-31 00:00:00,150,__import__.product_8017081,05690
__import__.stock_production_lot_23053_8044787,2023-04-25 00:00:00,373,__import__.product_8044787,23053
__import__.stock_production_lot_7494AC0_8069250,2019-02-28 00:00:00,402,__import__.product_8069250,7494AC0
__import__.stock_production_lot_8033BA1_8069250,2019-04-17 00:00:00,238,__import__.product_8069250,8033BA1
__import__.stock_production_lot_8034BA2_8069250,2019-04-18 00:00:00,528,__import__.product_8069250,8034BA2
__import__.stock_production_lot_1800063_8101539,2019-08-31 00:00:00,621,__import__.product_8101539,1800063
__import__.stock_production_lot_1800130_8101539,2019-10-31 00:00:00,336,__import__.product_8101539,1800130
__import__.stock_production_lot_1800130_8101545,2019-10-31 00:00:00,101,__import__.product_8101545,1800130
__import__.stock_production_lot_17F21G8901_8189008,2022-06-30 00:00:00,729,__import__.product_8189008,17F21G8901
__import__.stock_production_lot_18A27G8902_8189008,2023-01-31 00:00:00,232,__import__.product_8189008,18A27G8902
__import__.stock_production_lot_18C29G8902_8189008,2023-03-01 00:00:00,945,__import__.product_8189008,18C29G8902
__import__.stock_production_lot_7E13088_8219293,2022-05-12 00:00:00,769,__import__.product_8219293,7E13088
__import__.stock_production_lot_7K08088_8219293,2022-07-11 00:00:00,618,__import__.product_8219293,7K08088
__import__.stock_production_lot_8A07088_8219293,2023-01-31 00:00:00,248,__import__.product_8219293,8A07088
__import__.stock_production_lot_0181078_8270053,2020-02-28 00:00:00,574,__import__.product_8270053,0181078
__import__.stock_production_lot_180120D_8270065,2022-12-31 00:00:00,663,__import__.product_8270065,180120D
__import__.stock_production_lot_180120S_8270065,2022-12-31 00:00:00,707,__import__.product_8270065,180120S
__import__.stock_production_lot_180130S_8270065,2022-12-31 00:00:00,663,__import__.product_8270065,180130S
__import__.stock_production_lot_180207S_8270065,2023-01-31 00:00:00,338,__import__.product_8270065,180207S
__import__.stock_production_lot_0171523_8270095,2020-07-31 00:00:00,457,__import__.product_8270095,0171523
__import__.stock_production_lot_0172939_8270095,2020-11-30 00:00:00,606,__import__.product_8270095,0172939
__import__.stock_production_lot_0180737_8270104,2020-01-31 00:00:00,565,__import__.product_8270104,0180737
__import__.stock_production_lot_0181582_8270104,2020-03-31 00:00:00,634,__import__.product_8270104,0181582
__import__.stock_production_lot_51252_8270109,2020-03-31 00:00:00,471,__import__.product_8270109,51252
__import__.stock_production_lot_LLJ275_8288928,2022-09-30 00:00:00,017,__import__.product_8288928,LLJ275
__import__.stock_production_lot_27596A12_8330011,2020-12-31 00:00:00,504,__import__.product_8330011,27596A12
__import__.stock_production_lot_27857A10_8330012,2020-12-31 00:00:00,452,__import__.product_8330012,27857A10
__import__.stock_production_lot_27859A10_8330012,2021-01-31 00:00:00,431,__import__.product_8330012,27859A10
__import__.stock_production_lot_4000012_8330012,2021-01-31 00:00:00,761,__import__.product_8330012,4000012
__import__.stock_production_lot_4000214_8330012,2021-01-31 00:00:00,630,__import__.product_8330012,4000214
__import__.stock_production_lot_180024_8456567,2020-01-31 00:00:00,868,__import__.product_8456567,180024
