id,width,length,depth,weight
__import__.product_8100066,0,0,0,0
__import__.product_8109800,0,0,0,0
__import__.product_8111414,0,0,0,0
__import__.product_8124871,0,0,0,0
__import__.product_8131320,0,0,0,0
__import__.product_8150002,5.5,5.7,10.4,0.19
__import__.product_8168443,0,0,0,0
__import__.product_8168704,0,0,0,0
__import__.product_8168710,0,0,0,0
__import__.product_8168785,0,0,0,0
__import__.product_8180036,0,0,0,0
__import__.product_8180042,0,0,0,0
__import__.product_8180059,0,0,0,0
__import__.product_8180065,0,0,0,0
__import__.product_8180071,0,0,0,0
__import__.product_8180088,0,0,0,0
__import__.product_8180094,0,0,0,0
__import__.product_8180102,0,0,0,0
__import__.product_8180119,0,0,0,0
__import__.product_8180125,0,0,0,0
__import__.product_8180131,0,0,0,0
__import__.product_8180421,0,0,0,0
__import__.product_8180450,0,0,0,0
__import__.product_8180467,0,0,0,0
__import__.product_8180473,0,0,0,0
__import__.product_8180556,0,0,0,0
__import__.product_8180674,0,0,0,0
__import__.product_8180680,0,0,0,0
__import__.product_8180697,0,0,0,0
__import__.product_8180705,0,0,0,0
__import__.product_8180711,0,0,0,0
__import__.product_8180728,0,0,0,0
__import__.product_8180734,0,0,0,0
__import__.product_8180792,0,0,0,0
__import__.product_8180800,0,0,0,0
__import__.product_8180817,0,0,0,0
__import__.product_8180941,0,0,0,0
__import__.product_8181001,0,0,0,0
__import__.product_8181030,0,0,0,0
__import__.product_8181047,0,0,0,0
__import__.product_8181076,0,0,0,0
__import__.product_8181254,0,0,0,0
__import__.product_8181260,0,0,0,0
__import__.product_8181308,0,0,0,0
__import__.product_8181314,0,0,0,0
__import__.product_8181320,0,0,0,0
__import__.product_8181366,0,0,0,0
__import__.product_8181372,0,0,0,0
__import__.product_8181426,0,0,0,0
__import__.product_8181550,0,0,0,0
__import__.product_8181797,0,0,0,0
__import__.product_8181863,0,0,0,0
__import__.product_8181900,0,0,0,0
__import__.product_8181917,0,0,0,0
__import__.product_8181923,0,0,0,0
__import__.product_8181946,0,0,0,0
__import__.product_8181952,0,0,0,0
__import__.product_8181969,0,0,0,0
__import__.product_8181975,0,0,0,0
__import__.product_8181981,0,0,0,0
__import__.product_8182029,0,0,0,0
__import__.product_8182058,0,0,0,0
__import__.product_8182199,0,0,0,0
__import__.product_8182207,0,0,0,0
__import__.product_8182213,0,0,0,0
__import__.product_8182259,0,0,0,0
__import__.product_8182265,0,0,0,0
__import__.product_8182319,0,0,0,0
__import__.product_8182360,0,0,0,0
__import__.product_8182408,0,0,0,0
__import__.product_8182472,0,0,0,0
__import__.product_8182495,0,0,0,0
__import__.product_8182785,0,0,0,0
__import__.product_8182845,0,0,0,0
__import__.product_8182851,0,0,0,0
__import__.product_8182868,0,0,0,0
__import__.product_8182905,0,0,0,0
__import__.product_8183425,0,0,0,0
__import__.product_8183431,0,0,0,0
__import__.product_8183448,0,0,0,0
__import__.product_8183454,0,0,0,0
__import__.product_8183460,0,0,0,0
__import__.product_8183477,0,0,0,0
__import__.product_8183483,0,0,0,0
__import__.product_8183514,0,0,0,0
__import__.product_8183520,0,0,0,0
__import__.product_8183572,0,0,0,0
__import__.product_8183649,0,0,0,0
__import__.product_8184324,0,0,0,0
__import__.product_8184330,0,0,0,0
__import__.product_8184376,0,0,0,0
__import__.product_8184382,0,0,0,0
__import__.product_8184399,0,0,0,0
__import__.product_8184407,0,0,0,0
__import__.product_8184413,0,0,0,0
__import__.product_8184583,0,0,0,0
__import__.product_8184637,0,0,0,0
__import__.product_8184643,0,0,0,0
__import__.product_8184761,0,0,0,0
__import__.product_8184778,0,0,0,0
__import__.product_8184784,0,0,0,0
__import__.product_8184790,0,0,0,0
__import__.product_8184896,0,0,0,0
__import__.product_8184910,0,0,0,0
__import__.product_8185134,0,0,0,0
__import__.product_8185140,0,0,0,0
__import__.product_8185157,0,0,0,0
__import__.product_8185163,0,0,0,0
__import__.product_8185186,0,0,0,0
__import__.product_8185192,0,0,0,0
__import__.product_8185200,0,0,0,0
__import__.product_8185217,0,0,0,0
__import__.product_8185223,0,0,0,0
__import__.product_8185246,0,0,0,0
__import__.product_8185252,0,0,0,0
__import__.product_8185269,0,0,0,0
__import__.product_8185275,0,0,0,0
__import__.product_8185281,0,0,0,0
__import__.product_8185298,0,0,0,0
__import__.product_8185358,0,0,0,0
__import__.product_8185476,0,0,0,0
__import__.product_8185482,0,0,0,0
__import__.product_8185499,0,0,0,0
__import__.product_8185507,0,0,0,0
__import__.product_8185513,0,0,0,0
__import__.product_8185536,0,0,0,0
__import__.product_8185619,0,0,0,0
__import__.product_8185766,0,0,0,0
__import__.product_8186197,0,0,0,0
__import__.product_8186607,0,0,0,0
__import__.product_8186748,0,0,0,0
__import__.product_8186903,0,0,0,0
__import__.product_8187475,0,0,0,0
__import__.product_8187570,0,0,0,0
__import__.product_8187736,0,0,0,0
__import__.product_8187742,0,0,0,0
__import__.product_8187759,0,0,0,0
__import__.product_8187765,0,0,0,0
__import__.product_8187771,0,0,0,0
__import__.product_8187788,0,0,0,0
__import__.product_8187819,0,0,0,0
__import__.product_8188322,0,0,0,0
__import__.product_8188405,0,0,0,0
__import__.product_8188411,0,0,0,0
__import__.product_8188813,0,0,0,0
__import__.product_8188865,0,0,0,0
__import__.product_8188931,0,0,0,0
__import__.product_8188954,0,0,0,0
__import__.product_8188977,0,0,0,0
__import__.product_8188983,0,0,0,0
__import__.product_8189008,0,0,0,0
__import__.product_8189014,0,0,0,0
__import__.product_8189020,0,0,0,0
__import__.product_8189037,0,0,0,0
__import__.product_8189043,0,0,0,0
__import__.product_8189132,0,0,0,0
__import__.product_8189505,0,0,0,0
__import__.product_8190069,0,0,0,0
__import__.product_8190402,0,0,0,0
__import__.product_8190454,0,0,0,0
__import__.product_8190520,0,0,0,0
__import__.product_8191910,0,0,0,0
__import__.product_8191927,0,0,0,0
__import__.product_8191933,0,0,0,0
__import__.product_8191956,0,0,0,0
__import__.product_8192051,0,0,0,0
__import__.product_8192217,0,0,0,0
__import__.product_8192737,0,0,0,0
__import__.product_8192795,0,0,0,0
__import__.product_8192803,0,0,0,0
__import__.product_8192849,0,0,0,0
__import__.product_8192909,0,0,0,0
__import__.product_8192938,0,0,0,0
__import__.product_8193205,0,0,0,0
__import__.product_8193369,0,0,0,0
__import__.product_8193435,0,0,0,0
__import__.product_8193659,0,0,0,0
__import__.product_8193702,0,0,0,0
__import__.product_8193719,0,0,0,0
__import__.product_8193725,0,0,0,0
__import__.product_8193731,0,0,0,0
__import__.product_8193754,0,0,0,0
__import__.product_8193843,0,0,0,0
__import__.product_8193866,0,0,0,0
__import__.product_8193872,0,0,0,0
__import__.product_8193889,0,0,0,0
__import__.product_8193955,0,0,0,0
__import__.product_8194044,0,0,0,0
__import__.product_8194050,0,0,0,0
__import__.product_8194127,0,0,0,0
__import__.product_8194328,0,0,0,0
__import__.product_8194392,0,0,0,0
__import__.product_8194512,0,0,0,0
__import__.product_8195842,0,0,0,0
__import__.product_8196037,0,0,0,0
__import__.product_8196043,0,0,0,0
__import__.product_8196066,0,0,0,0
__import__.product_8196072,0,0,0,0
__import__.product_8196149,0,0,0,0
__import__.product_8196250,0,0,0,0
__import__.product_8196451,0,0,0,0
__import__.product_8196617,22,20,2.5,0
__import__.product_8196646,0,0,0,0
__import__.product_8196988,0,0,0,0
__import__.product_8197002,0,0,0,0
__import__.product_8197019,0,0,0,0
__import__.product_8197025,0,0,0,0
__import__.product_8197060,0,0,0,0
__import__.product_8197077,0,0,0,0
__import__.product_8197083,0,0,0,0
__import__.product_8197143,0,0,0,0
__import__.product_8197166,0,0,0,0
__import__.product_8197172,0,0,0,0
__import__.product_8197189,0,0,0,0
__import__.product_8197195,0,0,0,0
__import__.product_8197226,0,0,0,0
__import__.product_8197232,0,0,0,0
__import__.product_8197309,0,0,0,0
__import__.product_8197580,0,0,0,0
__import__.product_8197686,0,0,0,0
__import__.product_8197692,0,0,0,0
__import__.product_8197769,0,0,0,0
__import__.product_8197806,0,0,0,0
__import__.product_8197918,0,0,0,0
__import__.product_8197982,0,0,0,0
__import__.product_8198094,0,0,0,0
__import__.product_8198332,0,0,0,0
__import__.product_8198379,0,0,0,0
__import__.product_8198444,0,0,0,0
__import__.product_8198680,0,0,0,0
__import__.product_8198705,0,0,0,0
__import__.product_8198740,0,0,0,0
__import__.product_8198970,0,0,0,0
__import__.product_8198987,0,0,0,0
__import__.product_8199320,0,0,0,0
__import__.product_8199403,0,0,0,0
__import__.product_8199610,0,0,0,0
__import__.product_8199691,0,0,0,0
__import__.product_8199745,0,0,0,0
__import__.product_8199751,0,0,0,0
__import__.product_8199768,0,0,0,0
__import__.product_8199774,0,0,0,0
__import__.product_8199863,0,0,0,0
__import__.product_8200075,0,0,0,0
__import__.product_8200081,0,0,0,0
__import__.product_8200098,0,0,0,0
__import__.product_8200106,0,0,0,0
__import__.product_8200112,0,0,0,0
__import__.product_8200129,0,0,0,0
__import__.product_8200135,0,0,0,0
__import__.product_8200141,0,0,0,0
__import__.product_8200158,0,0,0,0
__import__.product_8200164,0,0,0,0
__import__.product_8200170,0,0,0,0
__import__.product_8200187,0,0,0,0
__import__.product_8200193,0,0,0,0
__import__.product_8200201,0,0,0,0
__import__.product_8200218,0,0,0,0
__import__.product_8200224,0,0,0,0
__import__.product_8200230,0,0,0,0
__import__.product_8200247,0,0,0,0
__import__.product_8200253,0,0,0,0
__import__.product_8200276,0,0,0,0
__import__.product_8200282,0,0,0,0
__import__.product_8200299,0,0,0,0
__import__.product_8200307,0,0,0,0
__import__.product_8200313,0,0,0,0
__import__.product_8200336,0,0,0,0
__import__.product_8200342,0,0,0,0
__import__.product_8200359,0,0,0,0
__import__.product_8200365,0,0,0,0
__import__.product_8200371,0,0,0,0
__import__.product_8200388,0,0,0,0
__import__.product_8200394,0,0,0,0
__import__.product_8200402,0,0,0,0
__import__.product_8200419,0,0,0,0
__import__.product_8200425,0,0,0,0
__import__.product_8200431,0,0,0,0
__import__.product_8200448,0,0,0,0
__import__.product_8200454,0,0,0,0
__import__.product_8200460,0,0,0,0
__import__.product_8200477,0,0,0,0
__import__.product_8200483,0,0,0,0
__import__.product_8200508,0,0,0,0
__import__.product_8200514,0,0,0,0
__import__.product_8200520,0,0,0,0
__import__.product_8200537,0,0,0,0
__import__.product_8200543,0,0,0,0
__import__.product_8200566,0,0,0,0
__import__.product_8200572,0,0,0,0
__import__.product_8200589,0,0,0,0
__import__.product_8200595,0,0,0,0
__import__.product_8200603,0,0,0,0
__import__.product_8200626,0,0,0,0
__import__.product_8200632,0,0,0,0
__import__.product_8200649,0,0,0,0
__import__.product_8200655,0,0,0,0
__import__.product_8200661,0,0,0,0
__import__.product_8200678,0,0,0,0
__import__.product_8200684,0,0,0,0
__import__.product_8200690,0,0,0,0
__import__.product_8200709,0,0,0,0
__import__.product_8200715,0,0,0,0
__import__.product_8200721,0,0,0,0
__import__.product_8200738,0,0,0,0
__import__.product_8200744,0,0,0,0
__import__.product_8200750,0,0,0,0
__import__.product_8200767,0,0,0,0
__import__.product_8200796,0,0,0,0
__import__.product_8200810,0,0,0,0
__import__.product_8200827,0,0,0,0
__import__.product_8200856,0,0,0,0
__import__.product_8200862,0,0,0,0
__import__.product_8200885,0,0,0,0
__import__.product_8200891,0,0,0,0
__import__.product_8200916,0,0,0,0
__import__.product_8200922,0,0,0,0
__import__.product_8200939,0,0,0,0
__import__.product_8200945,0,0,0,0
__import__.product_8200951,0,0,0,0
__import__.product_8200968,0,0,0,0
__import__.product_8200974,0,0,0,0
__import__.product_8200980,0,0,0,0
__import__.product_8200997,0,0,0,0
__import__.product_8201005,0,0,0,0
__import__.product_8201011,0,0,0,0
__import__.product_8201028,0,0,0,0
__import__.product_8201034,0,0,0,0
__import__.product_8201040,0,0,0,0
__import__.product_8201057,0,0,0,0
__import__.product_8201063,0,0,0,0
__import__.product_8201086,0,0,0,0
__import__.product_8201117,0,0,0,0
__import__.product_8201123,0,0,0,0
__import__.product_8201146,0,0,0,0
__import__.product_8201152,0,0,0,0
__import__.product_8201318,0,0,0,0
__import__.product_8201324,0,0,0,0
__import__.product_8201330,0,0,0,0
__import__.product_8201347,0,0,0,0
__import__.product_8201353,0,0,0,0
__import__.product_8201376,0,0,0,0
__import__.product_8201382,0,0,0,0
__import__.product_8201399,0,0,0,0
__import__.product_8201407,0,0,0,0
__import__.product_8201413,0,0,0,0
__import__.product_8201436,0,0,0,0
__import__.product_8201442,0,0,0,0
__import__.product_8201459,0,0,0,0
__import__.product_8201465,0,0,0,0
__import__.product_8201471,0,0,0,0
__import__.product_8201488,0,0,0,0
__import__.product_8201494,0,0,0,0
__import__.product_8201502,0,0,0,0
__import__.product_8201519,0,0,0,0
__import__.product_8201525,0,0,0,0
__import__.product_8201531,0,0,0,0
__import__.product_8201548,0,0,0,0
__import__.product_8201554,0,0,0,0
__import__.product_8201560,0,0,0,0
__import__.product_8201577,0,0,0,0
__import__.product_8201583,0,0,0,0
__import__.product_8201608,0,0,0,0
__import__.product_8201614,0,0,0,0
__import__.product_8201778,0,0,0,0
__import__.product_8201867,0,0,0,1
__import__.product_8201927,0,0,0,0
__import__.product_8201985,0,0,0,0
__import__.product_8202223,0,0,0,0
__import__.product_8202341,0,0,0,0
__import__.product_8202482,0,0,0,0
__import__.product_8202625,0,0,0,0
__import__.product_8202648,0,0,0,0
__import__.product_8202795,0,0,0,0
__import__.product_8202884,0,0,0,0
__import__.product_8202909,0,0,0,0
__import__.product_8202915,0,0,0,0
__import__.product_8202921,0,0,0,0
__import__.product_8202944,0,0,0,0
__import__.product_8202973,0,0,0,0
__import__.product_8203010,0,0,0,0
__import__.product_8203027,0,0,0,0
__import__.product_8203056,0,0,0,0
__import__.product_8203079,0,0,0,0
__import__.product_8203085,0,0,0,0
__import__.product_8203174,0,0,0,0
__import__.product_8203317,0,0,0,0
__import__.product_8203323,0,0,0,0
__import__.product_8203346,0,0,0,0
__import__.product_8203375,0,0,0,0
__import__.product_8203381,0,0,0,0
__import__.product_8203398,0,0,0,0
__import__.product_8203636,0,0,0,0
__import__.product_8203820,0,0,0,0
__import__.product_8204280,0,0,0,0
__import__.product_8205078,0,0,0,0
__import__.product_8205084,0,0,0,0
__import__.product_8205090,0,0,0,0
__import__.product_8205256,0,0,0,0
__import__.product_8205374,0,0,0,0
__import__.product_8205380,0,0,0,0
__import__.product_8205428,0,0,0,0
__import__.product_8205552,0,0,0,0
__import__.product_8205569,0,0,0,0
__import__.product_8205776,0,0,0,0
__import__.product_8205977,0,0,0,0
__import__.product_8205983,0,0,0,0
__import__.product_8206008,0,0,0,0
__import__.product_8206014,0,0,0,0
__import__.product_8206020,0,0,0,0
__import__.product_8206037,0,0,0,0
__import__.product_8206043,0,0,0,0
__import__.product_8206066,0,0,0,0
__import__.product_8206072,0,0,0,0
__import__.product_8206089,0,0,0,0
__import__.product_8206095,0,0,0,0
__import__.product_8206103,0,0,0,0
__import__.product_8206126,0,0,0,0
__import__.product_8206310,0,0,0,0
__import__.product_8206356,0,0,0,0
__import__.product_8206362,0,0,0,0
__import__.product_8206439,0,0,0,0
__import__.product_8206480,0,0,0,0
__import__.product_8206824,0,0,0,0
__import__.product_8206853,0,0,0,0
__import__.product_8206876,0,0,0,0
__import__.product_8206882,0,0,0,0
__import__.product_8206899,0,0,0,0
__import__.product_8206913,0,0,0,0
__import__.product_8206936,0,0,0,0
__import__.product_8206942,0,0,0,0
__import__.product_8206959,0,0,0,0
__import__.product_8206965,0,0,0,0
__import__.product_8206988,0,0,0,0
__import__.product_8207019,0,0,0,0
__import__.product_8207048,0,0,0,0
__import__.product_8207114,0,0,0,0
__import__.product_8207120,0,0,0,0
__import__.product_8207137,0,0,0,0
__import__.product_8207226,0,0,0,0
__import__.product_8207232,0,0,0,0
__import__.product_8207249,0,0,0,0
__import__.product_8207255,0,0,0,0
__import__.product_8207261,0,0,0,0
__import__.product_8207278,0,0,0,0
__import__.product_8207284,0,0,0,0
__import__.product_8207350,0,0,0,0
__import__.product_8207410,0,0,0,0
__import__.product_8207568,0,0,0,0
__import__.product_8207841,0,0,0,0
__import__.product_8207864,0,0,0,0
__import__.product_8207924,0,0,0,0
__import__.product_8207953,0,0,0,0
__import__.product_8207976,0,0,0,0
__import__.product_8207999,0,0,0,0
__import__.product_8208125,0,0,0,0
__import__.product_8208154,0,0,0,0
__import__.product_8208438,0,0,0,0
__import__.product_8208527,0,0,0,0
__import__.product_8208556,0,0,0,0
__import__.product_8209030,0,0,0,0
__import__.product_8209099,0,0,0,0
__import__.product_8209136,0,0,0,0
__import__.product_8209372,0,0,0,0
__import__.product_8209403,0,0,0,0
__import__.product_8209426,0,0,0,0
__import__.product_8209455,0,0,0,0
__import__.product_8209461,0,0,0,0
__import__.product_8209484,0,0,0,0
__import__.product_8209515,0,0,0,0
__import__.product_8209521,0,0,0,0
__import__.product_8209538,0,0,0,0
__import__.product_8209544,0,0,0,0
__import__.product_8209550,0,0,0,0
__import__.product_8209573,0,0,0,0
__import__.product_8209596,0,0,0,0
__import__.product_8209604,0,0,0,0
__import__.product_8209610,0,0,0,0
__import__.product_8209627,0,0,0,0
__import__.product_8209840,0,0,0,0
__import__.product_8209975,0,0,0,0
__import__.product_8209981,0,0,0,0
__import__.product_8209998,0,0,0,0
__import__.product_8210010,0,0,0,0
__import__.product_8210056,0,0,0,0
__import__.product_8210062,0,0,0,0
__import__.product_8210079,0,0,0,0
__import__.product_8210180,0,0,0,0
__import__.product_8210228,0,0,0,0
__import__.product_8210234,0,0,0,0
__import__.product_8210352,0,0,0,0
__import__.product_8210381,0,0,0,0
__import__.product_8210524,0,0,0,0
__import__.product_8210553,0,0,0,0
__import__.product_8210599,0,0,0,0
__import__.product_8210607,0,0,0,0
__import__.product_8210613,0,0,0,0
__import__.product_8210636,0,0,0,0
__import__.product_8210731,0,0,0,0
__import__.product_8210783,0,0,0,0
__import__.product_8210949,0,0,0,0
__import__.product_8211067,0,0,0,0
__import__.product_8211096,0,0,0,0
__import__.product_8211133,0,0,0,0
__import__.product_8211251,0,0,0,0
__import__.product_8211274,0,0,0,0
__import__.product_8211280,0,0,0,0
__import__.product_8211297,0,0,0,0
__import__.product_8211305,0,0,0,0
__import__.product_8211311,0,0,0,0
__import__.product_8211328,0,0,0,0
__import__.product_8211334,0,0,0,0
__import__.product_8211340,0,0,0,0
__import__.product_8211357,0,0,0,0
__import__.product_8211363,0,0,0,0
__import__.product_8211386,0,0,0,0
__import__.product_8211392,0,0,0,0
__import__.product_8211400,0,0,0,0
__import__.product_8211736,0,0,0,0
__import__.product_8212670,0,0,0,0
__import__.product_8212718,0,0,0,0
__import__.product_8212954,0,0,0,0
__import__.product_8212960,0,0,0,0
__import__.product_8212977,0,0,0,0
__import__.product_8212983,0,0,0,0
__import__.product_8213014,0,0,0,0
__import__.product_8213020,0,0,0,0
__import__.product_8213027,0,0,0,0
__import__.product_8213072,0,0,0,0
__import__.product_8213267,0,0,0,0
__import__.product_8213445,0,0,0,0
__import__.product_8213511,0,0,0,0
__import__.product_8213818,0,0,0,0
__import__.product_8213876,0,0,0,0
__import__.product_8213971,0,0,0,0
__import__.product_8213988,0,0,0,0
__import__.product_8213994,0,0,0,0
__import__.product_8214002,0,0,0,0
__import__.product_8214019,0,0,0,0
__import__.product_8214025,0,0,0,0
__import__.product_8214048,0,0,0,0
__import__.product_8214054,0,0,0,0
__import__.product_8214077,0,0,0,0
__import__.product_8214083,0,0,0,0
__import__.product_8214108,0,0,0,0
__import__.product_8214120,0,0,0,0
__import__.product_8214137,0,0,0,0
__import__.product_8214166,0,0,0,0
__import__.product_8214172,0,0,0,0
__import__.product_8214189,0,0,0,0
__import__.product_8214249,0,0,0,0
__import__.product_8214255,0,0,0,0
__import__.product_8214278,0,0,0,0
__import__.product_8214284,0,0,0,0
__import__.product_8214516,0,0,0,0
__import__.product_8214522,0,0,0,0
__import__.product_8214539,0,0,0,0
__import__.product_8214551,0,0,0,0
__import__.product_8214568,0,0,0,0
__import__.product_8214769,0,0,0,0
__import__.product_8214841,0,0,0,0
__import__.product_8214870,0,0,0,0
__import__.product_8215036,0,0,0,0
__import__.product_8215125,0,0,0,0
__import__.product_8215183,0,0,0,0
__import__.product_8215295,0,0,0,0
__import__.product_8215326,0,0,0,0
__import__.product_8215349,0,0,0,0
__import__.product_8215361,0,0,0,0
__import__.product_8215415,0,0,0,0
__import__.product_8215421,0,0,0,0
__import__.product_8215438,0,0,0,0
__import__.product_8215444,0,0,0,0
__import__.product_8215533,0,0,0,0
__import__.product_8215556,0,0,0,0
__import__.product_8215734,0,0,0,0
__import__.product_8215740,0,0,0,0
__import__.product_8216254,0,0,0,0
__import__.product_8216544,0,0,0,0
__import__.product_8216550,0,0,0,0
__import__.product_8216679,0,0,0,0
__import__.product_8216683,0,0,0,0
__import__.product_8216685,0,0,0,0
__import__.product_8216691,0,0,0,0
__import__.product_8217236,0,0,0,0
__import__.product_8217242,0,0,0,0
__import__.product_8217259,0,0,0,0
__import__.product_8217414,0,0,0,0
__import__.product_8217437,0,0,0,0
__import__.product_8217609,0,0,0,0
__import__.product_8217868,0,0,0,0
__import__.product_8217940,0,0,0,0
__import__.product_8217957,0,0,0,0
__import__.product_8217963,0,0,0,0
__import__.product_8218075,0,0,0,0
__import__.product_8218106,0,0,0,0
__import__.product_8218112,0,0,0,0
__import__.product_8218135,0,0,0,0
__import__.product_8218141,0,0,0,0
__import__.product_8218164,0,0,0,0
__import__.product_8218253,0,0,0,0
__import__.product_8218394,0,0,0,0
__import__.product_8218425,0,0,0,0
__import__.product_8218514,0,0,0,0
__import__.product_8218520,0,0,0,0
__import__.product_8218566,0,0,0,0
__import__.product_8218626,0,0,0,0
__import__.product_8218632,0,0,0,0
__import__.product_8218721,0,0,0,0
__import__.product_8219005,0,0,0,0
__import__.product_8219092,0,0,0,0
__import__.product_8219100,0,0,0,0
__import__.product_8219117,0,0,0,0
__import__.product_8219123,0,0,0,0
__import__.product_8219146,0,0,0,0
__import__.product_8219152,0,0,0,0
__import__.product_8219181,0,0,0,0
__import__.product_8219198,0,0,0,0
__import__.product_8219206,0,0,0,0
__import__.product_8219212,0,0,0,0
__import__.product_8219241,0,0,0,0
__import__.product_8219258,0,0,0,0
__import__.product_8219264,0,0,0,0
__import__.product_8219270,0,0,0,0
__import__.product_8219293,0,0,0,0
__import__.product_8219637,0,0,0,0
__import__.product_8219643,0,0,0,0
__import__.product_8219666,0,0,0,0
__import__.product_8219672,0,0,0,0
__import__.product_8219726,0,0,0,0
__import__.product_8219821,0,0,0,0
__import__.product_8219850,0,0,0,0
__import__.product_8219867,0,0,0,0
__import__.product_8219904,0,0,0,0
__import__.product_8219985,0,0,0,0
__import__.product_8220008,0,0,0,0
__import__.product_8220014,0,0,0,0
__import__.product_8220020,0,0,0,0
__import__.product_8220043,0,0,0,0
__import__.product_8220149,0,0,0,0
__import__.product_8220480,0,0,0,0
__import__.product_8220617,0,0,0,0
__import__.product_8220623,0,0,0,0
__import__.product_8220646,0,0,0,0
__import__.product_8220652,0,0,0,0
__import__.product_8220669,0,0,0,0
__import__.product_8220675,0,0,0,0
__import__.product_8221686,0,0,0,0
__import__.product_8221692,0,0,0,0
__import__.product_8222071,0,0,0,0
__import__.product_8222088,0,0,0,0
__import__.product_8222148,0,0,0,0
__import__.product_8222183,0,0,0,0
__import__.product_8222208,0,0,0,0
__import__.product_8222220,0,0,0,0
__import__.product_8222221,0,0,0,0
__import__.product_8222237,0,0,0,0
__import__.product_8222332,0,0,0,0
__import__.product_8222361,0,0,0,0
__import__.product_8222378,0,0,0,0
__import__.product_8222384,0,0,0,0
__import__.product_8222390,0,0,0,0
__import__.product_8222409,0,0,0,0
__import__.product_8222415,0,0,0,0
__import__.product_8222421,0,0,0,0
__import__.product_8222438,0,0,0,0
__import__.product_8222504,0,0,0,0
__import__.product_8222510,0,0,0,0
__import__.product_8222616,0,0,0,0
__import__.product_8222622,0,0,0,0
__import__.product_8222645,0,0,0,0
__import__.product_8222651,0,0,0,0
__import__.product_8222668,0,0,0,0
__import__.product_8222674,0,0,0,0
__import__.product_8222680,0,0,0,0
__import__.product_8222697,0,0,0,0
__import__.product_8222786,0,0,0,0
__import__.product_8222792,0,0,0,0
__import__.product_8222817,0,0,0,0
__import__.product_8222823,0,0,0,0
__import__.product_8222941,0,0,0,0
__import__.product_8222958,0,0,0,0
__import__.product_8222987,0,0,0,0
__import__.product_8223082,0,0,0,0
__import__.product_8223337,0,0,0,0
__import__.product_8223343,0,0,0,0
__import__.product_8223395,0,0,0,0
__import__.product_8223432,0,0,0,0
__import__.product_8223449,0,0,0,0
__import__.product_8223455,0,0,0,0
__import__.product_8223461,0,0,0,0
__import__.product_8223478,0,0,0,0
__import__.product_8223484,0,0,0,0
__import__.product_8223780,0,0,0,0
__import__.product_8223828,0,0,0,0
__import__.product_8224041,0,0,0,0
__import__.product_8224294,0,0,0,0
__import__.product_8224325,0,0,0,0
__import__.product_8224331,0,0,0,0
__import__.product_8224609,0,0,0,0
__import__.product_8224615,0,0,0,0
__import__.product_8224621,0,0,0,0
__import__.product_8224638,0,0,0,0
__import__.product_8224644,0,0,0,0
__import__.product_8224710,0,0,0,0
__import__.product_8224727,0,0,0,0
__import__.product_8224733,0,0,0,0
__import__.product_8224791,0,0,0,0
__import__.product_8224905,0,0,0,0
__import__.product_8224911,0,0,0,0
__import__.product_8224928,0,0,0,0
__import__.product_8225112,0,0,0,0
__import__.product_8225247,0,0,0,0
__import__.product_8225253,0,0,0,0
__import__.product_8225276,0,0,0,0
__import__.product_8225359,0,0,0,0
__import__.product_8225425,0,0,0,0
__import__.product_8225431,0,0,0,0
__import__.product_8225460,0,0,0,0
__import__.product_8225603,0,0,0,0
__import__.product_8225626,0,0,0,0
__import__.product_8225632,0,0,0,0
__import__.product_8225738,0,0,0,0
__import__.product_8225945,0,0,0,0
__import__.product_8226057,0,0,0,0
__import__.product_8226086,0,0,0,0
__import__.product_8226407,0,0,0,0
__import__.product_8226436,0,0,0,0
__import__.product_8226755,0,0,0,0
__import__.product_8226761,0,0,0,0
__import__.product_8226784,0,0,0,0
__import__.product_8226873,0,0,0,0
__import__.product_8227039,0,0,0,0
__import__.product_8227105,0,0,0,0
__import__.product_8227134,0,0,0,0
__import__.product_8227140,0,0,0,0
__import__.product_8227654,0,0,0,0
__import__.product_8227677,0,0,0,0
__import__.product_8227683,0,0,0,0
__import__.product_8227708,0,0,0,0
__import__.product_8227714,0,0,0,0
__import__.product_8227720,0,0,0,0
__import__.product_8227737,0,0,0,0
__import__.product_8228027,0,0,0,0
__import__.product_8228257,0,0,0,0
__import__.product_8228263,0,0,0,0
__import__.product_8228346,0,0,0,0
__import__.product_8228493,0,0,0,0
__import__.product_8228642,0,0,0,0
__import__.product_8228665,0,0,0,0
__import__.product_8228694,0,0,0,0
__import__.product_8228702,0,0,0,0
__import__.product_8228719,0,0,0,0
__import__.product_8228725,0,0,0,0
__import__.product_8228731,0,0,0,0
__import__.product_8228748,0,0,0,0
__import__.product_8228754,0,0,0,0
__import__.product_8228926,0,0,0,0
__import__.product_8228932,0,0,0,0
__import__.product_8228949,0,0,0,0
__import__.product_8228990,0,0,0,0
__import__.product_8229009,0,0,0,0
__import__.product_8229015,0,0,0,0
__import__.product_8229021,0,0,0,0
__import__.product_8229038,0,0,0,0
__import__.product_8229044,0,0,0,0
__import__.product_8229050,0,0,0,0
__import__.product_8229067,0,0,0,0
__import__.product_8229096,0,0,0,0
__import__.product_8229104,0,0,0,0
__import__.product_8229110,0,0,0,0
__import__.product_8229127,0,0,0,0
__import__.product_8229133,0,0,0,0
__import__.product_8229222,0,0,0,0
__import__.product_8229239,0,0,0,0
__import__.product_8229245,0,0,0,0
