id,standard_price
__import__.product_5039709,26
__import__.product_5039710,26.04
__import__.product_5039711,26.04
__import__.product_5039713,26.04
__import__.product_5039714,26.04
__import__.product_5039715,26.04
__import__.product_5039716,27.36
__import__.product_5039717,32.22
__import__.product_5039718,27.58
__import__.product_5039719,32.22
__import__.product_5039720,27.36
__import__.product_5039721,27.36
__import__.product_5039800,30.24
__import__.product_5039801,30.24
__import__.product_5039802,28.56
__import__.product_5039803,28.56
__import__.product_5039804,28.56
__import__.product_5039805,28.56
__import__.product_5039806,28.56
__import__.product_5039807,28.56
__import__.product_5039808,28.56
__import__.product_5039809,28.56
__import__.product_5039810,34.33
__import__.product_5039811,33.96
__import__.product_5039812,33.96
__import__.product_5039813,33.96
__import__.product_5039814,33.96
__import__.product_5039815,52.44
__import__.product_5039816,33.47
__import__.product_5039817,34.47
__import__.product_5039818,24.13
__import__.product_5039858,31.35
__import__.product_5039900,26.64
__import__.product_5039901,19.33
__import__.product_5039902,15.79
__import__.product_5039903,15.64
__import__.product_5039904,26.64
__import__.product_5039905,15.79
__import__.product_5039906,19.33
__import__.product_5040000,0
__import__.product_5040001,14.2
__import__.product_5040010,40
__import__.product_5040035,17.46
__import__.product_5040042,6
__import__.product_5040061,39
__import__.product_5040093,6.07
__import__.product_5040094,6.74
__import__.product_5040095,2.57
__import__.product_5040096,5.75
__import__.product_5040097,5.75
__import__.product_5040098,4.66
__import__.product_5040099,4.66
__import__.product_5040109,20.06
__import__.product_5040125,34.78
__import__.product_5040195,15.25
__import__.product_5040299,5.35
__import__.product_5040300,7.85
__import__.product_5040301,10.95
__import__.product_5040310,27
__import__.product_5040312,8
__import__.product_5040380,15.43
__import__.product_5040411,102
__import__.product_5040426,1.4
__import__.product_5040428,2.35
__import__.product_5040431,5.5
__import__.product_5040432,6.3
__import__.product_50404437,0
__import__.product_5040454,3.15
__import__.product_5040480,6.14
__import__.product_5040912,33.6
__import__.product_5041008,9.5
__import__.product_5041009,9.53
__import__.product_5041010,48.44
__import__.product_5041011,48.44
__import__.product_5041022,52.36
__import__.product_5041120,652
__import__.product_5041257,7.04
__import__.product_5041323,38.16
__import__.product_5041420,60.68
__import__.product_5041911,23.98
__import__.product_5042051,0.49
__import__.product_5042200,195
__import__.product_5042201,52
__import__.product_5042205,438
__import__.product_5042212,32.82
__import__.product_5042300,172.5
__import__.product_5042500,19.13
__import__.product_5042501,6.01
__import__.product_5042502,13.67
__import__.product_5042503,6.56
__import__.product_5042504,7.65
__import__.product_5042505,9.29
__import__.product_5042506,5.1
__import__.product_5042507,6.01
__import__.product_5042508,6.56
__import__.product_5042509,3.01
__import__.product_5042510,27.33
__import__.product_5042511,46.47
__import__.product_5042512,6.56
__import__.product_5042513,6.56
__import__.product_5042514,12.03
__import__.product_5042515,87.47
__import__.product_5042516,57.4
__import__.product_5042517,57.4
__import__.product_5042518,90.2
__import__.product_5042519,32.8
__import__.product_5042520,15.31
__import__.product_5042521,20.03
__import__.product_5042522,24.21
__import__.product_5042523,12.03
__import__.product_5042524,53.25
__import__.product_5042525,7.65
__import__.product_5042526,30.07
__import__.product_5042527,24.6
__import__.product_5042528,6.56
__import__.product_5042529,6.01
__import__.product_5042530,10.65
__import__.product_5042531,5.32
__import__.product_5042532,5.32
__import__.product_5042533,9.18
__import__.product_5042534,9.18
__import__.product_5042535,4.35
__import__.product_5042536,22.96
__import__.product_5042537,7.11
__import__.product_5042538,5.32
__import__.product_5042539,6.29
__import__.product_5042540,13.67
__import__.product_5042541,16.95
__import__.product_5042542,57.4
__import__.product_5042543,5.32
__import__.product_5042550,38.27
__import__.product_5042800,172.5
__import__.product_5042801,0
__import__.product_5042802,11.56
__import__.product_5042803,21
__import__.product_5042804,95
__import__.product_5042805,8.25
__import__.product_5042810,157
__import__.product_5042811,11
__import__.product_5043061,13
__import__.product_5043268,27
__import__.product_5043270,27
__import__.product_5043274,0.54
__import__.product_5043278,0.54
__import__.product_5043280,0.54
__import__.product_5043282,0.54
__import__.product_5043400,40
__import__.product_5043401,197.94
__import__.product_5043402,280.24
__import__.product_5043445,0.44
__import__.product_5043542,0.44
__import__.product_5043548,0.57
__import__.product_5043550,0.44
__import__.product_5043552,0.44
__import__.product_5043554,0.44
__import__.product_5043555,0.64
__import__.product_5043556,0.56
__import__.product_5043570,185.39
__import__.product_5043666,31.35
__import__.product_5043800,0
__import__.product_5043801,0
__import__.product_5043859,68.67
__import__.product_5043955,3.05
__import__.product_5043961,69.05
__import__.product_5043962,74.96
__import__.product_5044020,105.12
__import__.product_5044142,6.06
__import__.product_5044143,10.99
__import__.product_5044144,36.41
__import__.product_5044770,5.8
__import__.product_5044771,8.4
__import__.product_5044792,1.5
__import__.product_5044876,16.09
__import__.product_5045130,35
__import__.product_5045131,0
__import__.product_5045132,17
__import__.product_5045133,104
__import__.product_5045134,52
__import__.product_5045144,90.22
__import__.product_5045145,157.37
__import__.product_5045146,70.59
__import__.product_5045147,165.46
__import__.product_5045148,192.5
__import__.product_5045149,192.5
__import__.product_5045150,301.94
__import__.product_5045262,0
__import__.product_5046001,118.72
__import__.product_5046002,20.5
__import__.product_5046115,6.88
__import__.product_5046191,21.8
__import__.product_5046543,218.4
__import__.product_5046602,56
__import__.product_5046612,56
__import__.product_5046622,56
__import__.product_5046632,56
__import__.product_5046671,2.35
__import__.product_5046919,9.43
__import__.product_5046987,34.13
__import__.product_5047271,0
__import__.product_5047289,0
__import__.product_5047297,0
__import__.product_5047300,12.87
__import__.product_5047301,42.49
__import__.product_5047305,0
__import__.product_5047343,7.85
__import__.product_5047400,8.71
__import__.product_5047500,88.65
__import__.product_5047951,30.32
__import__.product_5048004,0
__import__.product_5048021,88.4
__import__.product_5048090,3.6
__import__.product_5048204,105.12
__import__.product_5048248,117.5
__import__.product_5048420,130.43
__import__.product_5048790,11.63
__import__.product_5048995,32.55
__import__.product_5048999,32.55
__import__.product_5049069,77.91
__import__.product_5049187,2.71
__import__.product_5049207,3.48
__import__.product_5049211,4.98
__import__.product_5049212,22.63
__import__.product_5049440,26.5
__import__.product_5049521,322.94
__import__.product_5049900,36.48
__import__.product_5049981,0
__import__.product_5050000,2.9
__import__.product_5050012,19.85
__import__.product_5050100,3.3
__import__.product_5050192,62.97
__import__.product_5050197,68.57
__import__.product_5050198,61.18
__import__.product_5050199,2.81
__import__.product_5050385,264
__import__.product_5050386,348.3
__import__.product_5051001,17.2
__import__.product_5051041,2.51
__import__.product_5051421,2.54
__import__.product_5051470,52.7
__import__.product_5051471,2.1
__import__.product_5051479,18.8
__import__.product_5051483,10.95
__import__.product_5051488,23.5
__import__.product_5051630,9.02
__import__.product_5052031,21.38
__import__.product_5052032,22.5
__import__.product_5052033,24
__import__.product_5052035,1.88
__import__.product_5052036,1.88
__import__.product_5052115,0
__import__.product_5052116,2.23
__import__.product_5052210,79.2
__import__.product_5052211,79.2
__import__.product_5052212,79.2
__import__.product_5052221,79.2
__import__.product_5052225,79.2
__import__.product_5052226,79.2
__import__.product_5052231,79.6
__import__.product_5052232,79.2
__import__.product_5052245,79.2
__import__.product_5052265,79.2
__import__.product_5052270,79.2
__import__.product_5052271,79.2
__import__.product_5052272,79.2
__import__.product_5052276,79.2
__import__.product_5052277,79.2
__import__.product_5052296,79.2
__import__.product_5052302,16.79
__import__.product_5052303,16.79
__import__.product_5052304,16.79
__import__.product_5052305,17.99
__import__.product_5052306,21.18
__import__.product_5052312,22.49
__import__.product_5052313,22.49
__import__.product_5052314,22.49
__import__.product_5052315,24.7
__import__.product_5052351,17.5
__import__.product_5052353,17.5
__import__.product_5052355,17.5
__import__.product_5052356,17.5
__import__.product_5052361,17.5
__import__.product_5052362,17.5
__import__.product_5052363,17.5
__import__.product_5052364,17.5
__import__.product_5052365,17.5
__import__.product_5052366,17.5
__import__.product_5052371,17.5
__import__.product_5052372,17.5
__import__.product_5052373,17.5
__import__.product_5052374,17.5
__import__.product_5052375,17.5
__import__.product_5052376,17.5
__import__.product_5052421,15.25
__import__.product_5052422,15.25
__import__.product_5052423,17.22
__import__.product_5052424,15.25
__import__.product_5052425,15.25
__import__.product_5052426,15.25
__import__.product_5052430,13
__import__.product_5052431,16.45
__import__.product_5052434,1.9
__import__.product_5052435,4.15
__import__.product_5052450,18.24
__import__.product_5052451,18.24
__import__.product_5052452,18.24
__import__.product_5052453,18.24
__import__.product_5052454,18.24
__import__.product_5052455,18.24
__import__.product_5052460,18.24
__import__.product_5052461,18.24
__import__.product_5052462,18.24
__import__.product_5052463,18.24
__import__.product_5052464,18.24
__import__.product_5052465,18.24
__import__.product_5052530,71.2
__import__.product_5052540,71.2
__import__.product_5052550,71.2
__import__.product_5052913,87.77
__import__.product_5052914,87.77
__import__.product_5052915,87.77
__import__.product_5052916,87.77
__import__.product_5053111,10.15
__import__.product_5053655,7.58
__import__.product_5054004,7.82
__import__.product_5054025,10.31
__import__.product_5054026,14.66
__import__.product_5054050,3.26
__import__.product_5054055,3.6
__import__.product_5054204,7.82
__import__.product_5054231,106.5
__import__.product_5054799,0
__import__.product_5054807,0
__import__.product_5055060,123.41
__import__.product_5055101,8.43
__import__.product_5055105,874
__import__.product_5055127,79.51
__import__.product_5055143,1.49
__import__.product_5055163,8.43
__import__.product_5055544,57.4
__import__.product_5055548,25.97
__import__.product_5056337,16.12
__import__.product_5056374,0.81
__import__.product_5056375,91.15
__import__.product_5056635,48.82
__import__.product_5056640,60.47
__import__.product_5056713,7.09
__import__.product_5058006,26.16
__import__.product_5058084,4.45
__import__.product_5058086,5.28
__import__.product_5058087,5.98
__import__.product_5058095,5.08
__import__.product_5058106,3.32
__import__.product_5058111,3.28
__import__.product_5058112,3.82
__import__.product_5058113,3.09
__import__.product_5058131,2.46
__import__.product_5058143,2.78
__import__.product_5058181,3.51
__import__.product_5058182,3.51
__import__.product_5058183,3.48
__import__.product_5058184,3.47
__import__.product_5058185,3.38
__import__.product_5058186,4.98
__import__.product_5058199,3.03
__import__.product_5058299,0.43
__import__.product_5058404,2.05
__import__.product_5058406,2.37
__import__.product_5058411,1.93
__import__.product_5058412,2.15
__import__.product_5058413,2.15
__import__.product_5058414,2.21
__import__.product_5058503,1.76
__import__.product_5058504,1.76
__import__.product_5058505,2.01
__import__.product_5058511,1.86
__import__.product_5058512,1.89
__import__.product_5058514,1.82
__import__.product_5058515,2.06
__import__.product_5058516,2.06
__import__.product_5058523,1.86
__import__.product_5058524,2.15
__import__.product_5058673,2.03
__import__.product_5058683,0.79
__import__.product_5058684,0.79
__import__.product_5058685,0.79
__import__.product_5058686,0.79
__import__.product_5058733,0.99
__import__.product_5058735,1.04
__import__.product_5058790,287.48
__import__.product_5058807,1.89
__import__.product_5058811,20.49
__import__.product_5058812,21.02
__import__.product_5058813,21.02
__import__.product_5058814,21.02
__import__.product_5058837,0.82
__import__.product_5058897,1.93
__import__.product_5058898,1.71
__import__.product_5058899,1.71
__import__.product_5058900,1.62
__import__.product_5058902,1.62
__import__.product_5058903,1.84
__import__.product_5058904,1.84
__import__.product_5058905,2.24
__import__.product_5058909,1.71
__import__.product_5058910,1.74
__import__.product_5058911,1.67
__import__.product_5058912,1.67
__import__.product_5058914,1.9
__import__.product_5058915,1.89
__import__.product_5058916,1.9
__import__.product_5058921,1.43
__import__.product_5058922,1.56
__import__.product_5058923,1.69
__import__.product_5058924,1.95
__import__.product_5058952,37.43
__import__.product_5058977,1.76
__import__.product_5058979,2.05
__import__.product_5058980,2.01
__import__.product_5058981,22.07
__import__.product_5058982,2.05
__import__.product_5058983,2.26
__import__.product_5058986,2.01
__import__.product_5058987,2.15
__import__.product_5058988,2.15
__import__.product_5058989,2.24
__import__.product_5059436,160.65
__import__.product_5060000,3
__import__.product_5060022,0.77
__import__.product_5060100,21.17
__import__.product_5060101,21.17
__import__.product_5060102,21.17
__import__.product_5060103,21.17
__import__.product_5060104,21.17
__import__.product_5060107,41.15
__import__.product_5060108,46.72
__import__.product_5060109,29.5
__import__.product_5060115,8.55
__import__.product_5060118,1.92
__import__.product_5060133,21.17
__import__.product_5060399,1.24
__import__.product_5060515,90
__import__.product_5060563,14.74
__import__.product_5060814,103.45
__import__.product_5061004,14.5
__import__.product_5061005,6
__import__.product_5061006,14
__import__.product_5061011,23.5
__import__.product_5061035,20.9
__import__.product_5061273,0
__import__.product_5061274,0
__import__.product_5061275,0
__import__.product_5061299,0
__import__.product_5061305,15
__import__.product_5061906,400
__import__.product_5062001,361.92
__import__.product_5062003,361.92
__import__.product_5062006,0.33
__import__.product_5062007,1.7
__import__.product_5062008,1.7
__import__.product_5062009,1.54
__import__.product_5062010,1.54
__import__.product_5062011,2.33
__import__.product_5062015,21.26
__import__.product_5062016,20.08
__import__.product_5062025,9.02
__import__.product_5062305,23.92
__import__.product_5062551,2.68
__import__.product_5062616,13.18
__import__.product_5062617,14.03
__import__.product_5062718,1.85
__import__.product_5062726,3.26
__import__.product_5063114,2.49
__import__.product_5063150,3.47
__import__.product_5063201,2.13
__import__.product_5063283,6
__import__.product_5063344,12
__import__.product_5063500,5.44
__import__.product_5063901,4.96
__import__.product_5063902,6.86
__import__.product_5063903,3.48
__import__.product_5063904,3.7
__import__.product_5063905,6.28
__import__.product_5063906,6.6
__import__.product_5063907,10.56
__import__.product_5063910,18.8
__import__.product_5063911,26.33
__import__.product_5063912,32.86
__import__.product_5063915,15.3
__import__.product_5063916,15.72
__import__.product_5063920,12.22
__import__.product_5063925,9.19
__import__.product_5063927,7.7
__import__.product_5063931,6.86
__import__.product_5063932,11.09
__import__.product_5063935,16.02
__import__.product_5063936,22.12
__import__.product_5063939,6.34
__import__.product_5063941,4.75
__import__.product_5063942,6.34
__import__.product_5063952,34.44
__import__.product_5063953,1.43
__import__.product_5063954,1.43
__import__.product_5063955,1.43
__import__.product_5063956,1.43
__import__.product_5063957,1.43
__import__.product_5063958,1.43
__import__.product_5063960,4.98
__import__.product_5063961,6.65
__import__.product_5063962,6.65
__import__.product_5063963,6.65
__import__.product_5063964,4.09
__import__.product_5063965,4.09
__import__.product_5063966,4.09
__import__.product_5063969,4.22
__import__.product_5063970,4.77
__import__.product_5063971,1.38
__import__.product_5063978,4.07
__import__.product_5063979,2.44
__import__.product_5063995,3.69
__import__.product_5064035,14.29
__import__.product_5064036,34.78
__import__.product_5064037,1.38
__import__.product_5064076,14.95
__import__.product_5064464,7.57
__import__.product_5064465,6.05
__import__.product_5064715,35.59
__import__.product_5065361,61.06
__import__.product_5065562,27.06
__import__.product_5065563,48.56
__import__.product_5065564,83.32
__import__.product_5065565,16.64
__import__.product_5065717,6.17
__import__.product_5065831,1.43
__import__.product_5065832,1.43
__import__.product_5065833,13.68
__import__.product_5065906,205.34
__import__.product_5065911,361.17
__import__.product_5065996,0.5
__import__.product_5065997,0.74
__import__.product_5066094,10.33
__import__.product_5066943,13.68
__import__.product_5067070,6.02
__import__.product_5067071,2.17
__import__.product_5067072,3
__import__.product_5067073,4.89
__import__.product_5067076,3.31
__import__.product_5067078,8
__import__.product_5067405,690
__import__.product_5068062,49
__import__.product_5068509,34.48
__import__.product_5068510,59.91
__import__.product_5068511,100.54
__import__.product_5068526,9.83
__import__.product_5068527,13.89
__import__.product_5068577,1.92
__import__.product_5068725,8.95
__import__.product_5068727,26.95
__import__.product_5068757,106.42
__import__.product_5070003,21.34
__import__.product_5070006,176.08
__import__.product_5070015,75
__import__.product_5070050,15.17
__import__.product_5070051,20.45
__import__.product_5070226,0
__import__.product_5070295,60
__import__.product_5070403,41.31
__import__.product_5070683,47.42
__import__.product_5070809,110
__import__.product_50709505,8.24
__import__.product_5071012,29.85
__import__.product_5071035,25.47
__import__.product_5071037,31.32
__import__.product_5071133,50.68
__import__.product_5071134,50.68
__import__.product_5071135,50.68
__import__.product_5071232,58.68
__import__.product_5071984,2.71
__import__.product_5072624,39
__import__.product_5072999,6.54
__import__.product_5073360,0
__import__.product_5073378,2.77
__import__.product_5073394,1.22
__import__.product_5073431,20.16
__import__.product_5073460,19.13
__import__.product_5073461,17.5
__import__.product_5073462,10.95
__import__.product_5074031,20.3
__import__.product_5074091,33.92
__import__.product_5074200,4.04
__import__.product_5074564,12.96
__import__.product_5074578,39.42
__import__.product_5075061,274.5
__import__.product_5075068,7.71
__import__.product_5075685,8.79
__import__.product_5076650,9.54
__import__.product_5076651,0.9
__import__.product_5077016,13.59
__import__.product_5077046,11.2
__import__.product_5077305,2.43
__import__.product_5077501,39.5
__import__.product_5077511,6.7
__import__.product_5077513,4.85
__import__.product_5077521,4.5
__import__.product_5077527,4.55
__import__.product_5077530,2.3
__import__.product_5077535,2.7
__import__.product_5077540,2.15
__import__.product_5077603,1.48
__import__.product_5077612,6.76
__import__.product_5077613,6.76
__import__.product_5077614,6.76
__import__.product_5077615,6.76
__import__.product_5077616,6.76
__import__.product_5078001,17.2
__import__.product_5078002,17.2
__import__.product_5078003,17.2
__import__.product_5078004,17.2
__import__.product_5078021,0.88
__import__.product_5078022,1.5
__import__.product_5078023,2.12
__import__.product_5078026,0.97
__import__.product_5078031,23.82
__import__.product_5078032,21.54
__import__.product_5078070,2.06
__import__.product_5078402,10.24
__import__.product_5079027,0.66
__import__.product_5079028,1.32
__import__.product_5079029,2.63
__import__.product_5080002,22.08
__import__.product_5080006,17.53
__import__.product_5080008,19.53
__import__.product_5080009,29.4
__import__.product_5080010,24.23
__import__.product_5080011,28.91
__import__.product_5080012,3.03
__import__.product_5080015,0.81
__import__.product_5080025,0.53
__import__.product_5080026,0.7
__import__.product_5080027,0.82
__import__.product_5080028,1.21
__import__.product_5080030,1.82
__import__.product_5080046,3.09
__import__.product_5080047,4.56
__import__.product_5080048,6.09
__import__.product_5080049,7.56
__import__.product_5080102,25.1
__import__.product_5080104,35.1
__import__.product_5080120,3.6
__import__.product_5080252,4.1
__import__.product_5080300,76.5
__import__.product_5080301,54
__import__.product_5080342,4.87
__import__.product_5080401,46.75
__import__.product_5080402,146.25
__import__.product_5080403,46.75
__import__.product_5080404,197.2
__import__.product_5080411,20.4
__import__.product_5080415,14.4
__import__.product_5080422,39.75
__import__.product_5080425,89.26
__import__.product_5080426,37.5
__import__.product_5080431,99.5
__import__.product_5080441,150
__import__.product_5080451,17.4
__import__.product_5080453,114
__import__.product_5080460,5.7
__import__.product_5080461,27.2
__import__.product_5080462,24
__import__.product_5080465,79
__import__.product_5080471,16.5
__import__.product_5080505,65
__import__.product_5080801,6.5
__import__.product_5081150,97.17
__import__.product_5081202,1.6
__import__.product_5081205,1.6
__import__.product_5081208,1.6
__import__.product_5081310,1.6
__import__.product_5081541,73.58
__import__.product_5081600,1215
__import__.product_5081975,2000
__import__.product_5082001,32.94
__import__.product_5082002,36.68
__import__.product_5082003,41.03
__import__.product_5082004,44.35
__import__.product_5082100,50.68
__import__.product_5082103,50.68
__import__.product_5082104,50.68
__import__.product_5082199,8
__import__.product_5082200,8
__import__.product_5082201,20.25
__import__.product_5082202,20.25
__import__.product_5082203,20.25
__import__.product_5082204,20.25
__import__.product_5082205,20.25
__import__.product_5082206,20.25
__import__.product_5082301,40
__import__.product_5082302,116
__import__.product_5082303,46
__import__.product_5082305,50
__import__.product_5082401,207.5
__import__.product_5082422,227.97
__import__.product_5082523,219.2
__import__.product_5082524,227.97
__import__.product_5082525,227.97
__import__.product_5084001,2.78
__import__.product_5084005,5.38
__import__.product_5084012,5.41
__import__.product_5084013,8.24
__import__.product_5084015,4.89
__import__.product_5085003,4.1
__import__.product_5085216,0.85
__import__.product_5085217,1.7
__import__.product_5085218,5.08
__import__.product_5085231,3.42
__import__.product_5085250,10.36
__import__.product_5085255,11.02
__import__.product_5085478,28
__import__.product_5086015,62.05
__import__.product_5086075,460.08
__import__.product_5086241,510.48
__import__.product_5086517,93.6
__import__.product_5086520,107.9
__import__.product_5086889,4.9
__import__.product_5086890,10.8
__import__.product_5087101,0.32
__import__.product_5087102,0.23
__import__.product_5087104,0.23
__import__.product_5087105,0.28
__import__.product_5087107,0.53
__import__.product_5087120,0.68
__import__.product_5087121,0.68
__import__.product_5087153,0.42
__import__.product_5087204,0.25
__import__.product_5087205,0.31
__import__.product_5087206,0.35
__import__.product_5087210,0.05
__import__.product_5087215,0.06
__import__.product_5087230,0.07
__import__.product_5087234,0.53
__import__.product_5087235,2.47
__import__.product_5087240,0.2
__import__.product_5087262,0.27
__import__.product_5087263,0.31
__import__.product_5087301,0.19
__import__.product_5087302,0.32
__import__.product_5087304,0.4
__import__.product_5087308,0.35
__import__.product_5087309,0.43
__import__.product_5087311,0.44
__import__.product_5087312,0.08
__import__.product_5087313,0.07
__import__.product_5087314,0.62
__import__.product_5087315,0.13
__import__.product_5087321,0.22
__import__.product_5087322,0.21
__import__.product_5087323,0.21
__import__.product_5087327,0.12
__import__.product_5087328,0.04
__import__.product_5087341,0.16
__import__.product_5087342,0.17
__import__.product_5087343,0.14
__import__.product_5087344,0.2
__import__.product_5087345,0.25
__import__.product_5087377,0.72
__import__.product_5087378,0.94
__import__.product_5087379,1.84
__import__.product_5090039,45.06
__import__.product_5090166,8.12
__import__.product_5090297,0
__import__.product_5090313,50.15
__import__.product_5090321,24.57
__import__.product_5090339,13.42
__import__.product_5090354,39.01
__import__.product_5090362,22.74
__import__.product_5090909,910
__import__.product_5091003,10.58
__import__.product_5091004,9.53
__import__.product_5091144,6.61
__import__.product_5091145,6.61
__import__.product_5091146,6.61
__import__.product_5091153,37.06
__import__.product_5091155,4.95
__import__.product_5091156,5.1
__import__.product_5091157,5.4
__import__.product_5091158,7.05
__import__.product_5091165,9.49
__import__.product_5091166,5.94
__import__.product_5091167,9.49
__import__.product_5091586,0
__import__.product_5091916,17.64
__import__.product_5091920,3.9
__import__.product_5093509,1.74
__import__.product_5093630,11.5
__import__.product_5093631,29
__import__.product_5094113,42.72
__import__.product_5095830,12.06
__import__.product_5097003,2000
__import__.product_5097275,13.16
__import__.product_5097631,9.91
__import__.product_5098711,3000
__import__.product_5099020,9.41
__import__.product_5100000,110.3
__import__.product_5100001,180
__import__.product_5100002,32
__import__.product_5100003,16
__import__.product_5100005,236.8
__import__.product_5100006,34
__import__.product_5100008,56.38
__import__.product_5100009,11.65
__import__.product_5100010,4.39
__import__.product_5100012,450
__import__.product_5100032,33.03
__import__.product_5100034,41.05
__import__.product_5100036,44.73
__import__.product_5100038,71.03
__import__.product_5100081,78.65
__import__.product_5100100,2000
__import__.product_5100105,28.8
__import__.product_5100120,3.9
__import__.product_5100200,2900
__import__.product_5100201,12.24
__import__.product_5100202,600
__import__.product_5100253,18.2
__import__.product_5100311,99.45
__import__.product_5100312,95.2
__import__.product_5100370,3567.52
__import__.product_5100409,56.11
__import__.product_5100410,93.52
__import__.product_5100414,64.13
__import__.product_5100432,38.12
__import__.product_5100490,1.48
__import__.product_5100530,50.04
__import__.product_5100531,45.86
__import__.product_5100533,56.52
__import__.product_5100534,65.2
__import__.product_5100555,23.55
__import__.product_5100600,9.03
__import__.product_5100709,17.9
__import__.product_5100710,17.9
__import__.product_5100720,850
__import__.product_5100721,70
__import__.product_5100765,2.19
__import__.product_5100771,297
__import__.product_5100781,449.4
__import__.product_5100798,0.4
__import__.product_5100799,0.65
__import__.product_5100809,5.82
__import__.product_5100920,107.58
__import__.product_5100921,110.22
__import__.product_5100980,450
__import__.product_5100990,1574
__import__.product_5100995,1253.75
__import__.product_5101002,10
__import__.product_5101004,10
__import__.product_5101025,1.75
__import__.product_5101041,32.18
__import__.product_5101042,32.18
__import__.product_5101043,66.8
__import__.product_5101044,66.8
__import__.product_5101045,75.14
__import__.product_5101046,36.77
__import__.product_5101060,15.76
__import__.product_5101061,15.76
__import__.product_5101062,15.76
__import__.product_5101066,18.85
__import__.product_5101067,18.85
__import__.product_5101100,200
__import__.product_5101218,117.01
__import__.product_5101250,65.25
__import__.product_5101255,13.01
__import__.product_5101320,162.5
__import__.product_5101411,25
__import__.product_5101500,4
__import__.product_5101512,18.74
__import__.product_5101519,16.87
__import__.product_5101525,11.24
__import__.product_5101624,0.69
__import__.product_5101760,122.55
__import__.product_5102000,32.34
__import__.product_5102021,6.09
__import__.product_5102038,8.53
__import__.product_5102064,2143
__import__.product_5102120,3.08
__import__.product_5102121,3.83
__import__.product_5102122,4.26
__import__.product_5102144,73.5
__import__.product_5102146,73.5
__import__.product_5102206,45
__import__.product_5102208,45
__import__.product_5102209,45
__import__.product_5102211,45
__import__.product_5102294,215.34
__import__.product_5102360,8.95
__import__.product_5102630,73.5
__import__.product_5102634,73.5
__import__.product_5102750,7.5
__import__.product_5102760,7.5
__import__.product_5102812,45
__import__.product_5102822,45
__import__.product_5102827,50
__import__.product_5102828,68.24
__import__.product_5103000,27.64
__import__.product_5103012,110.14
__import__.product_5103014,3.99
__import__.product_5103065,105.3
__import__.product_5103080,471.14
__import__.product_5103125,1476.72
__import__.product_5103130,1443.6
__import__.product_5103170,117.36
__import__.product_5103300,12.37
__import__.product_5103425,51
__import__.product_5103476,4.24
__import__.product_5103477,4.61
__import__.product_5103995,12.84
__import__.product_5103996,11.42
__import__.product_5103999,7.57
__import__.product_5104005,17.49
__import__.product_5104012,8.39
__import__.product_5104013,8.39
__import__.product_5104016,16.09
__import__.product_5104022,11.89
__import__.product_5104070,10.27
__import__.product_5104071,135.49
__import__.product_5104072,35.69
__import__.product_5104073,35.69
__import__.product_5104074,35.69
__import__.product_5104075,35.69
__import__.product_5104076,35.69
__import__.product_5104475,129
__import__.product_5104503,11.05
__import__.product_5104504,11.05
__import__.product_5104520,48
__import__.product_5104535,610.9
__import__.product_5104609,0
__import__.product_5104800,12.16
__import__.product_5104801,41.66
__import__.product_5105000,12.79
__import__.product_5105059,14.7
__import__.product_5105060,14.7
__import__.product_5105061,15.2
__import__.product_5105066,13.3
__import__.product_5105067,13.3
__import__.product_5105068,13.3
__import__.product_5105069,15.48
__import__.product_5105073,34
__import__.product_5105080,21.1
__import__.product_5105085,21.31
__import__.product_5105100,11.88
__import__.product_5105101,2320.5
__import__.product_5105102,132.6
__import__.product_5105121,13.86
__import__.product_5105155,1.38
__import__.product_5105200,30.4
__import__.product_5105300,22.53
__import__.product_5105403,1.38
__import__.product_5105408,82.63
__import__.product_5105410,86.09
__import__.product_5105412,45.15
__import__.product_5105415,28.71
__import__.product_5105418,40.36
__import__.product_5105420,45.49
__import__.product_5105422,46.16
__import__.product_5105511,12.23
__import__.product_5105512,22.31
__import__.product_5105607,16.2
__import__.product_5105620,73.5
__import__.product_5105622,73.5
__import__.product_5105623,73.5
__import__.product_5105624,73.5
__import__.product_5105627,73.5
__import__.product_5105630,73.5
__import__.product_5105800,193.12
__import__.product_5105803,81.9
__import__.product_5105806,81.9
__import__.product_5105809,81.9
__import__.product_5105829,73.5
__import__.product_5105831,73.5
__import__.product_5105832,73.5
__import__.product_5105835,73.5
__import__.product_5105839,73.5
__import__.product_5105840,73.5
__import__.product_5105904,19.89
__import__.product_5106004,4.07
__import__.product_5106024,20.59
__import__.product_5106046,3.25
__import__.product_5106054,7.81
__import__.product_5106061,1029
__import__.product_5106110,17.25
__import__.product_5106200,17.25
__import__.product_5106205,28.71
__import__.product_5106307,58.03
__import__.product_5106320,10.87
__import__.product_5106321,305.1
__import__.product_5106322,247.2
__import__.product_5106323,15
__import__.product_5106324,79.55
__import__.product_5106325,9.25
__import__.product_5106326,75.65
__import__.product_5106330,192.4
__import__.product_5106335,217.7
__import__.product_5107000,225
__import__.product_5107010,6.55
__import__.product_5107020,65.5
__import__.product_5107110,4.54
__import__.product_5107111,6.14
__import__.product_5107140,7.38
__import__.product_5107142,3.45
__import__.product_5107144,4.05
__import__.product_5107146,6.27
__import__.product_5107148,4.96
__import__.product_5107150,6.67
__import__.product_5107152,6.52
__import__.product_5107154,7.45
__import__.product_5107509,8.71
__import__.product_5108000,845
__import__.product_5108100,183.75
