id,width,depth,length,default_code
__import__.product_0137596,0,0,0,0137596
__import__.product_0137844,0,0,0,0137844
__import__.product_0137951,0,0,0,0137951
__import__.product_0138420,0,0,0,0138420
__import__.product_0138859,0,0,0,0138859
__import__.product_0138860,0,0,0,0138860
__import__.product_0138861,0,0,0,0138861
__import__.product_0139410,0,0,0,0139410
__import__.product_0139592,0,0,0,0139592
__import__.product_0139865,0,0,0,0139865
__import__.product_0140293,0,0,0,0140293
__import__.product_0141598,0,0,0,0141598
__import__.product_0142836,0,0,0,0142836
__import__.product_0143842,0,0,0,0143842
__import__.product_0145896,0,0,0,0145896
__import__.product_0153072,0,0,0,0153072
__import__.product_0154468,0,0,0,0154468
__import__.product_0154740,0,0,0,0154740
__import__.product_0155663,0,0,0,0155663
__import__.product_0155960,0,0,0,0155960
__import__.product_0161877,0,0,0,0161877
__import__.product_0163220,0,0,0,0163220
__import__.product_0164244,0,0,0,0164244
__import__.product_0164459,0,0,0,0164459
__import__.product_0164657,0,0,0,0164657
__import__.product_0165670,0,0,0,0165670
__import__.product_0168612,0,0,0,0168612
__import__.product_0173559,0,0,0,0173559
__import__.product_0173765,0,0,0,0173765
__import__.product_0175641,0,0,0,0175641
__import__.product_0176451,0,0,0,0176451
__import__.product_0179648,0,0,0,0179648
__import__.product_0180502,0,0,0,0180502
__import__.product_0180506,0,0,0,0180506
__import__.product_0180509,0,0,0,0180509
__import__.product_0181263,0,0,0,0181263
__import__.product_0182360,0,0,0,0182360
__import__.product_0185132,0,0,0,0185132
__import__.product_0185140,0,0,0,0185140
__import__.product_0185686,0,0,0,0185686
__import__.product_0188038,0,0,0,0188038
__import__.product_0191353,0,0,0,0191353
__import__.product_0193453,0,0,0,0193453
__import__.product_0198036,0,0,0,0198036
__import__.product_0198069,0,0,0,0198069
__import__.product_0198200,0,0,0,0198200
__import__.product_0202184,0,0,0,0202184
__import__.product_0221762,0,0,0,0221762
__import__.product_0223024,5.20,9.90,5.20,0223024
__import__.product_0226175,0,0,0,0226175
__import__.product_0226183,0,0,0,0226183
__import__.product_0231381,0,0,0,0231381
__import__.product_0231431,0,0,0,0231431
__import__.product_0233866,0,0,0,0233866
__import__.product_0235044,0,0,0,0235044
__import__.product_0236083,0,0,0,0236083
__import__.product_0240663,0,0,0,0240663
__import__.product_0241745,0,0,0,0241745
__import__.product_0242263,0,0,0,0242263
__import__.product_0242750,0,0,0,0242750
__import__.product_0244160,0,0,0,0244160
__import__.product_0244228,0,0,0,0244228
__import__.product_0245399,0,0,0,0245399
__import__.product_0245423,0,0,0,0245423
__import__.product_0245431,0,0,0,0245431
__import__.product_0245449,0,0,0,0245449
__import__.product_0245720,0,0,0,0245720
__import__.product_0246546,0,0,0,0246546
__import__.product_0246884,0,0,0,0246884
__import__.product_0247130,0,0,0,0247130
__import__.product_0249409,0,0,0,0249409
__import__.product_0249623,0,0,0,0249623
__import__.product_0249656,5.20,9.80,5.20,0249656
__import__.product_0249961,4.70,8.80,4.70,0249961
__import__.product_0250779,0,0,0,0250779
__import__.product_0251272,0,0,0,0251272
__import__.product_0251298,0,0,0,0251298
__import__.product_0251454,0,0,0,0251454
__import__.product_0252411,7.50,7.40,10.30,0252411
__import__.product_0253336,0,0,0,0253336
__import__.product_0253400,0,0,0,0253400
__import__.product_0253641,0,0,0,0253641
__import__.product_0256834,0,0,0,0256834
__import__.product_0257121,0,0,0,0257121
__import__.product_0260489,0,0,0,0260489
__import__.product_0260612,6.50,2.60,11.60,0260612
__import__.product_0260942,0,0,0,0260942
__import__.product_0260943,0,0,0,0260943
__import__.product_0261263,0,0,0,0261263
__import__.product_0262113,0,0,0,0262113
__import__.product_0262527,0,0,0,0262527
__import__.product_0263079,0,0,0,0263079
__import__.product_0263293,0,0,0,0263293
__import__.product_0263509,0,0,0,0263509
__import__.product_0264739,0,0,0,0264739
__import__.product_0265660,0,0,0,0265660
__import__.product_0266791,0,0,0,0266791
__import__.product_0268664,0,0,0,0268664
__import__.product_0268771,0,0,0,0268771
__import__.product_0269050,8.30,22.50,8.30,0269050
__import__.product_0269224,4.60,13.90,4.60,0269224
__import__.product_0273219,0,0,0,0273219
__import__.product_0273581,0,0,0,0273581
__import__.product_0273979,0,0,0,0273979
__import__.product_0274720,0,0,0,0274720
__import__.product_0275289,0,0,0,0275289
__import__.product_0275362,0,0,0,0275362
__import__.product_0275438,0,0,0,0275438
__import__.product_0275461,0,0,0,0275461
__import__.product_0276005,0,0,0,0276005
__import__.product_0276436,4.00,11.50,4.00,0276436
__import__.product_0277020,0,0,0,0277020
__import__.product_0278101,6.50,2.40,11.70,0278101
__import__.product_0278333,6.50,2.40,11.70,0278333
__import__.product_0278424,0,0,0,0278424
__import__.product_0280016,6.30,6.40,12.50,0280016
__import__.product_0280537,0,0,0,0280537
__import__.product_0283507,0,0,0,0283507
__import__.product_0283580,0,0,0,0283580
__import__.product_0284109,0,0,0,0284109
__import__.product_0284133,0,0,0,0284133
__import__.product_0285080,0,0,0,0285080
__import__.product_0286450,0,0,0,0286450
__import__.product_0287466,0,0,0,0287466
__import__.product_0289025,6.70,14.30,6.70,0289025
__import__.product_0289066,0,0,0,0289066
__import__.product_0290155,0,0,0,0290155
__import__.product_0290627,0,0,0,0290627
__import__.product_0290668,0,0,0,0290668
__import__.product_0291195,0,0,0,0291195
__import__.product_0292169,0,0,0,0292169
__import__.product_0294306,9.70,5.60,14.30,0294306
__import__.product_0297382,0,0,0,0297382
__import__.product_0297606,0,0,0,0297606
__import__.product_0298182,0,0,0,0298182
__import__.product_0298380,0,0,0,0298380
__import__.product_0298513,0,0,0,0298513
__import__.product_0298778,0,0,0,0298778
__import__.product_0299461,0,0,0,0299461
__import__.product_0300111,0,0,0,0300111
__import__.product_0301017,0,0,0,0301017
__import__.product_0301018,0,0,0,0301018
__import__.product_0301085,0,0,0,0301085
__import__.product_0307306,0,0,0,0307306
__import__.product_0311126,0,0,0,0311126
__import__.product_0315689,0,0,0,0315689
__import__.product_0318240,0,0,0,0318240
__import__.product_0320121,0,0,0,0320121
__import__.product_0320124,0,0,0,0320124
__import__.product_0320139,0,0,0,0320139
__import__.product_0320368,12.40,17.80,3.20,0320368
__import__.product_0321471,0,0,0,0321471
__import__.product_0321620,0,0,0,0321620
__import__.product_0322164,4.60,8.20,4.60,0322164
__import__.product_0323972,0,0,0,0323972
__import__.product_0324087,0,0,0,0324087
__import__.product_0324210,0,0,0,0324210
__import__.product_0324921,0,0,0,0324921
__import__.product_0324954,0,0,0,0324954
__import__.product_0326819,0,0,0,0326819
__import__.product_0329169,0,0,0,0329169
__import__.product_0332908,0,0,0,0332908
__import__.product_0338707,0,0,0,0338707
__import__.product_0339028,0,0,0,0339028
__import__.product_0342899,0,0,0,0342899
__import__.product_0343400,0,0,0,0343400
__import__.product_0344101,0,0,0,0344101
__import__.product_0345074,0,0,0,0345074
__import__.product_0345116,0,0,0,0345116
__import__.product_0350700,0,0,0,0350700
__import__.product_0350710,0,0,0,0350710
__import__.product_0355057,0,0,0,0355057
__import__.product_0358697,0,0,0,0358697
__import__.product_0365510,6.50,2.40,11.70,0365510
__import__.product_0368209,0,0,0,0368209
__import__.product_0370320,0,0,0,0370320
__import__.product_0370577,0,0,0,0370577
__import__.product_0370734,0,0,0,0370734
__import__.product_0370775,0,0,0,0370775
__import__.product_0371120,0,0,0,0371120
__import__.product_0376251,6.70,5.40,9.30,0376251
__import__.product_0376541,0,0,0,0376541
__import__.product_0376871,0,0,0,0376871
__import__.product_0379578,0,0,0,0379578
__import__.product_0379826,0,0,0,0379826
__import__.product_0379834,0,0,0,0379834
__import__.product_0380261,0,0,0,0380261
__import__.product_0380444,0,0,0,0380444
__import__.product_0382663,0,0,0,0382663
__import__.product_0382689,0,0,0,0382689
__import__.product_0382739,0,0,0,0382739
__import__.product_0382861,0,0,0,0382861
__import__.product_0382911,0,0,0,0382911
__import__.product_0383133,0,0,0,0383133
__import__.product_0383141,0,0,0,0383141
__import__.product_0383257,0,0,0,0383257
__import__.product_0383422,5.70,6.20,5.90,0383422
__import__.product_0383430,9.70,6.30,10.20,0383430
__import__.product_0383737,0,0,0,0383737
__import__.product_0383885,0,0,0,0383885
__import__.product_0384677,0,0,0,0384677
__import__.product_0385658,0,0,0,0385658
__import__.product_0386185,0,0,0,0386185
__import__.product_0387134,9.40,23.40,9.40,0387134
__import__.product_0389676,0,0,0,0389676
__import__.product_0390435,0,0,0,0390435
__import__.product_0391177,0,0,0,0391177
__import__.product_0391292,0,0,0,0391292
__import__.product_0391441,12.50,12.10,32.50,0391441
__import__.product_0392043,0,0,0,0392043
__import__.product_0392761,6.30,7.40,6.90,0392761
__import__.product_0392779,7.60,7.20,15.40,0392779
__import__.product_0392902,0,0,0,0392902
__import__.product_0393223,0,0,0,0393223
__import__.product_0393249,0,0,0,0393249
__import__.product_0393421,39.50,25.50,58.30,0393421
__import__.product_0393751,0,0,0,0393751
__import__.product_0393777,0,0,0,0393777
__import__.product_0397471,0,0,0,0397471
__import__.product_0397539,0,0,0,0397539
__import__.product_0398149,0,0,0,0398149
__import__.product_0398610,0,0,0,0398610
__import__.product_0399139,0,0,0,0399139
__import__.product_0399204,0,0,0,0399204
__import__.product_0399493,0,0,0,0399493
__import__.product_0399782,7.00,1.50,11.00,0399782
__import__.product_0399923,10.40,3.20,16.70,0399923
__import__.product_0404383,0,0,0,0404383
__import__.product_0427773,0,0,0,0427773
__import__.product_0428474,0,0,0,0428474
__import__.product_0430892,0,0,0,0430892
__import__.product_0431007,0,0,0,0431007
__import__.product_0431486,0,0,0,0431486
__import__.product_0431494,0,0,0,0431494
__import__.product_0432260,0,0,0,0432260
__import__.product_0432542,0,0,0,0432542
__import__.product_0433029,0,0,0,0433029
__import__.product_0433276,0,0,0,0433276
__import__.product_0433763,0,0,0,0433763
__import__.product_0435552,0,0,0,0435552
__import__.product_0436824,0,0,0,0436824
__import__.product_0438037,0,0,0,0438037
__import__.product_0439190,0,0,0,0439190
__import__.product_0444166,0,0,0,0444166
__import__.product_0444190,0,0,0,0444190
__import__.product_0445478,0,0,0,0445478
__import__.product_0447706,0,0,0,0447706
__import__.product_0449967,0,0,0,0449967
__import__.product_0450007,0,0,0,0450007
__import__.product_0450270,0,0,0,0450270
__import__.product_0450544,7.60,5.00,12.20,0450544
__import__.product_0450767,10.70,4.70,14.30,0450767
__import__.product_0451328,0,0,0,0451328
__import__.product_0452789,17.00,3.70,11.40,0452789
__import__.product_0452805,14.10,16.80,2.80,0452805
__import__.product_0453480,0,0,0,0453480
__import__.product_0455170,7.70,13.90,7.70,0455170
__import__.product_0456731,0,0,0,0456731
__import__.product_0457002,0,0,0,0457002
__import__.product_0457820,0,0,0,0457820
__import__.product_0457878,0,0,0,0457878
__import__.product_0457879,0,0,0,0457879
__import__.product_0458091,0,0,0,0458091
__import__.product_0458133,0,0,0,0458133
__import__.product_0458174,0,0,0,0458174
__import__.product_0458307,7.80,4.00,9.40,0458307
__import__.product_0458372,0,0,0,0458372
__import__.product_0458430,0,0,0,0458430
__import__.product_0458505,0,0,0,0458505
__import__.product_0459537,0,0,0,0459537
__import__.product_0460050,0,0,0,0460050
__import__.product_0460394,0,0,0,0460394
__import__.product_0461103,0,0,0,0461103
__import__.product_0461624,0,0,0,0461624
__import__.product_0466086,0,0,0,0466086
__import__.product_0466110,0,0,0,0466110
__import__.product_0466334,0,0,0,0466334
__import__.product_0466524,0,0,0,0466524
__import__.product_0466904,0,0,0,0466904
__import__.product_0466920,0,0,0,0466920
__import__.product_0467050,0,0,0,0467050
__import__.product_0467076,0,0,0,0467076
__import__.product_0467233,0,0,0,0467233
__import__.product_0467365,0,0,0,0467365
__import__.product_0467753,0,0,0,0467753
__import__.product_0467761,0,0,0,0467761
__import__.product_0468264,0,0,0,0468264
__import__.product_0468298,0,0,0,0468298
__import__.product_0468728,0,0,0,0468728
__import__.product_0468736,0,0,0,0468736
__import__.product_0468801,0,0,0,0468801
__import__.product_0471201,0,0,0,0471201
__import__.product_0472779,0,0,0,0472779
__import__.product_0474916,0,0,0,0474916
__import__.product_0476341,0,0,0,0476341
__import__.product_0476796,0,0,0,0476796
__import__.product_0478362,0,0,0,0478362
__import__.product_0480434,0,0,0,0480434
__import__.product_0480491,0,0,0,0480491
__import__.product_0480517,0,0,0,0480517
__import__.product_0481606,0,0,0,0481606
__import__.product_0481614,4.50,3.70,5.00,0481614
__import__.product_0481622,0,0,0,0481622
__import__.product_0481762,3.50,9.10,3.50,0481762
__import__.product_0481770,2.80,7.40,2.80,0481770
__import__.product_0482240,9.30,9.20,12.70,0482240
__import__.product_0482299,0,0,0,0482299
__import__.product_0484741,0,0,0,0484741
__import__.product_0485565,0,0,0,0485565
__import__.product_0488060,0,0,0,0488060
__import__.product_0490573,0,0,0,0490573
__import__.product_0490581,0,0,0,0490581
__import__.product_0490821,0,0,0,0490821
__import__.product_0491290,0,0,0,0491290
__import__.product_0492835,0,0,0,0492835
__import__.product_0494096,0,0,0,0494096
__import__.product_0495937,0,0,0,0495937
__import__.product_0496281,0,0,0,0496281
__import__.product_0496885,8.10,2.20,11.90,0496885
__import__.product_0497354,0,0,0,0497354
__import__.product_0497370,0,0,0,0497370
__import__.product_0497669,0,0,0,0497669
__import__.product_0497719,0,0,0,0497719
__import__.product_0500800,0,0,0,0500800
__import__.product_0589116,5.30,6.50,12.40,0589116
__import__.product_0600189,0,0,0,0600189
__import__.product_0600237,0,0,0,0600237
__import__.product_0600312,0,0,0,0600312
__import__.product_0601005,0,0,0,0601005
__import__.product_0601021,0,0,0,0601021
__import__.product_0601039,0,0,0,0601039
__import__.product_0601617,0,0,0,0601617
__import__.product_0602235,0,0,0,0602235
__import__.product_0603233,0,0,0,0603233
__import__.product_0603647,0,0,0,0603647
__import__.product_0603688,0,0,0,0603688
__import__.product_0604389,4.70,19.70,11.20,0604389
__import__.product_0604645,0,0,0,0604645
__import__.product_0605832,0,0,0,0605832
__import__.product_0605840,0,0,0,0605840
__import__.product_0605960,0,0,0,0605960
__import__.product_0608090,0,0,0,0608090
__import__.product_0608135,0,0,0,0608135
__import__.product_0608180,0,0,0,0608180
__import__.product_0608315,3.00,17.50,12.50,0608315
__import__.product_0608360,12.00,2.80,17.60,0608360
__import__.product_0608405,12.00,2.80,17.70,0608405
__import__.product_0608450,0,0,0,0608450
__import__.product_0608495,0,0,0,0608495
__import__.product_0608540,0,0,0,0608540
__import__.product_0608630,0,0,0,0608630
__import__.product_0608631,0,0,0,0608631
__import__.product_0608810,0,0,0,0608810
__import__.product_0608855,0,0,0,0608855
__import__.product_0608900,0,0,0,0608900
__import__.product_0608945,12.00,2.80,17.70,0608945
__import__.product_0608984,0,0,0,0608984
__import__.product_0608992,0,0,0,0608992
__import__.product_0609529,0,0,0,0609529
__import__.product_0609701,0,0,0,0609701
__import__.product_0609719,0,0,0,0609719
__import__.product_0609735,0,0,0,0609735
__import__.product_0613174,0,0,0,0613174
__import__.product_0613414,0,0,0,0613414
__import__.product_0613935,0,0,0,0613935
__import__.product_0614826,0,0,0,0614826
__import__.product_0615211,0,0,0,0615211
__import__.product_0615807,0,0,0,0615807
__import__.product_0616169,0,0,0,0616169
__import__.product_0617316,0,0,0,0617316
__import__.product_0617837,0,0,0,0617837
__import__.product_0618207,0,0,0,0618207
__import__.product_0619734,0,0,0,0619734
__import__.product_0619965,0,0,0,0619965
__import__.product_0630050,0,0,0,0630050
__import__.product_0630051,0,0,0,0630051
__import__.product_0630053,0,0,0,0630053
__import__.product_0633719,0,0,0,0633719
__import__.product_0633826,0,0,0,0633826
__import__.product_0633834,0,0,0,0633834
__import__.product_0634964,0,0,0,0634964
__import__.product_0635714,0,0,0,0635714
__import__.product_0636050,0,0,0,0636050
__import__.product_0636142,0,0,0,0636142
__import__.product_0639880,0,0,0,0639880
__import__.product_0643157,0,0,0,0643157
__import__.product_0643177,0,0,0,0643177
__import__.product_0643178,12.20,6.70,13.80,0643178
__import__.product_0656777,0,0,0,0656777
__import__.product_0656785,0,0,0,0656785
__import__.product_0657793,0,0,0,0657793
__import__.product_0657807,0,0,0,0657807
__import__.product_0659789,4.70,4.60,9.20,0659789
__import__.product_0660217,3.10,3.00,18.40,0660217
__import__.product_0660266,3.10,2.30,13.40,0660266
__import__.product_0660472,6.80,26.80,13.80,0660472
__import__.product_0660803,0,0,0,0660803
__import__.product_0660841,0,0,0,0660841
__import__.product_0661140,0,0,0,0661140
__import__.product_0661841,0,0,0,0661841
__import__.product_0662247,0,0,0,0662247
__import__.product_0662551,0,0,0,0662551
__import__.product_0664128,0,0,0,0664128
__import__.product_0664169,0,0,0,0664169
__import__.product_0664201,0,0,0,0664201
__import__.product_0664219,0,0,0,0664219
__import__.product_0664524,0,0,0,0664524
__import__.product_0668277,0,0,0,0668277
__import__.product_0668749,0,0,0,0668749
__import__.product_0669135,0,0,0,0669135
__import__.product_0669283,9.50,13.90,9.50,0669283
__import__.product_0669291,9.50,10.80,9.50,0669291
__import__.product_0669309,10.00,6.20,10.00,0669309
__import__.product_0670695,0,0,0,0670695
__import__.product_0671461,0,0,0,0671461
__import__.product_0671479,0,0,0,0671479
__import__.product_0672170,0,0,0,0672170
__import__.product_0672212,0,0,0,0672212
__import__.product_0672477,0,0,0,0672477
__import__.product_0672915,0,0,0,0672915
__import__.product_0673889,0,0,0,0673889
__import__.product_0673947,0,0,0,0673947
__import__.product_0674010,0,0,0,0674010
__import__.product_0674242,0,0,0,0674242
__import__.product_0674499,0,0,0,0674499
__import__.product_0676213,0,0,0,0676213
__import__.product_0676296,0,0,0,0676296
__import__.product_0676395,0,0,0,0676395
__import__.product_0676528,0,0,0,0676528
__import__.product_0676635,5.10,9.80,5.10,0676635
__import__.product_0676676,0,0,0,0676676
__import__.product_0676700,0,0,0,0676700
__import__.product_0676874,0,0,0,0676874
__import__.product_0678961,12.50,12.20,16.40,0678961
__import__.product_0678979,11.50,14.60,19.80,0678979
__import__.product_0678987,17.30,14.50,20.70,0678987
__import__.product_0680090,0,0,0,0680090
__import__.product_0680538,0,0,0,0680538
__import__.product_0681544,0,0,0,0681544
__import__.product_0682179,0,0,0,0682179
__import__.product_0682625,0,0,0,0682625
__import__.product_0683576,0,0,0,0683576
__import__.product_0685388,5.80,1.40,9.40,0685388
__import__.product_0685396,5.80,1.40,9.30,0685396
__import__.product_0685735,0,0,0,0685735
__import__.product_0685917,0,0,0,0685917
__import__.product_0686311,0,0,0,0686311
__import__.product_0686329,0,0,0,0686329
__import__.product_0686337,0,0,0,0686337
__import__.product_0688770,0,0,0,0688770
__import__.product_0690446,0,0,0,0690446
__import__.product_0701755,0,0,0,0701755
__import__.product_0704765,0,0,0,0704765
__import__.product_0705550,0,0,0,0705550
__import__.product_0705602,0,0,0,0705602
__import__.product_0712353,0,0,0,0712353
__import__.product_0712964,0,0,0,0712964
__import__.product_0712983,0,0,0,0712983
__import__.product_0714364,0,0,0,0714364
__import__.product_0714380,0,0,0,0714380
__import__.product_0719165,0,0,0,0719165
__import__.product_0719548,0,0,0,0719548
__import__.product_0721910,0,0,0,0721910
__import__.product_0721993,10.50,4.50,26.40,0721993
__import__.product_0722017,0,0,0,0722017
__import__.product_0724450,11.70,3.80,29.90,0724450
__import__.product_0724468,16.40,6.00,28.50,0724468
__import__.product_0724476,20.00,6.60,28.00,0724476
__import__.product_0724492,12.30,2.90,31.20,0724492
__import__.product_0724500,15.50,4.80,30.00,0724500
__import__.product_0724518,0,0,0,0724518
__import__.product_0724575,8.20,5.70,25.50,0724575
__import__.product_0724583,13.10,5.50,25.20,0724583
__import__.product_0724674,14.00,3.00,31.80,0724674
__import__.product_0724781,0,0,0,0724781
__import__.product_0724831,13.00,4.50,29.00,0724831
__import__.product_0730966,0,0,0,0730966
__import__.product_0741371,0,0,0,0741371
__import__.product_0750883,0,0,0,0750883
__import__.product_0772041,0,0,0,0772041
__import__.product_0800034,0,0,0,0800034
__import__.product_0800730,0,0,0,0800730
__import__.product_0801035,0,0,0,0801035
__import__.product_0802116,7.00,6.90,11.00,0802116
__import__.product_0802124,0,0,0,0802124
__import__.product_0802215,0,0,0,0802215
__import__.product_0802272,0,0,0,0802272
__import__.product_0802926,0,0,0,0802926
__import__.product_0803122,0,0,0,0803122
__import__.product_0803250,0,0,0,0803250
__import__.product_0803395,0,0,0,0803395
__import__.product_0803544,0,0,0,0803544
__import__.product_0803627,0,0,0,0803627
__import__.product_0804641,0,0,0,0804641
__import__.product_0804700,0,0,0,0804700
__import__.product_0805218,0,0,0,0805218
__import__.product_0805424,0,0,0,0805424
__import__.product_0806471,0,0,0,0806471
__import__.product_0806489,0,0,0,0806489
__import__.product_0806992,0,0,0,0806992
__import__.product_0808386,0,0,0,0808386
__import__.product_0808394,0,0,0,0808394
__import__.product_0808469,0,0,0,0808469
__import__.product_0808626,0,0,0,0808626
__import__.product_0808774,5.70,12.00,5.70,0808774
__import__.product_0808824,0,0,0,0808824
__import__.product_0808840,0,0,0,0808840
__import__.product_0808998,0,0,0,0808998
__import__.product_0809004,0,0,0,0809004
__import__.product_0809012,0,0,0,0809012
__import__.product_0809020,0,0,0,0809020
__import__.product_0809046,0,0,0,0809046
__import__.product_0809442,3.00,7.20,3.00,0809442
__import__.product_0810911,0,0,0,0810911
__import__.product_0810952,0,0,0,0810952
__import__.product_0810986,0,0,0,0810986
__import__.product_0811174,0,0,0,0811174
__import__.product_0811430,0,0,0,0811430
__import__.product_0812792,0,0,0,0812792
__import__.product_0813196,0,0,0,0813196
__import__.product_0813923,13.70,18.40,17.50,0813923
__import__.product_0814046,0,0,0,0814046
__import__.product_0814456,0,0,0,0814456
__import__.product_0814574,0,0,0,0814574
__import__.product_0814707,0,0,0,0814707
__import__.product_0814764,0,0,0,0814764
__import__.product_0814772,0,0,0,0814772
__import__.product_0814954,0,0,0,0814954
__import__.product_0815522,0,0,0,0815522
__import__.product_0815696,7.70,5.00,12.30,0815696
__import__.product_0815720,0,0,0,0815720
__import__.product_0815803,0,0,0,0815803
__import__.product_0816371,7.10,15.00,7.10,0816371
__import__.product_0816579,6.70,15.30,6.70,0816579
__import__.product_0816934,13.00,14.70,18.60,0816934
__import__.product_0817197,5.50,5.30,13.40,0817197
__import__.product_0817254,0,0,0,0817254
__import__.product_0817312,0,0,0,0817312
__import__.product_0817338,0,0,0,0817338
__import__.product_0817346,0,0,0,0817346
__import__.product_0817536,0,0,0,0817536
__import__.product_0817684,0,0,0,0817684
__import__.product_0817718,0,0,0,0817718
__import__.product_0817726,0,0,0,0817726
__import__.product_0817890,0,0,0,0817890
__import__.product_0817932,0,0,0,0817932
__import__.product_0818724,0,0,0,0818724
__import__.product_0818971,0,0,0,0818971
__import__.product_0819078,0,0,0,0819078
__import__.product_0819250,0,0,0,0819250
__import__.product_0819268,0,0,0,0819268
__import__.product_0819557,0,0,0,0819557
__import__.product_0819599,0,0,0,0819599
__import__.product_0819953,0,0,0,0819953
__import__.product_0820076,0,0,0,0820076
__import__.product_0820134,0,0,0,0820134
__import__.product_0821058,5.40,10.70,5.40,0821058
__import__.product_0821470,0,0,0,0821470
__import__.product_0823922,0,0,0,0823922
__import__.product_0824268,0,0,0,0824268
__import__.product_0824607,0,0,0,0824607
__import__.product_0825620,0,0,0,0825620
__import__.product_0825638,0,0,0,0825638
__import__.product_0825737,0,0,0,0825737
__import__.product_0825760,0,0,0,0825760
__import__.product_0826024,0,0,0,0826024
__import__.product_0826032,0,0,0,0826032
__import__.product_0826628,5.00,11.20,5.00,0826628
__import__.product_0826644,0,0,0,0826644
__import__.product_0826743,0,0,0,0826743
__import__.product_0827626,0,0,0,0827626
__import__.product_0827683,0,0,0,0827683
__import__.product_0828515,0,0,0,0828515
__import__.product_0829135,0,0,0,0829135
__import__.product_0829309,0,0,0,0829309
__import__.product_0829929,15.00,30.70,13.20,0829929
__import__.product_0830075,0,0,0,0830075
__import__.product_0830547,0,0,0,0830547
__import__.product_0830570,0,0,0,0830570
__import__.product_0830679,4.70,15.90,6.20,0830679
__import__.product_0830794,0,0,0,0830794
__import__.product_0830984,0,0,0,0830984
__import__.product_0831388,0,0,0,0831388
__import__.product_0831933,0,0,0,0831933
__import__.product_0832659,0,0,0,0832659
__import__.product_0833277,0,0,0,0833277
__import__.product_0833418,0,0,0,0833418
__import__.product_0833558,0,0,0,0833558
__import__.product_0833939,0,0,0,0833939
__import__.product_0833988,0,0,0,0833988
__import__.product_0834101,0,0,0,0834101
__import__.product_0834317,3.30,2.20,15.60,0834317
__import__.product_0834432,0,0,0,0834432
__import__.product_0834572,4.80,8.30,4.80,0834572
__import__.product_0835066,0,0,0,0835066
__import__.product_0835264,0,0,0,0835264
__import__.product_0835694,0,0,0,0835694
__import__.product_0836049,0,0,0,0836049
__import__.product_0838789,0,0,0,0838789
__import__.product_0839969,0,0,0,0839969
__import__.product_0840587,0,0,0,0840587
__import__.product_0841247,14.80,4.50,18.30,0841247
__import__.product_0841502,0,0,0,0841502
__import__.product_0841635,0,0,0,0841635
__import__.product_0842047,0,0,0,0842047
__import__.product_0842112,0,0,0,0842112
__import__.product_0842138,0,0,0,0842138
__import__.product_0842153,0,0,0,0842153
__import__.product_0842203,0,0,0,0842203
__import__.product_0842211,0,0,0,0842211
__import__.product_0842419,0,0,0,0842419
__import__.product_0842492,0,0,0,0842492
__import__.product_0842542,7.60,4.80,10.60,0842542
__import__.product_0844779,0,0,0,0844779
__import__.product_0846006,0,0,0,0846006
__import__.product_0846634,0,0,0,0846634
__import__.product_0846667,0,0,0,0846667
__import__.product_0846832,0,0,0,0846832
__import__.product_0847053,0,0,0,0847053
__import__.product_0847525,0,0,0,0847525
__import__.product_0847632,5.30,3.60,10.80,0847632
__import__.product_0847772,0,0,0,0847772
__import__.product_0847780,0,0,0,0847780
__import__.product_0847806,0,0,0,0847806
__import__.product_0847830,3.50,6.70,3.50,0847830
__import__.product_0847921,0,0,0,0847921
__import__.product_0850263,0,0,0,0850263
__import__.product_0850677,0,0,0,0850677
__import__.product_0852228,0,0,0,0852228
__import__.product_0852244,0,0,0,0852244
__import__.product_0852293,0,0,0,0852293
__import__.product_0852541,0,0,0,0852541
__import__.product_0855031,0,0,0,0855031
__import__.product_0856052,0,0,0,0856052
__import__.product_0856641,0,0,0,0856641
__import__.product_0857706,0,0,0,0857706
__import__.product_0857946,0,0,0,0857946
__import__.product_0857953,0,0,0,0857953
__import__.product_0858472,0,0,0,0858472
__import__.product_0858597,0,0,0,0858597
__import__.product_0858860,0,0,0,0858860
__import__.product_0859058,0,0,0,0859058
__import__.product_0859611,0,0,0,0859611
__import__.product_0860288,0,0,0,0860288
__import__.product_0860908,0,0,0,0860908
__import__.product_0861039,0,0,0,0861039
__import__.product_0861179,0,0,0,0861179
__import__.product_0861195,0,0,0,0861195
__import__.product_0861344,0,0,0,0861344
__import__.product_0861476,5.50,10.30,5.50,0861476
__import__.product_0861955,0,0,0,0861955
__import__.product_0862359,0,0,0,0862359
__import__.product_0863290,0,0,0,0863290
__import__.product_0863878,0,0,0,0863878
__import__.product_0864041,0,0,0,0864041
__import__.product_0864330,0,0,0,0864330
__import__.product_0864603,0,0,0,0864603
__import__.product_0864611,0,0,0,0864611
__import__.product_0864686,3.80,1.80,8.40,0864686
__import__.product_0864868,0,0,0,0864868
__import__.product_0865048,4.70,8.40,4.70,0865048
__import__.product_0865154,0,0,0,0865154
__import__.product_0865295,0,0,0,0865295
__import__.product_0865626,5.20,9.90,5.20,0865626
__import__.product_0866137,0,0,0,0866137
__import__.product_0866236,0,0,0,0866236
__import__.product_0867614,0,0,0,0867614
__import__.product_0867630,0,0,0,0867630
__import__.product_0867648,0,0,0,0867648
__import__.product_0867698,0,0,0,0867698
__import__.product_0867713,0,0,0,0867713
__import__.product_0868190,6.90,4.90,10.80,0868190
