id,price,product_code
__import__.supplierinfo_79192-8371167,24.15,01921
__import__.supplierinfo_79192-8371173,75.85,01024
__import__.supplierinfo_79192-8371196,67.25,01900
__import__.supplierinfo_79192-8371204,3.35,01835
__import__.supplierinfo_79192-8371210,3.35,01836
__import__.supplierinfo_79192-8371227,3.35,01837
__import__.supplierinfo_79192-8371233,3.35,01839
__import__.supplierinfo_79192-8371256,3.35,01840
__import__.supplierinfo_79192-8371262,3.60,02529
__import__.supplierinfo_79192-8371279,3.60,01841
__import__.supplierinfo_79192-8371285,3.60,01842
__import__.supplierinfo_79192-8371291,3.60,01843
__import__.supplierinfo_79192-8371316,3.75,01844
__import__.supplierinfo_79192-8371322,3.75,01845
__import__.supplierinfo_79192-8371339,2.50,02540
__import__.supplierinfo_79192-8371345,2.50,01878
__import__.supplierinfo_79192-8371351,2.80,01879
__import__.supplierinfo_79192-8371368,2.80,01880
__import__.supplierinfo_79192-8371374,2.80,01881
__import__.supplierinfo_79192-8371380,2.80,01882
__import__.supplierinfo_79192-8371397,2.80,01883
__import__.supplierinfo_79192-8371405,3.05,01630
__import__.supplierinfo_79192-8371411,3.05,01631
__import__.supplierinfo_79192-8371428,3.35,01632
__import__.supplierinfo_79192-8371434,3.35,01633
__import__.supplierinfo_79192-8371440,3.35,01634
__import__.supplierinfo_79192-8371457,3.45,01635
__import__.supplierinfo_79192-8371463,3.45,01636
__import__.supplierinfo_79192-8371486,3.45,02549
__import__.supplierinfo_79192-8371492,3.45,02550
__import__.supplierinfo_79192-8371517,3.60,02551
__import__.supplierinfo_79192-8371523,3.35,01853
__import__.supplierinfo_79192-8371546,3.35,01854
__import__.supplierinfo_79192-8371552,3.35,01855
__import__.supplierinfo_79192-8371569,3.60,01856
__import__.supplierinfo_79192-8371575,3.60,01857
__import__.supplierinfo_79192-8371581,3.60,01858
__import__.supplierinfo_79192-8371598,3.75,01859
__import__.supplierinfo_79192-8371606,3.75,01860
__import__.supplierinfo_79192-8371612,3.75,01861
__import__.supplierinfo_79192-8371629,3.75,01862
__import__.supplierinfo_79192-8371635,4.00,01863
__import__.supplierinfo_79192-8371641,4.00,01864
__import__.supplierinfo_79192-8371658,4.15,01865
__import__.supplierinfo_79192-8371664,4.15,01866
__import__.supplierinfo_79192-8371693,3.35,01885
__import__.supplierinfo_79192-8371701,3.35,01886
__import__.supplierinfo_79192-8371718,3.35,01887
__import__.supplierinfo_79192-8371724,3.35,01888
__import__.supplierinfo_79192-8371836,3.75,01897
__import__.supplierinfo_79192-8371842,3.75,01898
__import__.supplierinfo_79192-8371859,3.75,01899
__import__.supplierinfo_79192-8371865,3.75,02101
__import__.supplierinfo_79192-8371894,4.45,02594
__import__.supplierinfo_79192-8371902,4.45,02595
__import__.supplierinfo_79192-8371983,3.05,01526
__import__.supplierinfo_79192-8372008,3.05,01527
__import__.supplierinfo_79192-8372014,3.05,01528
__import__.supplierinfo_79192-8372020,3.05,01529
__import__.supplierinfo_79192-8372037,3.05,01530
__import__.supplierinfo_79192-8372043,3.50,01531
__import__.supplierinfo_79192-8372066,3.35,01532
__import__.supplierinfo_79192-8372072,3.35,01533
__import__.supplierinfo_79192-8372089,3.35,01534
__import__.supplierinfo_79192-8372095,3.35,01535
__import__.supplierinfo_79192-8372103,3.35,01536
__import__.supplierinfo_79192-8372126,3.35,01537
__import__.supplierinfo_79192-8372132,3.35,01538
__import__.supplierinfo_79192-8372149,3.35,01539
__import__.supplierinfo_79192-8372155,3.35,01540
__import__.supplierinfo_79192-8372161,3.35,01541
__import__.supplierinfo_79192-8372178,3.35,01542
__import__.supplierinfo_79192-8372184,3.35,01543
__import__.supplierinfo_79192-8372190,3.90,01544
__import__.supplierinfo_79192-8372209,3.90,01545
__import__.supplierinfo_79192-8372215,3.90,01546
__import__.supplierinfo_79192-8372221,3.90,01547
__import__.supplierinfo_79192-8372238,3.90,01548
__import__.supplierinfo_79192-8372244,3.90,01549
__import__.supplierinfo_79192-8372267,4.15,04001
__import__.supplierinfo_79192-8372273,4.15,01550
__import__.supplierinfo_79192-8372296,4.15,04002
__import__.supplierinfo_79192-8372304,4.15,01551
__import__.supplierinfo_79192-8372327,4.70,01552
__import__.supplierinfo_79192-8372333,4.70,01553
__import__.supplierinfo_79192-8372356,4.70,01557
__import__.supplierinfo_79192-8372362,4.35,02002
__import__.supplierinfo_79192-8372379,4.35,02005
__import__.supplierinfo_79192-8372385,4.35,02006
__import__.supplierinfo_79192-8372391,4.60,02007
__import__.supplierinfo_79192-8372416,4.60,02008
__import__.supplierinfo_79192-8372422,4.60,02009
__import__.supplierinfo_79192-8372439,4.60,02010
__import__.supplierinfo_79192-8372445,4.60,02011
__import__.supplierinfo_79192-8372451,4.60,02012
__import__.supplierinfo_79192-8372468,4.85,02013
__import__.supplierinfo_79192-8372474,4.85,02014
__import__.supplierinfo_79192-8372480,4.85,02018
__import__.supplierinfo_79192-8372497,4.85,02020
__import__.supplierinfo_79192-8372505,5.05,02029
__import__.supplierinfo_79192-8372511,5.05,02031
__import__.supplierinfo_79192-8373077,19.80,01003
__import__.supplierinfo_79192-8373083,2.65,03099
__import__.supplierinfo_79192-8373108,2.65,02986
__import__.supplierinfo_79192-8373114,2.65,02985
__import__.supplierinfo_79192-8373120,1.65,01516
__import__.supplierinfo_79192-8373137,9.05,02329
__import__.supplierinfo_79192-8373143,9.60,01517
__import__.supplierinfo_79192-8373166,10.70,02331
__import__.supplierinfo_79192-8373172,46.35,01515
__import__.supplierinfo_79192-8373189,61.25,01520
__import__.supplierinfo_79192-8373195,97.90,01513
__import__.supplierinfo_79192-8373203,69.75,01514
__import__.supplierinfo_79192-8373226,132.60,00371
__import__.supplierinfo_79192-8373232,132.60,00370
__import__.supplierinfo_79192-8373255,49.05,01193
__import__.supplierinfo_79192-8373278,49.05,01185
__import__.supplierinfo_79192-8373284,49.05,01187
__import__.supplierinfo_79192-8373321,49.05,01189
__import__.supplierinfo_79192-8373338,49.05,01191
__import__.supplierinfo_79192-8373344,10.70,01196
__import__.supplierinfo_79192-8373350,10.70,01195
__import__.supplierinfo_79192-8373367,44.15,01180
__import__.supplierinfo_79192-8373373,35.30,01174
__import__.supplierinfo_79192-8373396,44.15,01183
__import__.supplierinfo_79192-8373404,44.15,01181
__import__.supplierinfo_79192-8373410,35.30,01177
__import__.supplierinfo_79192-8373427,35.30,01175
__import__.supplierinfo_79192-8373433,35.30,00372
__import__.supplierinfo_79192-8373456,44.15,01184
__import__.supplierinfo_79192-8373462,44.15,01182
__import__.supplierinfo_79192-8373479,35.30,01178
__import__.supplierinfo_79192-8373485,35.30,01176
__import__.supplierinfo_79192-8373491,28.30,01325
__import__.supplierinfo_79192-8373516,29.95,01326
__import__.supplierinfo_79192-8373522,10.70,01169
__import__.supplierinfo_79192-8373539,10.70,01170
__import__.supplierinfo_79192-8373545,10.70,01172
__import__.supplierinfo_79192-8373546,10.70,01173
__import__.supplierinfo_79192-8373551,10.70,01171
__import__.supplierinfo_79192-8373568,274.30,01168
__import__.supplierinfo_79192-8373574,10.70,01164
__import__.supplierinfo_79192-8373580,111.85,01144
__import__.supplierinfo_79192-8373597,240.70,01327
__import__.supplierinfo_79192-8373634,27.85,01106
__import__.supplierinfo_79192-8373640,11.75,01198
__import__.supplierinfo_79192-8373657,16.00,01200
__import__.supplierinfo_79192-8373663,18.55,02073
__import__.supplierinfo_79192-8373686,23.25,01004
__import__.supplierinfo_79192-8373692,111.85,01143
__import__.supplierinfo_79192-8373700,69.30,01314
__import__.supplierinfo_79192-8373717,29.25,01008
__import__.supplierinfo_79192-8373723,116.60,01104
__import__.supplierinfo_79192-8373746,33.55,01107
__import__.supplierinfo_79192-8373752,33.55,01105
__import__.supplierinfo_79192-8373769,43.70,01316
__import__.supplierinfo_79192-8373775,48.50,01799
__import__.supplierinfo_79192-8373781,48.50,01800
__import__.supplierinfo_79192-8373798,48.50,01797
__import__.supplierinfo_79192-8373806,24.40,01777
__import__.supplierinfo_79192-8373812,82.05,01793
__import__.supplierinfo_79192-8373829,91.30,01794
__import__.supplierinfo_79192-8373835,67.65,01781
__import__.supplierinfo_79192-8373841,68.86,01780
__import__.supplierinfo_79192-8373858,136.30,01782
__import__.supplierinfo_79192-8373864,95.30,01307
__import__.supplierinfo_79192-8373870,80.85,840190
__import__.supplierinfo_79192-8373887,76.45,01931
__import__.supplierinfo_79192-8373893,70.30,01932
__import__.supplierinfo_79192-8374071,3.20,02213
__import__.supplierinfo_79192-8374088,6.35,02214
__import__.supplierinfo_79192-8374094,8.45,02215
__import__.supplierinfo_79192-8374102,10.55,02216
__import__.supplierinfo_79192-8374119,12.65,02217
__import__.supplierinfo_79192-8374125,14.75,02218
__import__.supplierinfo_79192-8374131,2.65,02212
__import__.supplierinfo_79192-8374148,3.20,01383
__import__.supplierinfo_79192-8374154,3.20,01384
__import__.supplierinfo_79192-8374160,11.20,01386
__import__.supplierinfo_79192-8374177,17.65,01367
__import__.supplierinfo_79192-8374183,16.55,01370
__import__.supplierinfo_79192-8374208,9.05,01366
__import__.supplierinfo_79192-8374214,7.50,01369
__import__.supplierinfo_79192-8374220,19.50,01368
__import__.supplierinfo_79192-8374237,14.35,02356
__import__.supplierinfo_79192-8374243,166.15,01363
__import__.supplierinfo_79192-8374266,160.40,01364
__import__.supplierinfo_79192-8374272,133.15,01365
__import__.supplierinfo_79192-8374289,158.22,02360
__import__.supplierinfo_79192-8374295,15.45,01359
__import__.supplierinfo_79192-8374303,15.45,01358
__import__.supplierinfo_79192-8374326,15.45,01357
__import__.supplierinfo_79192-8374332,15.50,01360
__import__.supplierinfo_79192-8374349,19.15,00643
__import__.supplierinfo_79192-8374355,19.15,01361
__import__.supplierinfo_79192-8374361,19.15,01362
__import__.supplierinfo_79192-8374378,19.15,00644
__import__.supplierinfo_79192-8374384,30.90,01394
__import__.supplierinfo_79192-8374390,30.90,01395
__import__.supplierinfo_79192-8374533,68.20,02510
__import__.supplierinfo_79192-8374556,68.20,02511
__import__.supplierinfo_79192-8374562,14.90,01295
__import__.supplierinfo_79192-8374579,14.90,01297
__import__.supplierinfo_79192-8374585,16.00,01299
__import__.supplierinfo_79192-8374591,14.90,01402
__import__.supplierinfo_79192-8374616,14.90,01404
__import__.supplierinfo_79192-8374622,16.00,01406
__import__.supplierinfo_79192-8374639,16.00,01291
__import__.supplierinfo_79192-8374645,16.00,01293
__import__.supplierinfo_79192-8374651,14.65,01411
__import__.supplierinfo_79192-8374668,16.00,01413
__import__.supplierinfo_79192-8374674,16.00,01415
__import__.supplierinfo_79192-8374680,14.90,01417
__import__.supplierinfo_79192-8374697,16.00,01419
__import__.supplierinfo_79192-8374705,14.65,01421
__import__.supplierinfo_79192-8374711,14.65,01423
__import__.supplierinfo_79192-8374728,14.90,01425
__import__.supplierinfo_79192-8374734,14.90,01427
__import__.supplierinfo_79192-8374740,14.90,01429
__import__.supplierinfo_79192-8374757,16.00,01431
__import__.supplierinfo_79192-8374763,14.65,01433
__import__.supplierinfo_79192-8374786,16.00,01438
__import__.supplierinfo_79192-8374792,16.00,01440
__import__.supplierinfo_79192-8374800,16.00,01442
__import__.supplierinfo_79192-8374817,14.65,01444
__import__.supplierinfo_79192-8374823,14.65,01446
__import__.supplierinfo_79192-8374846,14.65,01448
__import__.supplierinfo_79192-8374852,14.65,01450
__import__.supplierinfo_79192-8374869,14.65,01452
__import__.supplierinfo_79192-8374881,74.15,01285
__import__.supplierinfo_79192-8374898,74.15,01284
__import__.supplierinfo_79192-8374906,2491.25,01287
__import__.supplierinfo_79192-8374935,553.95,01288
__import__.supplierinfo_79192-8374970,4.00,02706
__import__.supplierinfo_79192-8374987,4.00,02705
__import__.supplierinfo_79192-8374993,53.30,02975
__import__.supplierinfo_79192-8375001,19.70,01462
__import__.supplierinfo_79192-8375018,5.90,02219
__import__.supplierinfo_79192-8375024,44.05,01779
__import__.supplierinfo_79192-8375030,42.65,01824
__import__.supplierinfo_79192-8375047,53.30,01831
__import__.supplierinfo_79192-8375053,63.50,01829
__import__.supplierinfo_79192-8375076,42.65,01830
__import__.supplierinfo_79192-8375082,53.30,01828
__import__.supplierinfo_79192-8375099,63.95,01827
__import__.supplierinfo_79192-8375107,42.65,01826
__import__.supplierinfo_79192-8375113,45.30,01825
__import__.supplierinfo_79192-8375136,63.95,01834
__import__.supplierinfo_79192-8375142,63.95,01832
__import__.supplierinfo_79192-8375159,42.65,01833
__import__.supplierinfo_79192-8375165,24.60,01645
__import__.supplierinfo_79192-8375171,26.10,01646
__import__.supplierinfo_79192-8375188,26.10,01647
__import__.supplierinfo_79192-8375194,22.60,01639
__import__.supplierinfo_79192-8375202,23.60,01640
__import__.supplierinfo_79192-8375219,23.60,01641
__import__.supplierinfo_79192-8375225,23.60,01642
__import__.supplierinfo_79192-8375231,24.60,01643
__import__.supplierinfo_79192-8375248,45.60,01644
__import__.supplierinfo_79192-8375254,24.60,01867
__import__.supplierinfo_79192-8375260,26.10,01868
__import__.supplierinfo_79192-8375277,26.10,01869
__import__.supplierinfo_79192-8375283,27.10,01870
__import__.supplierinfo_79192-8375308,27.10,01871
__import__.supplierinfo_79192-8375314,30.15,01872
__import__.supplierinfo_79192-8375320,52.75,02695
__import__.supplierinfo_79192-8375337,55.40,02694
__import__.supplierinfo_79192-8375343,47.95,04070
__import__.supplierinfo_79192-8375366,47.95,04071
__import__.supplierinfo_79192-8375372,54.35,02693
__import__.supplierinfo_79192-8375389,57.05,02692
__import__.supplierinfo_79192-8375432,50.60,01124
__import__.supplierinfo_79192-8375449,50.60,01126
__import__.supplierinfo_79192-8375455,61.25,01128
__import__.supplierinfo_79192-8375461,50.60,01123
__import__.supplierinfo_79192-8375478,50.60,01125
__import__.supplierinfo_79192-8375484,61.25,01127
__import__.supplierinfo_79192-8375490,45.35,00361
__import__.supplierinfo_79192-8375509,46.35,00360
__import__.supplierinfo_79192-8375515,46.35,00359
__import__.supplierinfo_79192-8375521,46.35,00358
__import__.supplierinfo_79192-8375538,46.35,04010
__import__.supplierinfo_79192-8375544,46.35,04009
__import__.supplierinfo_79192-8375550,17.65,01696
__import__.supplierinfo_79192-8375567,21.85,02173
__import__.supplierinfo_79192-8375573,32.75,01659
__import__.supplierinfo_79192-8375596,28.55,01660
__import__.supplierinfo_79192-8375604,17.08,01488
__import__.supplierinfo_79192-8375610,71.35,01009
__import__.supplierinfo_79192-8375685,783.55,01134
__import__.supplierinfo_79192-8375691,648.10,03094
__import__.supplierinfo_79192-8375692,648.10,03094
__import__.supplierinfo_79192-8375716,36.00,01101
__import__.supplierinfo_79192-8375722,36.00,01102
__import__.supplierinfo_79192-8375745,28.00,01624
__import__.supplierinfo_79192-8375751,28.00,01625
__import__.supplierinfo_79192-8375768,28.00,01626
__import__.supplierinfo_79192-8375774,33.55,01627
__import__.supplierinfo_79192-8375780,33.55,01628
__import__.supplierinfo_79192-8375797,33.55,01629
__import__.supplierinfo_79192-8375805,10.70,03097
__import__.supplierinfo_79192-8375811,52.90,03095
__import__.supplierinfo_79192-8375828,12.00,01609
__import__.supplierinfo_79192-8375834,12.00,01610
__import__.supplierinfo_79192-8375840,12.00,01611
__import__.supplierinfo_79192-8375857,16.00,01612
__import__.supplierinfo_79192-8375863,16.00,01613
__import__.supplierinfo_79192-8375886,16.00,01614
__import__.supplierinfo_79192-8375892,10.70,02932
__import__.supplierinfo_79192-8375900,10.70,02930
__import__.supplierinfo_79192-8375917,10.70,02931
__import__.supplierinfo_79192-8375923,10.70,02920
__import__.supplierinfo_79192-8375946,10.70,02921
__import__.supplierinfo_79192-8375952,93.90,01015
__import__.supplierinfo_79192-8375969,88.45,02069
__import__.supplierinfo_79192-8375975,85.75,01014
__import__.supplierinfo_79192-8375981,133.15,00377
__import__.supplierinfo_79192-8375998,10.00,01097
__import__.supplierinfo_79192-8376006,10.00,01098
__import__.supplierinfo_79192-8376012,10.00,01099
__import__.supplierinfo_79192-8376058,29.30,01026
__import__.supplierinfo_79192-8376414,4.85,01075
__import__.supplierinfo_79192-8376420,4.85,01076
__import__.supplierinfo_79192-8376437,4.85,01077
__import__.supplierinfo_79192-8376443,4.85,01078
__import__.supplierinfo_79192-8376466,4.85,01079
__import__.supplierinfo_79192-8376472,4.85,01080
__import__.supplierinfo_79192-8376489,4.85,01081
__import__.supplierinfo_79192-8376495,4.85,01082
__import__.supplierinfo_79192-8376503,4.85,01083
__import__.supplierinfo_79192-8376526,4.85,01084
__import__.supplierinfo_79192-8376532,4.85,01085
__import__.supplierinfo_79192-8376549,4.85,01086
__import__.supplierinfo_79192-8376555,4.85,01087
__import__.supplierinfo_79192-8376561,4.85,01088
__import__.supplierinfo_79192-8376578,4.85,01089
__import__.supplierinfo_79192-8376584,4.85,01090
__import__.supplierinfo_79192-8376590,5.40,02015
__import__.supplierinfo_79192-8376609,5.40,02016
__import__.supplierinfo_79192-8376615,5.70,02022
__import__.supplierinfo_79192-8376621,5.70,02024
__import__.supplierinfo_79192-8376638,6.10,02026
__import__.supplierinfo_79192-8376644,6.00,02028
__import__.supplierinfo_79192-8376650,6.10,02030
__import__.supplierinfo_79192-8377796,218.55,00418
__import__.supplierinfo_79192-8377827,4.60,01558
__import__.supplierinfo_79192-8377833,25.60,02982
__import__.supplierinfo_79192-8377856,25.60,02981
__import__.supplierinfo_79192-8377862,25.60,02980
__import__.supplierinfo_79192-8379413,5.40,01396
__import__.supplierinfo_79192-8379418,106.50,00373
__import__.supplierinfo_79192-8379424,106.50,00374
__import__.supplierinfo_79192-8379430,22.85,01221
__import__.supplierinfo_79192-8379447,23.05,00395
__import__.supplierinfo_79192-8379507,4.25,01475
__import__.supplierinfo_79192-8379536,6.45,01397
__import__.supplierinfo_79192-8379542,5.40,01801
__import__.supplierinfo_79192-8379559,6.45,01802
__import__.supplierinfo_79192-8379565,6.45,01803
__import__.supplierinfo_79192-8379571,7.95,01804
__import__.supplierinfo_79192-8379588,1.10,01806
__import__.supplierinfo_79192-8379594,1.65,01807
__import__.supplierinfo_79192-8379602,1.65,02178
__import__.supplierinfo_79192-8379619,1.65,02097
__import__.supplierinfo_79192-8379625,2.20,02098
__import__.supplierinfo_79192-8379631,2.20,02099
__import__.supplierinfo_79192-8379648,2.20,02100
__import__.supplierinfo_79192-8379654,1.65,02201
__import__.supplierinfo_79192-8379660,2.20,02202
__import__.supplierinfo_79192-8379677,2.20,02203
__import__.supplierinfo_79192-8379683,2.20,02204
__import__.supplierinfo_79192-8379708,2.20,02205
__import__.supplierinfo_79192-8379714,2.20,02206
__import__.supplierinfo_79192-8379720,26.65,01230
__import__.supplierinfo_79192-8379737,26.65,01232
__import__.supplierinfo_79192-8379743,26.65,01234
__import__.supplierinfo_79192-8379766,34.60,02515
__import__.supplierinfo_79192-8382076,26.65,02359
__import__.supplierinfo_79192-8382082,10.70,00723
__import__.supplierinfo_79192-8382107,11.60,01605
__import__.supplierinfo_79192-8382202,24.00,01617
__import__.supplierinfo_79192-8382219,1534.00,02260
__import__.supplierinfo_79192-8382372,2124.60,02261
__import__.supplierinfo_79192-8382484,167.95,01479
__import__.supplierinfo_79192-8382490,785.08,02063
__import__.supplierinfo_79192-8382509,44.75,01970
__import__.supplierinfo_79192-8382515,44.75,01971
__import__.supplierinfo_79192-8382538,44.75,01972
__import__.supplierinfo_79192-8382544,44.75,01973
__import__.supplierinfo_79192-8383041,29.85,00601
__import__.supplierinfo_79192-8383064,31.35,00602
__import__.supplierinfo_79192-8383070,31.95,00603
__import__.supplierinfo_79192-8383087,31.95,00604
__import__.supplierinfo_79192-8383434,1101.76,03434
__import__.supplierinfo_79192-8383963,80.95,00724
__import__.supplierinfo_79192-8384307,13.45,02041
__import__.supplierinfo_79192-8384313,75.85,02504
__import__.supplierinfo_79192-8384336,1.90,02351
__import__.supplierinfo_79192-8384342,3.50,02352
__import__.supplierinfo_79192-8384359,4.25,02353
__import__.supplierinfo_79192-8384365,5.90,02354
__import__.supplierinfo_79192-8384371,7.50,02355
__import__.supplierinfo_79192-8384388,5.35,01398
__import__.supplierinfo_79192-8384394,6.95,01399
__import__.supplierinfo_79192-8384402,13.85,01108
__import__.supplierinfo_79192-8384419,11.20,01146
__import__.supplierinfo_79192-8384425,11.20,03523
__import__.supplierinfo_79192-8384566,604.90,01390
__import__.supplierinfo_79192-8384572,553.30,00437
__import__.supplierinfo_79192-8384626,274.85,04011
__import__.supplierinfo_79192-8384715,390.90,01391
__import__.supplierinfo_79192-8384721,346.15,02310
__import__.supplierinfo_79192-8385040,339.80,02815
__import__.supplierinfo_79192-8385117,25.70,01989
__import__.supplierinfo_79192-8385123,30.30,01990
__import__.supplierinfo_79192-8385152,32.05,01991
__import__.supplierinfo_79192-8385169,39.25,01992
__import__.supplierinfo_79192-8385330,30.45,02167
__import__.supplierinfo_79192-8385790,17.45,00629
__import__.supplierinfo_79192-8386275,24.15,01215
__import__.supplierinfo_79192-8386281,25.04,01217
__import__.supplierinfo_79192-8386447,51.00,03237
__import__.supplierinfo_79192-8387671,115.90,01456
__import__.supplierinfo_79192-8387688,18.10,01764
__import__.supplierinfo_79192-8388698,27.30,03623
__import__.supplierinfo_79192-8388699,54.50,00840
__import__.supplierinfo_79192-8388707,54.05,00841
__import__.supplierinfo_79192-8388713,73.35,00842
__import__.supplierinfo_79192-8388788,38.10,02481
__import__.supplierinfo_79192-8388825,23.05,02449
__import__.supplierinfo_79192-8388854,122.46,04073
__import__.supplierinfo_79192-8388860,122.50,04072
__import__.supplierinfo_79192-8388972,25.45,01787
__import__.supplierinfo_79192-8388995,2022.55,03443
__import__.supplierinfo_79192-8389003,1232.15,03441
__import__.supplierinfo_79192-8389109,44.75,01974
__import__.supplierinfo_79192-8389115,44.75,01975
__import__.supplierinfo_79192-8389121,47.45,01767
__import__.supplierinfo_79200-5021520,22.03,16151519
__import__.supplierinfo_79200-5021524,22.03,16201524
__import__.supplierinfo_79200-5130024,24.52,13301524
__import__.supplierinfo_79200-5130130,20.59,13300130
__import__.supplierinfo_79200-5134019,23.02,13151519
__import__.supplierinfo_79200-5910020,20.75,15071512
__import__.supplierinfo_79200-5910026,19.29,15401536
__import__.supplierinfo_79200-5910125,22.62,15351524
__import__.supplierinfo_79200-7058414,22.03,16301524
__import__.supplierinfo_80300-5031944,54.00,2156
__import__.supplierinfo_80300-5033159,138.60,6171
__import__.supplierinfo_80300-5037692,85.58,7692K
__import__.supplierinfo_80300-5102144,59.70,2144L
__import__.supplierinfo_80300-5102146,59.70,2146
__import__.supplierinfo_80300-5102630,59.70,2630
__import__.supplierinfo_80300-5102634,59.70,2634
__import__.supplierinfo_80300-5103996,11.25,3996
__import__.supplierinfo_80300-5105832,58.80,5832L
__import__.supplierinfo_80300-5105840,58.80,5840L
__import__.supplierinfo_80300-5153525,9.14,1535-1
__import__.supplierinfo_80300-8003407,5.36,SPO26
__import__.supplierinfo_80300-8030017,14.95,1527-1
__import__.supplierinfo_80300-8036556,5.15,SPO21
__import__.supplierinfo_80300-8333534,58.97,1392
__import__.supplierinfo_81201-5193103,0,
__import__.supplierinfo_82400-5115090,364.00,000115090
__import__.supplierinfo_83300-2575421,38.52,F25010C
__import__.supplierinfo_83322-8337727,14.70,8300026244
