id,name,categ_id/id
__import__.product_5202845,POMPE COLIVET,__temp__.product_categ_undefined
__import__.product_5203000,AMPOULE LARYNGOSCOPE GRAND MODELE,specific_data.product_categ__mat_conso
__import__.product_5203470,CAGE ATTRAPE CHATS 100x28x28cm,specific_data.product_categ__mat_equipement
__import__.product_5205604,"OPTIPLASTE 10cmx4,5M",specific_data.product_categ__mat_conso
__import__.product_5208780,NOUVAG MICROMOTEUR 31,specific_data.product_categ__mat_equipement
__import__.product_5209706,TENSOPLUS 8cmx3m,specific_data.product_categ__mat_conso
__import__.product_5210200,SERRE JARRET DE BRON G.M (QUAL SU,specific_data.product_categ__mat_rurale
__import__.product_5210305,EQUIVET MUSELIERE CHEVAL LARGE,specific_data.product_categ__mat_conso
__import__.product_5210523,ANNEAU TAUREAU S/W :VIS,specific_data.product_categ__mat_rurale
__import__.product_5211131,ANNEAU TAUREAU W 052mm INOX HPTN,specific_data.product_categ__mat_rurale
__import__.product_5211300,BALANCE PLATEAU KPZ 60 x 90 cm/30,specific_data.product_categ__mat_equipement
__import__.product_5211440,POIGNEE EN T A VERROUILLAGE RAPID,specific_data.product_categ__mat_ortho
__import__.product_5212467,COLLIER MOUTON 65x4cm,specific_data.product_categ__mat_rurale
__import__.product_5212624,"AIGUILLE HUBER 22Gx1 0,7x25 CBE 90",specific_data.product_categ__mat_conso
__import__.product_5213000,VICRYL RAP USP5/0 17R1/2 V2130H x,specific_data.product_categ__mat_sutures
__import__.product_5213047,TRANSFORMATEUR POUR CR PROSCAN,specific_data.product_categ__mat_img_radio
__import__.product_5213282,VET EXAM PLUS SOFTWARE,specific_data.product_categ__mat_equipement
__import__.product_5215130,ADAPTEUR SPECULUM PLASTIQUE BETA 100,specific_data.product_categ__mat_equipement
__import__.product_5216100,CUTISORB SORBACT 7x9cm (40),__temp__.product_categ_undefined
__import__.product_5218005,"TELINJECT FLECHE 5,0ml SANS AIGUI",specific_data.product_categ__mat_equipement
__import__.product_5218455,NOVA VET+ LECTEUR,specific_data.product_categ__mat_equipement
__import__.product_5218456,NOVA VET+ BANDELETTES 50P,specific_data.product_categ__mat_equipement
__import__.product_5219000,H-ROLL DISTRIBUTEUR 21.90.00,specific_data.product_categ__mat_equipement
__import__.product_5219488,MICROMOTEUR M&H,specific_data.product_categ__mat_dentisterie
__import__.product_5219930,RONDELLE A POINTES AO FIX LIGAM 2,specific_data.product_categ__mat_ortho
__import__.product_5220094,"TRICOISE A DEFERRER DIAMOND 37,5c",specific_data.product_categ__mat_instrumentation
__import__.product_5220402,GEL POUR ONGLONS KRUUSE 38% 500ml,specific_data.product_categ__mat_conso
__import__.product_5220409,ONE TOUCH ULTRA 2 GLUCOMETRE'GRAT,__temp__.product_categ_undefined
__import__.product_5220500,SONDE ERU NELATON-ROBINSON RUSCH 40cm,specific_data.product_categ__mat_conso
__import__.product_5222502,"VISORB BLIST 2235A USP2 EP5 12x3,",specific_data.product_categ__mat_sutures
__import__.product_5222511,"MONOSWIFT USP1 EP4 12x2,5m",specific_data.product_categ__mat_sutures
__import__.product_5224001,SONDE ALIMENTAIRE RUSCH 1 JAUNE,specific_data.product_categ__mat_conso
__import__.product_5224002,SONDE ALIMENTAIRE RUSCH 2 VERT,specific_data.product_categ__mat_conso
__import__.product_5224003,SONDE ALIMENTAIRE RUSCH 3 ROUGE,specific_data.product_categ__mat_conso
__import__.product_5224004,SONDE ALIMENTAIRE RUSCH 4 BLEU,specific_data.product_categ__mat_conso
__import__.product_5224005,SONDE ALIMENTAIRE RUSCH 5 ORANGE,specific_data.product_categ__mat_conso
__import__.product_5225300,VICRYL RAP USP2/0 24C2/8 VR2253 x,specific_data.product_categ__mat_sutures
__import__.product_5225684,BLOUSE DE VELAGE ALCYON 160cm,specific_data.product_categ__mat_equipement
__import__.product_5226002,PROMO TABLE OPERATION FULL INOX+A,__temp__.product_categ_undefined
__import__.product_5227030,PINCE MOUCHETTE GENIA,specific_data.product_categ__mat_instrumentation
__import__.product_5230126,SMI CATG CHR USP000 HR26 BTE DE 1,specific_data.product_categ__mat_sutures
__import__.product_5230711,TOMCAT UC310,specific_data.product_categ__mat_conso
__import__.product_523094,CURETTE STERILE 4mm,__temp__.product_categ_undefined
__import__.product_5231209,RADIO HF-PX 20,specific_data.product_categ__mat_img_radio
__import__.product_5232671,BLOC MARECHAL FERRANT HOOF-IT,specific_data.product_categ__mat_equipement
__import__.product_5236487,ASION ECHOGRAPHE HONDA+1SONDE+CHA,specific_data.product_categ__mat_occasion
__import__.product_5240584,METRE RUBAN EQUIVET,specific_data.product_categ__mat_equins
__import__.product_5240604,DANINJECT AIGUILLE ARDILLON 15/25,specific_data.product_categ__mat_conso
__import__.product_5240609,DANINJECT AIGUILLE OLIVE 20/30,specific_data.product_categ__mat_conso
__import__.product_5241113,AIGUILLE DELVO VET LL 11-13 x12,specific_data.product_categ__mat_conso
__import__.product_5241315,AIGUILLE DELVO VET LL 13-15 x12,specific_data.product_categ__mat_conso
__import__.product_5241437,SMI CATG CH USP0 EP4 37C1/2 /12,specific_data.product_categ__mat_sutures
__import__.product_5242012,TABLE CK PANTO CHIRURGIE 130x55cm,specific_data.product_categ__mat_equipement
__import__.product_5242013,TABLE CK PANTO CONSULTATION 130x6,specific_data.product_categ__mat_equipement
__import__.product_5242502,ARHOMANI TRANSFORM SPRAY 30ml,specific_data.product_categ__homeo
__import__.product_5242580,AIGUILLE DELVO VET LL 25-80 x12,specific_data.product_categ__mat_conso
__import__.product_5243586,"PLAQUE LC DCP 2,0 6 TROUS L39MM",specific_data.product_categ__mat_ortho
__import__.product_5244000,TABLE BRANCARD EPOXY CK ROUES 120,__temp__.product_categ_undefined
__import__.product_5244003,TABLE CK PANTO V-TOP 140x2x25cm,specific_data.product_categ__mat_equipement
__import__.product_5244004,TABLE CK PANTO ALL-VET 131x61cm C,specific_data.product_categ__mat_equipement
__import__.product_5244026,TABLE CK OPERATION CHAT MINI-LAB,specific_data.product_categ__mat_equipement
__import__.product_5244032,TABLE CK BRANCARD ASCENSEUR + ROU,specific_data.product_categ__mat_equipement
__import__.product_5244035,OPTION CK : PLATEAU POUR PEDALE,specific_data.product_categ__mat_equipement
__import__.product_5244036,TABLE CK CISEAUX MVT2600 (SS PLAT,specific_data.product_categ__mat_equipement
__import__.product_5244038,OPTION CK : ROUES PLAST SUPERIEUR,specific_data.product_categ__mat_equipement
__import__.product_5246810,ANNEAU ANTI-SUCEUR /CAVECONS JDA,specific_data.product_categ__mat_rurale
__import__.product_5248258,BLEPHAROSTAT DE MORAX,specific_data.product_categ__mat_instrumentation
__import__.product_5250001,PIPETTE SEMI RIGIDE (vert) 60cm (,specific_data.product_categ__mat_conso
__import__.product_5250002,FLACON VERRE BRUN +CPTE GTTES 10ml x20,specific_data.product_categ__mat_conso
__import__.product_5250030,FLACON VERRE BRUN ROND  30ml+CP x110,specific_data.product_categ__mat_conso
__import__.product_5250031,FLACON VERRE BRUN ROND  30ml+CP x22,specific_data.product_categ__mat_conso
__import__.product_5250110,FLACON VERRE BRUN+CPTE GTTES 10ml,specific_data.product_categ__mat_conso
__import__.product_5250112,FLACON VERRE BRUN +CPTE GTTES 10ml,specific_data.product_categ__mat_conso
__import__.product_5250121,ACON VERRE BRUN +CPTE GTTES 15ml,specific_data.product_categ__mat_conso
__import__.product_5250122,CUPULE A POLIR SANS TIGE (x30),specific_data.product_categ__mat_conso
__import__.product_5250123,CON CARRE PLASTIC 250ml+CP+EMBOUT,__temp__.product_categ_undefined
__import__.product_5250130,ACON VERRE BRUN +CPTE GTTES 30ml x110,specific_data.product_categ__mat_conso
__import__.product_5250310,FLACON BRUN ROND 10ml SANS BOUCHO,__temp__.product_categ_undefined
__import__.product_5250333,BOUCHON ZENTROP / 25,__temp__.product_categ_undefined
__import__.product_5250809,LOGO PERSONNALISE,specific_data.product_categ__mat_equipement
__import__.product_5252074,CATHETER INTROCAN-W 24Gx3/4 JAUNE,specific_data.product_categ__mat_conso
__import__.product_5253803,CUTICELL CLASSIC 10x10cm (100),__temp__.product_categ_undefined
__import__.product_5254012,MP FOLIODRAPE TROUE+ADH. 75x90 3c,specific_data.product_categ__mat_conso
__import__.product_5254112,CATHETER INTROCAN-W 20Gx1 1/4 ROS,specific_data.product_categ__mat_conso
__import__.product_5255000,KMR POUDRE 170gr,specific_data.product_categ__ali_comp
__import__.product_5255823,TROUSSE PERFUSION RMC5823P x100,specific_data.product_categ__mat_conso
__import__.product_5255890,TROUSSE TRANSFUSION BAXTER RMC5890P,specific_data.product_categ__mat_conso
__import__.product_5257203,CHAMP FOLIODRAPE SET PIED-MAIN ss,specific_data.product_categ__mat_conso
__import__.product_5257304,FLACON PLAST BRUN 100ml x104,specific_data.product_categ__mat_conso
__import__.product_5259860,RENFORTEL BONAPP,specific_data.product_categ__vitamines
__import__.product_5259872,VEDIFLEX C 500gr,specific_data.product_categ__ali_comp
__import__.product_5260015,"SPECIFIC CPD M PUPPY MEDIUM BREED  7,5KG",specific_data.product_categ__ali_physio
__import__.product_5260023,"SPECIFIC CPD S PUPPY SMALL BREED 2,5KG",specific_data.product_categ__ali_physio
__import__.product_5260024,"SPECIFIC CXD S ADULT SMALL BREED 2,5KG",specific_data.product_categ__ali_physio
__import__.product_5260029,"SPECIFIC CGD M SENIOR MEDIUM BREED 7,5KG",specific_data.product_categ__ali_physio
__import__.product_5260036,SPECIFIC CID DIGESTIVE 15KG,specific_data.product_categ__ali_dietetique
__import__.product_5260038,"SPECIFIC CGD S SENIOR SMALL BREED 2,5KG",specific_data.product_categ__ali_physio
__import__.product_5260052,COUVRE-TOUT DE VELAGE KRUTEX larg,specific_data.product_categ__mat_equipement
__import__.product_5260430,ROUE CHARIOT PETIT MODELE,__temp__.product_categ_undefined
__import__.product_5262025,"BROCHE 25cm DIA 2,0 2TROC x3PC",specific_data.product_categ__mat_ortho
__import__.product_5262201,PROMO LITMANN STETHOSCOPE CLASSIC,__temp__.product_categ_undefined
__import__.product_5265001,ENSEIGNE LUMIN CN/CT 2 FACES 50X5,specific_data.product_categ__mat_equipement
__import__.product_5267001,ALL FRIENDS ANIMAL SPRAY(ALLERG GO PETS/,specific_data.product_categ__phytosanitaires
__import__.product_5268501,XYLASED 1x500MG + SOLVANT 10ml,specific_data.product_categ__importation
__import__.product_5269071,VASOFIX CERTO 24Gx19mm BTE DE 50,__temp__.product_categ_undefined
__import__.product_5270026,ALUSPRAY 200ml ERNST,specific_data.product_categ__topiques
__import__.product_5270030,AIGUILLE TER AGANI 30Gx1/2 13mm(100),specific_data.product_categ__mat_conso
__import__.product_5270103,"VENOJECT AIG 18Gx1 1/2 (1,2x40mm)",__temp__.product_categ_undefined
__import__.product_5270116,CUBE BUSTER,__temp__.product_categ_undefined
__import__.product_5270119,TETE DE COUPE OSTER SCULPTOR N°50,__temp__.product_categ_undefined
__import__.product_5270138,HARNAIS DE MAINTIEN x-small,__temp__.product_categ_undefined
__import__.product_5270145,AIGUILLE SPINALE 18Gx3 1/2 bte de,specific_data.product_categ__mat_conso
__import__.product_5270153,AIGUILLE SPINALE 20Gx2 3/4 bte de,specific_data.product_categ__mat_conso
__import__.product_5270158,OBTURATEUR SURFLO/SURFLASH 22Gx1,specific_data.product_categ__mat_conso
__import__.product_5270177,AIGUILLE SPINALE 21Gx2 3/4 bte de,specific_data.product_categ__mat_conso
__import__.product_5270179,AIGUILLE SPINALE 21Gx3 1/2 bte de,specific_data.product_categ__mat_conso
__import__.product_5270201,TUBE TRACHEOTOMIE BIESALSKI 11mm,__temp__.product_categ_undefined
__import__.product_5270210,DIGIVET SC12,__temp__.product_categ_undefined
__import__.product_5270224,HARNAIS DE MAINTIEN x-large,__temp__.product_categ_undefined
__import__.product_5270509,CATHETER VERSATUS-W 26Gx19mm (x50,__temp__.product_categ_undefined
__import__.product_5271004,IM3 PIERRE A AIGUISER ELEVATEUR A,specific_data.product_categ__mat_dentisterie
__import__.product_5271036,IM3 KIT DENTISTERIE RONGEUR D1036,specific_data.product_categ__mat_dentisterie
__import__.product_5271044,PURIFICATEUR INOV8,specific_data.product_categ__mat_equipement
__import__.product_5271091,IM3 CONCENTRE DE CLS 250ml /,specific_data.product_categ__mat_dentisterie
__import__.product_5271108,OJECT TUBE ROUGE SERUM GEL PLASTI,__temp__.product_categ_undefined
__import__.product_5271121,CUPULE A POLIR EXTRA 100pcs,specific_data.product_categ__mat_conso
__import__.product_5271122,INSERT CAVITRON : JOINT,specific_data.product_categ__mat_equipement
__import__.product_5271144,PIECE A MAIN DETARTREUR KRUUSE MA,specific_data.product_categ__mat_equipement
__import__.product_5271187,CONTRE ANGLE UU 100pcs,specific_data.product_categ__mat_conso
__import__.product_5271200,IM3 SET DENTAIRE 14PCS D1000,specific_data.product_categ__mat_instrumentation
__import__.product_5271221,IM3 ELEVATEUR 1mm EMBOUT LARGE D2,specific_data.product_categ__mat_dentisterie
__import__.product_5271225,3 ELEVATEUR PERIOSTEAL PT CHIEN D,specific_data.product_categ__mat_dentisterie
__import__.product_5271306,IM3 DETARTREUR DOUBLE D1009,specific_data.product_categ__mat_dentisterie
__import__.product_5271360,IM3 UNITE DENTAIRE DELUXE /,specific_data.product_categ__mat_dentisterie
__import__.product_5271362,IM3 UNITE DENTAIRE GS DELUXE LED U,specific_data.product_categ__mat_dentisterie
__import__.product_5271405,IM3 ELEVATEUR DOUBLE small D1016,specific_data.product_categ__mat_dentisterie
__import__.product_5271429,SAC REANIMATION/VENTILATION S R20,specific_data.product_categ__mat_equipement
__import__.product_5272004,"SONDE ENDOTRACH TRANSP A BALLON 4,5mm",__temp__.product_categ_undefined
__import__.product_5272116,ATTELLE ORTHOVET ARRIERE LARGE L2,specific_data.product_categ__mat_ortho
__import__.product_5272161,ORTHESE CARPALE CHIEN T1 SMALL,specific_data.product_categ__mat_ortho
__import__.product_5272162,ORTHESE CARPALE CHIEN T2 MEDIUM,specific_data.product_categ__mat_ortho
__import__.product_5272163,ORTHESE CARPALE CHIEN T3 LARGE,specific_data.product_categ__mat_ortho
__import__.product_52722006,"SERINGUE ""PAS DE PERTE"" UU 01ml (",__temp__.product_categ_undefined
__import__.product_5272225,OBTURATEUR VERSATUS-W 22Gx25mm (5,specific_data.product_categ__mat_conso
__import__.product_5272455,"SONDE VESIC+MAND BUSTER 1,3x16cm",__temp__.product_categ_undefined
__import__.product_5273022,PINCE CLIPNOSIS SM,specific_data.product_categ__mat_conso
__import__.product_5273023,PINCE CLIPNOSIS L,specific_data.product_categ__mat_conso
__import__.product_5273078,FILET ATTRAPE CHAT,specific_data.product_categ__mat_equipement
__import__.product_5273399,CARCAN BUSTER CLASSIC TRANSP 35cm,__temp__.product_categ_undefined
__import__.product_5273456,"SONDE VESICALE+MAND BUSTER 1,3x16",__temp__.product_categ_undefined
__import__.product_5273457,"SONDE VESICALE+MAND BUSTER 1,3mmx",__temp__.product_categ_undefined
__import__.product_5274091,BOL EDUCATIVE DOGMAZE NOIR,specific_data.product_categ__mat_petshop
__import__.product_5274100,CUBE MINI BUSTER /,specific_data.product_categ__mat_petshop
__import__.product_5274162,BOL EDUCATIVE DOGMAZE MINI GRIS,specific_data.product_categ__mat_petshop
__import__.product_5274500,BUSTER CAT BALL,__temp__.product_categ_undefined
__import__.product_5274505,BUSTER FOOD BALL,__temp__.product_categ_undefined
__import__.product_5275063,SPRAY POUR HYGIENE BUCCALE BUSTER,__temp__.product_categ_undefined
__import__.product_5275064,GOUTTES AURICULAIRES SANS ALCOOL,specific_data.product_categ__mat_conso
__import__.product_5275101,LINGETTES POUR LES YEUX BUSTER 25,__temp__.product_categ_undefined
__import__.product_5275320,DENTIFRICE POUR CHIEN 55ml,specific_data.product_categ__mat_dentisterie
__import__.product_5275330,DENTIFRICE NATURE 50ml,specific_data.product_categ__mat_dentisterie
__import__.product_5275340,DENTIFRICE AU GOUT DE FOIE 50ml,specific_data.product_categ__mat_dentisterie
__import__.product_5275410,GOUTTES AURICULAIRES AVEC ALCOOL,__temp__.product_categ_undefined
__import__.product_5275494,B'SEEN REFLECTEUR DISPLAY 16pcs,__temp__.product_categ_undefined
__import__.product_5275497,BSEEN AVEC REFLECTEUR /piece,specific_data.product_categ__mat_equipement
__import__.product_5275498,B'SEEN AVEC REFLECTEUR 6pcs,__temp__.product_categ_undefined
__import__.product_5275560,BROSSE CHIEN LONG POIL PETIT,__temp__.product_categ_undefined
__import__.product_5276650,SERVIETTES SANA 34x37cm (x50),__temp__.product_categ_undefined
__import__.product_5276809,MANIPLER 35 AGRAFEUSE 35 AGRAFES,specific_data.product_categ__mat_sutures
__import__.product_5277509,CHAMP FOLIODR.PROTECT 45cmx75cm /,__temp__.product_categ_undefined
__import__.product_5278083,"CHAUSSURE CHIEN PAWZ 3,8cm JAUNE",__temp__.product_categ_undefined
__import__.product_5279320,SONDE ENDOTR TRANSP SANS BALLON 2,specific_data.product_categ__mat_cardio
__import__.product_5279405,MUSELIERE MIKKI KIT TAILLES 0-5,__temp__.product_categ_undefined
__import__.product_5279700,FIXATEUR MACHINE AGFA 0.5 L (G354,specific_data.product_categ__mat_img_radio
__import__.product_5279701,REVELATEUR MACHINE AGFA G153/BOUT,__temp__.product_categ_undefined
__import__.product_5279814,COLLIER GONFLABLE BUSTER PVC T1 X,specific_data.product_categ__mat_conso
__import__.product_5279815,COLLIER GONFLABLE BUSTER PVC T2 S,specific_data.product_categ__mat_conso
__import__.product_5279816,COLLIER GONFLABLE BUSTER PVC T3 M,specific_data.product_categ__mat_conso
__import__.product_5279817,COLLIER GONFLABLE BUSTER PVC T4 L,specific_data.product_categ__mat_conso
__import__.product_5279818,COLLIER GONFLABLE BUSTER PVC T5 X,specific_data.product_categ__mat_conso
__import__.product_5280109,BANDELETTES PRECISION XTRA(CETONE,__temp__.product_categ_undefined
__import__.product_5280410,HORSES FRESHENER 500ml FLACON rec,__temp__.product_categ_undefined
__import__.product_5280790,BALANCE PLATEAU INOX 90x55cm 250k,specific_data.product_categ__mat_equipement
__import__.product_5281086,TABOURET NOIR SELLE SALLI ROTATIF,specific_data.product_categ__mat_equipement
__import__.product_5281225,CAGE SKIPPER BORDEAU/BEIGE 55x36x,specific_data.product_categ__mat_equipement
__import__.product_5281235,CAGE SKIPPER BORDEAU/BEIGE 62x41x,specific_data.product_categ__mat_equipement
__import__.product_5281505,BOL INCREDIBOWL MARGENTA 1 lit,__temp__.product_categ_undefined
__import__.product_5281506,BOL INCREDIBOWL LIME 1lit,__temp__.product_categ_undefined
__import__.product_5281507,BOL INCREDIBOWL DARK GREY 1lit,__temp__.product_categ_undefined
__import__.product_5281508,BOL INCREDIBOWL NAVY BLEU 1lit,__temp__.product_categ_undefined
__import__.product_5283613,ALAISE MOLINEA+ 60x60cm PAR 112(4,specific_data.product_categ__mat_conso
__import__.product_5284924,SHAMPOOING OSTER ALL-PURPOSE 473m,__temp__.product_categ_undefined
__import__.product_5284925,SHAMPOOING OSTER ALOE VERA 473ml,__temp__.product_categ_undefined
__import__.product_5284926,SHAMPOOING OSTER VANILLE 473ml,__temp__.product_categ_undefined
__import__.product_5284927,SHAMPOOING OSTER CREME ORANGE 473,__temp__.product_categ_undefined
__import__.product_5284928,SHAMPOOING OSTER BLACK PEARL 473m,__temp__.product_categ_undefined
__import__.product_5284929,CONDITIONER OSTER SILKY SHINE 473,__temp__.product_categ_undefined
__import__.product_5290004,TUTTNAUER AUTOCL SOUPAPE HP3PSI,specific_data.product_categ__mat_equipement
__import__.product_5290501,FRIGO MOBILE COMPRESSEUR CF40,specific_data.product_categ__mat_equipement
__import__.product_5290979,SPECULUM VAGINAL MOUTON 16cm,specific_data.product_categ__mat_equipement
__import__.product_5291001,"PRACTICRYL 910 USP0 EP3,5 30C3/8(",specific_data.product_categ__mat_sutures
__import__.product_5291006,PRACTICRYL 910 USP2/0 EP3 24C1/2(12),specific_data.product_categ__mat_sutures
__import__.product_5291017,PRACTICRYL 910 USP2 EP5 40C1/2(12),specific_data.product_categ__mat_sutures
__import__.product_5291090,"FIL DE CERCLAGE 0,8mmx10m",specific_data.product_categ__mat_ortho
__import__.product_5291107,THERMOMETRE INFRA ROUGE TN1,specific_data.product_categ__mat_equins
__import__.product_5291130,"FIL DE CERCLAGE AO 1,5mmx10m",specific_data.product_categ__mat_ortho
__import__.product_5291208,DR MACH LAMPE TRIAFLEX R96 MURALE,specific_data.product_categ__mat_equipement
__import__.product_5293800,GAZOFIX BDE 10cmx4m,specific_data.product_categ__mat_conso
__import__.product_5296106,PANTALON BLANC small,__temp__.product_categ_undefined
__import__.product_5296108,PANTALON BLANC large,__temp__.product_categ_undefined
__import__.product_5300011,ACEDERM SPRAY 150ML,specific_data.product_categ__importation
__import__.product_5300188,SERINGUE BD PLASTIPAK  2ml+22Gx11,specific_data.product_categ__mat_conso
__import__.product_5300609,TABLIER MICROTEX T2,__temp__.product_categ_undefined
__import__.product_5301001,PROMO OUATE ROULEAU 100GR (10 ROULEA,specific_data.product_categ__mat_conso
__import__.product_5301108,GANT SEMPERMED STERILE 6 (60p.),specific_data.product_categ__mat_conso
__import__.product_5301109,"GANT SEMPERMED STERILE 6,5 (60p.)",specific_data.product_categ__mat_conso
__import__.product_5301110,GANT SEMPERMED STERILE 7 (60P),specific_data.product_categ__mat_conso
__import__.product_5301111,"GANT SEMPERMED STERILE 7,5 (60 p.",specific_data.product_categ__mat_conso
__import__.product_5301112,GANT SEMPERMED STERILE 8 (60 p.),specific_data.product_categ__mat_conso
__import__.product_5301113,"GANT SEMPERMED STERILE 8,5 (60p.)",specific_data.product_categ__mat_conso
__import__.product_5301128,GANT SEMPERMED CLASSIC STERILE 6 (,specific_data.product_categ__mat_conso
__import__.product_5301129,"T SEMPERMED CLASSIC STERILE 6,5 (",specific_data.product_categ__mat_conso
__import__.product_5301130,GANT SEMPERMED CLASSIC STERILE 7(,specific_data.product_categ__mat_conso
__import__.product_5301131,"T SEMPERMED CLASSIC STERILE 7,5 (",specific_data.product_categ__mat_conso
__import__.product_5301132,GANT SEMPERMED CLASSIC STERILE 8(,specific_data.product_categ__mat_conso
__import__.product_5301133,"GANT SEMPERMED CLASSIC STER 8,5 (",specific_data.product_categ__mat_conso
__import__.product_5301208,POLISSEUR NOUVAG NM 3000 + PAM,specific_data.product_categ__mat_equipement
__import__.product_5301231,RADIO ORANGE ROUAGES METAL COLLIMAT,specific_data.product_categ__mat_img_radio
__import__.product_5302004,POCHE URINAIRE 2lit / 90cm x100,specific_data.product_categ__mat_conso
__import__.product_5302005,POCHE URINAIRE 2lit / 120cm x50,specific_data.product_categ__mat_conso
__import__.product_5303125,DR MACH LAMPE TRIAFLEX R96 PLAF <,specific_data.product_categ__mat_equipement
__import__.product_5304434,SERINGUE BD EMERALD 2ml+21Gx5/8 (,specific_data.product_categ__mat_conso
__import__.product_5305196,AIGUILLE BD 18Gx1 1/2 R rose (100),specific_data.product_categ__mat_conso
__import__.product_5305481,TI-CRON USP2 EP5 39T3/8 BTE 36P,specific_data.product_categ__mat_sutures
__import__.product_5306438,CARCAN NEOCOL REFLECT ASSORTIMENT,__temp__.product_categ_undefined
__import__.product_5306551,TI-CRON USP2/0 EP3 3T24 3065-51,specific_data.product_categ__mat_sutures
__import__.product_5306700,NUTRI GENIA COLOSTRUM 50gr,specific_data.product_categ__ali_comp
__import__.product_5307230,"STRAP GENIA GOUT AMER  5cmx4,5m x",specific_data.product_categ__mat_conso
__import__.product_5307232,"STRAP GENIA GOUT AMER  7,5cmx4,5m",specific_data.product_categ__mat_conso
__import__.product_5307234,"STRAP GENIA GOUT AMERE 10cmx4,5m",specific_data.product_categ__mat_conso
__import__.product_5307280,"GENIA EQUIPLAST 30cmx3,5m x12",specific_data.product_categ__mat_conso
__import__.product_5307515,INSERT DETARTREUR AMS A POINTU,specific_data.product_categ__mat_equipement
__import__.product_5307770,GANT GENIA VETRILE 7/8 x100,specific_data.product_categ__mat_conso
__import__.product_5307771,GANT GENIA VETRILE 8/9 x100,specific_data.product_categ__mat_conso
__import__.product_5307772,GANT GENIA VETRILE 9/10 x100,specific_data.product_categ__mat_conso
__import__.product_5307944,LAME BISTOURI NON-STER SCALPEX N2,specific_data.product_categ__mat_conso
__import__.product_5308000,HIP TOGGLE 3MM + 80lb NYLON (ster,specific_data.product_categ__mat_sutures
__import__.product_5310426,FRAISE NAC HM79FX045 PIECE A MAIN,specific_data.product_categ__mat_dentisterie
__import__.product_5310500,COCOON SUPPORT MOTEUR EQUIPE,specific_data.product_categ__mat_dentisterie
__import__.product_5311008,PROLONGATEUR LL MF 150cm HAUTE PR,specific_data.product_categ__mat_conso
__import__.product_5311350,CON A VISSER CONIQUE (sperme) 50m,specific_data.product_categ__mat_conso
__import__.product_5315000,MONOCRYL USP4/0 26VB1/2 Y3150H x3,specific_data.product_categ__mat_sutures
__import__.product_5315001,"CAGE PLIANTE IRIS 55x31,5x36,4cm",specific_data.product_categ__mat_equipement
__import__.product_5315005,"CAGE PLIANTE IRIS 68,6x40,3x47,8c",specific_data.product_categ__mat_equipement
__import__.product_5316418,MATRX VME2 : BAC A CHAUX,__temp__.product_categ_undefined
__import__.product_5316419,"MATRX TUYAU RESPx2TRANS 1,5x120cm+Y",__temp__.product_categ_undefined
__import__.product_5316420,"MATRX TUYAU RESP x2 TRANSP 2,2x120",__temp__.product_categ_undefined
__import__.product_5317111,TOM TIDDLE LONGTERM OUVERT 3FRx11cm,specific_data.product_categ__mat_conso
__import__.product_5317122,"TOM TIDDLE LONGTERM FERME 3,5FRx11cm",specific_data.product_categ__mat_conso
__import__.product_5317123,TOM TIDDLE LONGTERM FERME 4FRx14cm,specific_data.product_categ__mat_conso
__import__.product_5317212,"TOM TIDDLE LONGTERM OUVERT 3,5FRx11cm",specific_data.product_categ__mat_conso
__import__.product_5317442,GENIA CLEAN DESINFECTANT MOUSSE 5,__temp__.product_categ_undefined
__import__.product_5320942,CATHETER ABBOCATH-T 24G / 50,specific_data.product_categ__mat_conso
__import__.product_5320944,CATHETER ABBOCATH-T 26G / 50,specific_data.product_categ__mat_conso
__import__.product_5321502,SHAMPOOING OSTER CHEVAL 946ml,specific_data.product_categ__mat_petshop
__import__.product_5322000,VICRYL USP000 EP2 36R1/2 V322H x3,specific_data.product_categ__mat_sutures
__import__.product_5324002,ELECTRODE CAUTERE TRIANGULAIR TRANCHANT,specific_data.product_categ__mat_equipement
__import__.product_5324005,ELECTRODE CAUTERE POINTU COUPANT,specific_data.product_categ__mat_equipement
__import__.product_5324007,ELECTRODE CAUTERE ARRONDI COUPANT,specific_data.product_categ__mat_equipement
__import__.product_5327014,PANSEMENT GENIA HYDRO 10x10cm x10,specific_data.product_categ__mat_conso
__import__.product_5327050,ALAISE DRYSOFT 40X60CM X30 /,specific_data.product_categ__mat_conso
__import__.product_5327054,ALAISE DRYSOFT 60X90cm/11G x25 /,specific_data.product_categ__mat_conso
__import__.product_5327056,ALAISE DRYSOFT 60X90cm/20G x25,specific_data.product_categ__mat_conso
__import__.product_5327200,COSYPAD TAPIS 33x50cm,__temp__.product_categ_undefined
__import__.product_5327204,COSYPAD TAPIS 90x90cm,__temp__.product_categ_undefined
__import__.product_5330328,PDS II USP2/0 EP2 22R1/2 Z328H x3,specific_data.product_categ__mat_sutures
__import__.product_5330665,MONOSOF USP3/0 SN665 C13 NOIR (36,specific_data.product_categ__mat_sutures
__import__.product_5331012,FRAISE TURBINE CYLINDRIQUE HM31012,specific_data.product_categ__mat_dentisterie
__import__.product_53320121,"BROC 1PTE FIL.POS.2,5 TERM 12cmx2",specific_data.product_categ__mat_ortho
__import__.product_5332980,CAGE PLIANTE DOG RESIDENCE MOB 91,specific_data.product_categ__mat_equipement
__import__.product_5333160,DISTINJECT CANULE FLIP 1ml-13mm /,specific_data.product_categ__mat_conso
