id,name,categ_id/id
__import__.product_7140340,"ETHILON II EW319 USP0000 EP1,5 19",specific_data.product_categ__mat_sutures
__import__.product_7140390,"VICRYL USP4/0 EP1,5 13C3/8 JV390",specific_data.product_categ__mat_sutures
__import__.product_7140394,"VICRYL JV394 USP0000 EP1,5 16C3/8",specific_data.product_categ__mat_sutures
__import__.product_7140416,MONOCRYL Y416H USP000 EP2 BTE DE,specific_data.product_categ__mat_sutures
__import__.product_7140417,MONOCRYL USP2/0 EP3 26R1/2 Y417H,specific_data.product_categ__mat_sutures
__import__.product_7140418,"MONOCRYL Y418H USP0 EP3,5 26R1/2",specific_data.product_categ__mat_sutures
__import__.product_7140419,AIGUILLE A CHAS ETHICON ECP 2,__temp__.product_categ_undefined
__import__.product_7140443,MONOCRYL USP00 EP3 UND 24C3/8 C44,specific_data.product_categ__mat_sutures
__import__.product_7140452,PDS II FZ452 USP000 EP2 24C3/8 24,specific_data.product_categ__mat_sutures
__import__.product_7140486,PDS II Z486 USP1 EP4 40C1/2 BTE D,specific_data.product_categ__mat_sutures
__import__.product_7140497,VICRYL V497H USP000EP2 19C3/8 45c,specific_data.product_categ__mat_sutures
__import__.product_7140500,SOIE FW500 USP5/0 EP1 16C3/8 BTE,specific_data.product_categ__mat_sutures
__import__.product_7140501,"SOIE FW501 USP0000 EP1,5 SERTI X3",specific_data.product_categ__mat_sutures
__import__.product_7140502,SOIE FW502 USP000 EP2 16C3/8,specific_data.product_categ__mat_sutures
__import__.product_7140503,SOIE FW503 USP00 EP3 16C3/8 X 36P,specific_data.product_categ__mat_sutures
__import__.product_7140545,MERSILENE MESH TS54S 30X30CM,specific_data.product_categ__mat_sutures
__import__.product_7140616,VICRYL V616H USP0 140CM SUTUPAK X,specific_data.product_categ__mat_sutures
__import__.product_7140617,VICRYL V617H USP1 140cm SUTUPAK X,specific_data.product_categ__mat_sutures
__import__.product_7140699,"ETHILON 699H USP0000 EP1,5 SERTI",specific_data.product_categ__mat_sutures
__import__.product_7140775,SOIE FW775 USP00 EP3 63C3/8 BTE D,specific_data.product_categ__mat_sutures
__import__.product_7140926,"VICRYL V926H USP6/0 EP0,7 13R1/2",specific_data.product_categ__mat_sutures
__import__.product_7141020,CATHETER OPTIVA 2 1020 20GX32MM R,__temp__.product_categ_undefined
__import__.product_7141022,CATHETER OPTIVA 2 1022 22GX25MM B,__temp__.product_categ_undefined
__import__.product_7141023,AIG SUT DROITE  45mm ETHICON EKS1,specific_data.product_categ__mat_conso
__import__.product_7141024,"PDS II Z1024H USP0000 EP1,5 18R3/",specific_data.product_categ__mat_sutures
__import__.product_7141038,VICRYL USP1 EP4 32R3/8 JV1038 x36,specific_data.product_categ__mat_sutures
__import__.product_7141040,VICRYL USP2/0 EP3 50DC JV1040 x36,specific_data.product_categ__mat_sutures
__import__.product_7141058,VICRYL USP1 EP4 48C1/2 V1058H x36,specific_data.product_categ__mat_sutures
__import__.product_7141088,VICRYL JV1088 USP1 EP4 30C1/2 BTE,specific_data.product_categ__mat_sutures
__import__.product_7141181,CATG F1181 PL USP000 EP3 SERTI BT,specific_data.product_categ__mat_sutures
__import__.product_7141204,"VICRYL USP4/0 EP1,5 JV1204 LIGAPA",specific_data.product_categ__mat_sutures
__import__.product_7141205,"VICRYL USP000 EP2 LIGAPAK 2,5m JV",specific_data.product_categ__mat_sutures
__import__.product_7141389,VICRYL UND BV1389 USP5/0EP1 13C3/,specific_data.product_categ__mat_sutures
__import__.product_7141443,MONOCRYL USP2/0 EP3  24C3/8 Y443H,specific_data.product_categ__mat_sutures
__import__.product_7141452,PDS II USP3/0 EP2 24C3/8 Z452H,specific_data.product_categ__mat_sutures
__import__.product_7141497,ACIER BA497 USP000 EP2 36C1/2 BTE,specific_data.product_categ__mat_sutures
__import__.product_7141503,PDS ZH503 BAND 5MMX30CM BTE DE 3,specific_data.product_categ__mat_sutures
__import__.product_7141769,ETHILON W1769 USP9/0 SERTI BTE DE,specific_data.product_categ__mat_sutures
__import__.product_7141819,PROLENE USP000 EP2 18R1/2 F1819 x,specific_data.product_categ__mat_sutures
__import__.product_7142012,"ADAPTIC 7,5x7,5cm 50P",__temp__.product_categ_undefined
__import__.product_7142015,VICRYL JV2015 USP000 EP2 30R1/2 x,specific_data.product_categ__mat_sutures
__import__.product_7142122,"CATG F2122 PL USP00 EP3,5 75CMAT3",specific_data.product_categ__mat_sutures
__import__.product_7142190,VICRYL V2190H RAP USP000EP2 22R1/,specific_data.product_categ__mat_sutures
__import__.product_7142252,VICRYL RAP VR2252 USP000EP2 24C3/,specific_data.product_categ__mat_sutures
__import__.product_7142294,"VICRYL RAP.0000 1,5 75CM VR2294 x",specific_data.product_categ__mat_sutures
__import__.product_7142298,VICRYL RAP VR2298 USP000EP2 19C3/,specific_data.product_categ__mat_sutures
__import__.product_7142311,PDS II USP3/0 EP2 22R1/2 Z311H,specific_data.product_categ__mat_sutures
__import__.product_7142317,PDS II USP2/0 EP3 26R1/2 Z317H,specific_data.product_categ__mat_sutures
__import__.product_7142431,ETHICRIN USP0 EP3  DR50MM F2431 x,specific_data.product_categ__mat_sutures
__import__.product_7142485,"PDS II USP0 EP3,5 36C1/2 Z467H",specific_data.product_categ__mat_sutures
__import__.product_7142502,MERSUTURE F2502 USP000 EP2 19C3/8,specific_data.product_categ__mat_sutures
__import__.product_7142504,"MERSUTURE F2504 USP0 EP3,5 24C3/8",specific_data.product_categ__mat_sutures
__import__.product_7142516,MERSUTURE USP1 EP4 26C1/2 F2516 x,specific_data.product_categ__mat_sutures
__import__.product_7142811,PROLENE USP000 EP2 24C3/8 F2811 x,specific_data.product_categ__mat_sutures
__import__.product_7142814,PROLENE USP2/0 EP3 30C3/8 F2814 x,specific_data.product_categ__mat_sutures
__import__.product_7142815,"PROLENE USP0 EP3,5 30C3/8 F2815 x",specific_data.product_categ__mat_sutures
__import__.product_7142816,"PROLENE USP0000 EP1,5 BLEU F2816",specific_data.product_categ__mat_sutures
__import__.product_7142820,"PROLENE USP0 EP3,5 26C1/2 F2820 x",specific_data.product_categ__mat_sutures
__import__.product_7143120,MONOCRYL USP2/0  22VB1/2 Y3120H x,specific_data.product_categ__mat_sutures
__import__.product_7143160,MONOCRYL USP3/0 EP2 26VB1/2 Y3160,specific_data.product_categ__mat_sutures
__import__.product_7143205,ETHIBOND USP1 EP4 36C1/2 X32050 x,specific_data.product_categ__mat_sutures
__import__.product_7143207,ETHIBOND USP2à3 EP6 40C1/2 X32071,specific_data.product_categ__mat_sutures
__import__.product_7143221,ETHILON F3221 USP000 EP2 24C3/8 x,specific_data.product_categ__mat_sutures
__import__.product_7143227,"ETHILON II USP0 EP3,5 30C3/8 F322",specific_data.product_categ__mat_sutures
__import__.product_7144104,CATG FE4104 PL USP0 EP4 LIGAPACK,specific_data.product_categ__mat_sutures
__import__.product_7144501,"MERSUTURE F4501 USP0000 1,5 2,5M",specific_data.product_categ__mat_sutures
__import__.product_7144502,"MERSUTURE F4502 USP000 EP2 2,5M x",specific_data.product_categ__mat_sutures
__import__.product_7144503,"MERSUTURE F4503 USP00 EP3 2,5M x2",specific_data.product_categ__mat_sutures
__import__.product_7144731,"VICRYL V4731H RAP.USP0 EP3,536C1/",specific_data.product_categ__mat_sutures
__import__.product_7145007,DEXON II USP3/0 EP2 24T3/8  9618-,specific_data.product_categ__mat_sutures
__import__.product_7145183,POLYSORB USP3/0 GL182 22R1/2 x36,specific_data.product_categ__mat_sutures
__import__.product_7145636,POLYSORB USP3/0 SL636 19T3/8 75cm,specific_data.product_categ__mat_sutures
__import__.product_7145637,BIOSYN USP4/0 SM5637 UND 75cm P12,specific_data.product_categ__mat_conso
__import__.product_7145644,"MONOSOF USP4/0 EP1,5 19T3/8 SN644",specific_data.product_categ__mat_sutures
__import__.product_7145689,"MONOSOF USP0 EP3,5 30T3/8 SN689 x",specific_data.product_categ__mat_sutures
__import__.product_7145722,POLYSORB USP1 SL722 30T1/2 90cm x,specific_data.product_categ__mat_sutures
__import__.product_7145741,GANT MICRO TOUCH NON ST MEDIUM (1,__temp__.product_categ_undefined
__import__.product_7145937,POLYSORB USP2 CL937 40T1/2 90cm V,specific_data.product_categ__mat_sutures
__import__.product_7146663,MERSILENE EH6663H USP000 EP2 36PC,specific_data.product_categ__mat_sutures
__import__.product_7146824,DELTA LITE CONF 10CMX365CM Bte de,__temp__.product_categ_undefined
__import__.product_7147548,"VICRYL JV7548 USP8/0 EP0,4SP3/8MO",specific_data.product_categ__mat_sutures
__import__.product_7147574,VICRYL 8/0 SERTI JV7574 BTE 12,specific_data.product_categ__mat_sutures
__import__.product_7147610,ETHIBOND EH7610 EP7 USP5 86C3/8 x,specific_data.product_categ__mat_sutures
__import__.product_7148400,AIG SUT DROITE 64mm ETHICON EKS (,specific_data.product_categ__mat_conso
__import__.product_7148402,AIG SUT 1/2 R 30mm ETHICON EMH1 (,__temp__.product_categ_undefined
__import__.product_7148404,AIG SUT 3/8 COUP  30mm EFSL,specific_data.product_categ__mat_conso
__import__.product_7148407,AIG SUT 1/2 RONDE 32mm ETHICON EC,specific_data.product_categ__mat_conso
__import__.product_7148408,AIG SUT 1/2 COUP 35mm ETHICON ECP,specific_data.product_categ__mat_conso
__import__.product_7148410,AIG SUT 1/2 COUP 31mm ETHICON ECP,specific_data.product_categ__mat_conso
__import__.product_7148411,AIG SUT 1/2 RONDE 68mm ETHICON ET,specific_data.product_categ__mat_conso
__import__.product_7148412,AIG SUT 1/2 COUP 20mm ETHICON ECP,specific_data.product_categ__mat_conso
__import__.product_7148413,AIG SUT 3/8 COUP  19mm ETHICON EF,specific_data.product_categ__mat_conso
__import__.product_7148417,AIG SUT 1/2 COUP 36mm ETHICON ECP,specific_data.product_categ__mat_conso
__import__.product_7148418,AIG SUT 1/2 COUP 40mm ETHICON ECP,specific_data.product_categ__mat_conso
__import__.product_7148419,AIG SUT 1/2 COUP 26mm ETHICON ECP,specific_data.product_categ__mat_conso
__import__.product_7148420,AIG SUT 1/2COUP 16mm ETHICON ECP7,specific_data.product_categ__mat_conso
__import__.product_7148421,AIG SUT 1/2 RONDE 21mm ETHICON ECT,specific_data.product_categ__mat_conso
__import__.product_7148422,AIG SUT DROITE 45mm N.COUP EST1,specific_data.product_categ__mat_conso
__import__.product_7148423,AIG SUT 3/8 RONDE  32mm ETE (4x12,specific_data.product_categ__mat_conso
__import__.product_7148424,AIG SUT 1/2 RONDE 21mm ETHICON ES,specific_data.product_categ__mat_conso
__import__.product_7148425,AIGUILLE A CHAS ETHICON EFS 4,__temp__.product_categ_undefined
__import__.product_7148426,AIG SUT 1/2 RONDE 26mm ETHICON ES,specific_data.product_categ__mat_conso
__import__.product_7149115,"VICRYL ZEO115E USP5 EP7 1,5M x24",specific_data.product_categ__mat_sutures
__import__.product_7149312,VICRYL USP2/0 EP3 22R1/2 V312H x3,specific_data.product_categ__mat_sutures
__import__.product_7149317,VICRYL USP2/0 EP3 26R1/2 V317H,specific_data.product_categ__mat_sutures
__import__.product_7149318,"VICRYL USP0 EP3,5 26R1/2 V318H/JV",specific_data.product_categ__mat_sutures
__import__.product_7149359,VICRYL USP1 EP4 40R1/2 V359H,specific_data.product_categ__mat_sutures
__import__.product_7149360,VICRYL USP2 EP5 40R1/2 V360H,specific_data.product_categ__mat_sutures
__import__.product_7149457,"VICRYL USP0000 EP1,5 SERTI",specific_data.product_categ__mat_sutures
__import__.product_7149495,VICRYL JV495 USP00000 EP1 19C3/8,specific_data.product_categ__mat_sutures
__import__.product_7149496,"VICRYL V496ZH USP0000 EP1,5 19C3/",specific_data.product_categ__mat_sutures
__import__.product_7149519,VICRYL RAP USP1 EP4 36C1/2 V5190H,specific_data.product_categ__mat_sutures
__import__.product_7149974,"VICRYL JV974 USP0 EP3,5 26C1/2 x3",specific_data.product_categ__mat_sutures
__import__.product_7206644,"FLEXOPLAST 7,5cmx4m",specific_data.product_categ__mat_conso
__import__.product_7220057,ENSEMBLE VIDEO ENDOSCOPIQUE,specific_data.product_categ__mat_img_radio
__import__.product_7239425,SPECIFIC FRD FIBRIL 1KG,specific_data.product_categ__ali_dietetique
__import__.product_7253856,SPECIFIC CXD PHYSIO 18KG (15+3),specific_data.product_categ__ali_physio
__import__.product_727222,IM3 PROTECTION PLEXI TAILLE 2 X72,specific_data.product_categ__mat_dentisterie
__import__.product_7307788,CLIPS POUR PROPAL T4/5/6 x6,specific_data.product_categ__mat_conso
__import__.product_7330143,COLLIER MASTER PLUS PRET,specific_data.product_categ__mat_equipement
__import__.product_7368093,BOITE A STERILI TYPE 23G PO/AUTOC,specific_data.product_categ__mat_equipement
__import__.product_7372500,OCCASION DETARTREUR LITTON,specific_data.product_categ__mat_occasion
__import__.product_7402102,LOT DE MATERIEL D OSTEOSYNTHESE,specific_data.product_categ__mat_ortho
__import__.product_7405001,BOTTE VIERZONORD NEOPRENE P38,__temp__.product_categ_undefined
__import__.product_7405003,BOTTE VIERZONORD NEOPRENE P47,__temp__.product_categ_undefined
__import__.product_7405040,BOTTE VIERZONORD NEOPRENE P40,__temp__.product_categ_undefined
__import__.product_7405042,BOTTE VIERZONORD NEOPRENE P42,__temp__.product_categ_undefined
__import__.product_7405043,BOTTE VIERZONORD NEOPRENE P43,__temp__.product_categ_undefined
__import__.product_7405044,BOTTE VIERZONORD NEOPRENE P44,__temp__.product_categ_undefined
__import__.product_7405045,BOTTE VIERZONORD NEOPRENE P45,__temp__.product_categ_undefined
__import__.product_7405046,BOTTE VIERZONORD NEOPRENE P46,__temp__.product_categ_undefined
__import__.product_7405140,BOTTE VIERZON JERSEY P40,__temp__.product_categ_undefined
__import__.product_7405141,BOTTE VIERZON JERSEY P41,__temp__.product_categ_undefined
__import__.product_7405142,BOTTE VIERZON JERSEY P42,__temp__.product_categ_undefined
__import__.product_7405143,BOTTE VIERZON JERSEY P43,__temp__.product_categ_undefined
__import__.product_7405243,BOTTE ST HUBERT CUIR VERT P.43,__temp__.product_categ_undefined
__import__.product_7405246,BOTTE ST HUBERT CUIR VERT P.46,__temp__.product_categ_undefined
__import__.product_7405998,BOTTE ALL TRACK REGULAR P.43,__temp__.product_categ_undefined
__import__.product_7405999,BOTTE ALL TRACK NEOPRENE P.43,__temp__.product_categ_undefined
__import__.product_7406044,BOTTES CHASSEUR P.43,__temp__.product_categ_undefined
__import__.product_7413002,"A TORCK PLUS PERF.13,12,35,35 2 R",__temp__.product_categ_undefined
__import__.product_7413005,ASEPTOSPRAY CRUSAIR,__temp__.product_categ_undefined
__import__.product_7413012,DEROULEUR EDET VARDRULLE,specific_data.product_categ__mat_equipement
__import__.product_7413016,SAC POUBELLE 20L BLANC (50),specific_data.product_categ__mat_conso
__import__.product_7413017,SAC POUBELLE 120L NOIR 70x110cm (,specific_data.product_categ__mat_conso
__import__.product_7413019,MADO 23 DEBOUCHEUR INDUSTRIEL,__temp__.product_categ_undefined
__import__.product_7413021,DEROULEUR PAPIER SUR PIED 21.10.0,specific_data.product_categ__mat_equipement
__import__.product_7413023,MINI BOX PLAST DISTRIBUTEUR 30.00,__temp__.product_categ_undefined
__import__.product_7414901,MERCKOGNOST UREA STRIPS DIASYS x6,specific_data.product_categ__mat_conso
__import__.product_7415025,DISTRIBUTEUR SAVON BOX METAL 25.2,specific_data.product_categ__mat_equipement
__import__.product_7415144,BOTTE VIERZON JERSEY P44,__temp__.product_categ_undefined
__import__.product_7420043,ORAVET GEL ANTI-PLAQUE 10x8 cupul,specific_data.product_categ__mat_dentisterie
__import__.product_7420099,PINCE DE CRAFOORD COURBE 23CM,__temp__.product_categ_undefined
__import__.product_7421900,ADVANCE CHIEN ENERGY 15KG,specific_data.product_categ__ali_physio
__import__.product_7421912,ADVANCE CHIEN JUNIOR 15KG,specific_data.product_categ__ali_physio
__import__.product_7421913,ADVANCE CHIEN PUPPY 15KG,specific_data.product_categ__ali_physio
__import__.product_7429000,BOITE ALU 20X10X05,__temp__.product_categ_undefined
__import__.product_7429001,COAGULASEM PLAQUE INDIFFERENTE+CO,specific_data.product_categ__mat_equipement
__import__.product_7429003,CROCHET DENTAIRE,specific_data.product_categ__mat_instrumentation
__import__.product_7429007,COAGULACEM200 MANCHE PORTE ELECTR,__temp__.product_categ_undefined
__import__.product_7429009,PINCE MOSQUITO DROITE + DENT,__temp__.product_categ_undefined
__import__.product_7429010,PINCE MOSQUITO COURBE + DENT,__temp__.product_categ_undefined
__import__.product_7429011,PINCE ROCHESTER PEAN COURBE 20cm,specific_data.product_categ__mat_instrumentation
__import__.product_7429012,PINCE ROCHESTER PEAN DROITE 16cm,specific_data.product_categ__mat_instrumentation
__import__.product_7429013,COAGULASEM BTE PLEXI JEU D'AIGUIL,__temp__.product_categ_undefined
__import__.product_7429017,PINCE CLAMP O'SHAUGNESSY COURBE 9,__temp__.product_categ_undefined
__import__.product_7429018,BASSIN RENIFORME DIA 25CM,__temp__.product_categ_undefined
__import__.product_7429021,CISEAUX DEMONTABLES DROITS P/P 18,__temp__.product_categ_undefined
__import__.product_7429024,CISEAUX A IRIDECTOMIE DROITS 11cm,__temp__.product_categ_undefined
__import__.product_7429027,CISEAUX DROITS P/M 14CM QM,__temp__.product_categ_undefined
__import__.product_7429028,CISEAUX DROITS P/M 18cm QM,__temp__.product_categ_undefined
__import__.product_7429029,CISEAUX COURBES P/M 14CM QM,__temp__.product_categ_undefined
__import__.product_7429031,CISEAUX COURBES M/M 18CM QM,__temp__.product_categ_undefined
__import__.product_7429032,CISEAUX METZENBAUM COURBE 16CM,__temp__.product_categ_undefined
__import__.product_7429033,CISEAUX METZENBAUM DROITS 16cm QM,__temp__.product_categ_undefined
__import__.product_7429034,CISEAUX METZENBAUM COURBE 18CM,__temp__.product_categ_undefined
__import__.product_7429035,AIGUILLE A SUTURE SUTURA TOUS TYPES,specific_data.product_categ__mat_conso
__import__.product_7429037,CISAILLE A PLATRE DE STILLE 26CM,specific_data.product_categ__mat_ortho
__import__.product_7429039,PINCE A DISSECTION 2 DENTS 14CM,__temp__.product_categ_undefined
__import__.product_7429040,PINCETTE MORS LARGE 20cm,specific_data.product_categ__mat_instrumentation
__import__.product_7429041,PINCE A DISSEQUER COURBE 14CM,__temp__.product_categ_undefined
__import__.product_7429042,PINCE DE DOYEN DROITE 21cm QM,__temp__.product_categ_undefined
__import__.product_7429043,PINCE DE DOYEN COURBE 21cm QM,__temp__.product_categ_undefined
__import__.product_7429045,PINCE ANATOMIQUE 14CM,__temp__.product_categ_undefined
__import__.product_7429046,PINCE MOSQUITO DROITE,__temp__.product_categ_undefined
__import__.product_7429047,PINCE ARTERIELLE KELLY DROITE 14C,specific_data.product_categ__mat_instrumentation
__import__.product_7429049,PINCE MOSQUITO COURBE,__temp__.product_categ_undefined
__import__.product_7429050,PINCE KOCHER DROITE 18CM,__temp__.product_categ_undefined
__import__.product_7429051,PINCE KOCHER DROITE 20cm QM,specific_data.product_categ__mat_instrumentation
__import__.product_7429056,PINCE BABCOK 16CM,__temp__.product_categ_undefined
__import__.product_7429057,PINCE ROCHESTER PEAN DROITE 20cm,specific_data.product_categ__mat_instrumentation
__import__.product_7429058,PORTE AIGUILLE MATHIEU 14cm,specific_data.product_categ__mat_instrumentation
__import__.product_7429060,PORTE AIGUILLE MAYO HEGAR 18CM,__temp__.product_categ_undefined
__import__.product_7429062,MANCHE DE BISTOURI n°4,__temp__.product_categ_undefined
__import__.product_7429065,BOITE INOX 20X10X05,__temp__.product_categ_undefined
__import__.product_7429067,ECARTEUR 3 POINTES MOUSSES,specific_data.product_categ__mat_ortho
__import__.product_7429069,SPECULUM VAGINAL DE KIELLAND 05CM,__temp__.product_categ_undefined
__import__.product_7429071,DAVIER DENTAIRE N7,specific_data.product_categ__mat_dentisterie
__import__.product_7429073,MANCHE DE BISTOURI n°3,__temp__.product_categ_undefined
__import__.product_7429074,BOITE INOX 35x15x08,__temp__.product_categ_undefined
__import__.product_7429075,CISEAUX METZENBAUM DROITS 14CM QM,__temp__.product_categ_undefined
__import__.product_7429076,"AMPOULE OTOSCOPE 2,7V RIESTER",__temp__.product_categ_undefined
__import__.product_7429088,LARYNGOSCOPE 1 LAME,specific_data.product_categ__mat_cardio
__import__.product_7429098,DAVIER A OS DE VERBRUGGE 18CM,specific_data.product_categ__mat_ortho
__import__.product_7429099,DAVIER DE LAMBOTTE EN S 22CM,specific_data.product_categ__mat_ortho
__import__.product_7430102,CIRCUIT DE BAIN ADAPT/ROB DE DEBI,specific_data.product_categ__mat_cardio
__import__.product_7437125,FELINE ADULT 5KG LAPIN/,specific_data.product_categ__ali_physio
__import__.product_7443500,FISH PREMIUM 20x950gr,specific_data.product_categ__ali_physio
__import__.product_7445001,TAPE LESS PAW HOLDER MEDIUM,specific_data.product_categ__mat_conso
__import__.product_7445002,TAPE LESS PAW HOLDER LARGE,specific_data.product_categ__mat_conso
__import__.product_7445003,TAPE LESS EAR/HEAD SMALL,specific_data.product_categ__mat_conso
__import__.product_7445004,TAPE LESS EAR/HEAD MEDIUM,specific_data.product_categ__mat_conso
__import__.product_7445005,TAPE LESS EAR/HEAD LARGE,specific_data.product_categ__mat_conso
__import__.product_7445006,TAPE LESS THORACO SMALL,specific_data.product_categ__mat_conso
__import__.product_7445007,TAPE LESS THORACO MEDIUM,specific_data.product_categ__mat_conso
__import__.product_7445008,TAPE LESS THORACO LARGE,specific_data.product_categ__mat_conso
__import__.product_7445031,PIPETTE SEMI RIG LUER 49cm NON ST,specific_data.product_categ__mat_conso
__import__.product_7450797,ECHANGE STANDART BOITIER BIOLOG D,specific_data.product_categ__mat_cardio
__import__.product_7452201,ARMOIRE PHARM.53X54X22CM 2 PORTES,__temp__.product_categ_undefined
__import__.product_7455050,CROIX VETERINAIRE LUMINEUSE 50x50,__temp__.product_categ_undefined
__import__.product_7455085,PLAQUE MURALE LUMINEUSE PERSONNAL,specific_data.product_categ__mat_equipement
__import__.product_7467465,IM3 TETES POLISSAGE x100 D7465 /,specific_data.product_categ__mat_dentisterie
__import__.product_7467510,IM3 PATE A POLIR CUPULES X100 L75,specific_data.product_categ__mat_dentisterie
__import__.product_7483220,ADVANCE CHIEN ADULT 15KG,specific_data.product_categ__ali_physio
__import__.product_7483332,ADVANCE CHIEN GERM SHEPHERD 10KG,specific_data.product_categ__ali_physio
__import__.product_7483378,ADVANCE CHIEN LIGHT 10KG,specific_data.product_categ__ali_physio
__import__.product_7483384,ADVANCE CHIEN ADULT MAXI 15KG,specific_data.product_categ__ali_physio
__import__.product_7483409,ADVANCE CHIEN SENIOR MAXI 15KG,specific_data.product_categ__ali_physio
__import__.product_7483421,ADVANCE CHIEN JUNIOR MAXI 15KG,specific_data.product_categ__ali_physio
__import__.product_7486272,ADVANCE CHIEN SENSITIVE 15KG,specific_data.product_categ__ali_physio
__import__.product_7500421,STOCKINETTE EN POLYPROPYLENE 07cmx10m,specific_data.product_categ__mat_conso
__import__.product_7500431,STOCKINETTE EN POLYPROPYLENE 10cmx10m,specific_data.product_categ__mat_conso
__import__.product_7500441,STOCKINETTE EN POLYPROPYLENE 15cmx10m,specific_data.product_categ__mat_conso
__import__.product_7500442,STOCKINETTE EN POLYPROPYLENE 20cmx10m,specific_data.product_categ__mat_conso
__import__.product_7500481,"FOAM PADDING X-LITE 07,5CM PAR 20",__temp__.product_categ_undefined
__import__.product_7500491,"FOAM PADDING X-LITE 12,5CM PAR 10",specific_data.product_categ__mat_conso
__import__.product_7500993,"VET-LITE SPLINT 7,5x37,5CM PAR 15",__temp__.product_categ_undefined
__import__.product_7500994,"VET-LITE SPLINT 10X37,5CM PAR 15",__temp__.product_categ_undefined
__import__.product_7500995,"VET-LITE SPLINT 15x37,5 PAR 15",__temp__.product_categ_undefined
__import__.product_7511810,PINCE INTESTINALE DOYEN COURBE 21cm QC,specific_data.product_categ__mat_instrumentation
__import__.product_7582005,"PRO PLAN CAT ADULT 7,5KG POULET/R",specific_data.product_categ__ali_physio
__import__.product_7601020,TAPE DE MARQUAGE PR AUTOCLAVE BLE,specific_data.product_categ__mat_ortho
__import__.product_7605490,FLUMEQUINE 500GR,__temp__.product_categ_undefined
__import__.product_7624006,ALVEOLES NR00 ET 0 100x40,__temp__.product_categ_undefined
__import__.product_7624007,FEUILLES ALUMINIUM POUR BLISTER/1,__temp__.product_categ_undefined
__import__.product_7662661,"MAXON USP0 EP3,5 3T30 6626-61 x36",specific_data.product_categ__mat_sutures
__import__.product_7704755,STETHOSCOPE MASTER ELITE V W/A,__temp__.product_categ_undefined
__import__.product_7715290,BATTERIE OSTER POWER PRO ULTRA,specific_data.product_categ__mat_equipement
__import__.product_7720500,OXYBOX,specific_data.product_categ__mat_cardio
__import__.product_7721008,PISTAL PIGEONS 200ML,specific_data.product_categ__phytosanitaires
__import__.product_7735005,BOITE PLIANTE 2 A GELz50PC,__temp__.product_categ_undefined
__import__.product_7735006,BOITE PLIANTE 4 A CACHETSX50PC,__temp__.product_categ_undefined
__import__.product_7735008,FLACON VERRE TRANSP 250ml + CP,specific_data.product_categ__mat_conso
__import__.product_7735035,VALIUM  10CP 10MG,specific_data.product_categ__humain
__import__.product_7737002,SPECULUM DISPOSABLE 4MM z1000,specific_data.product_categ__mat_equipement
__import__.product_7737003,DERMATOSCOPE TROUSSE DELTA 10,specific_data.product_categ__mat_equipement
__import__.product_7737006,"SPECULUM REUTIL 2,4 A 5 MM JEU DE",__temp__.product_categ_undefined
__import__.product_7737007,TUBE RUSCHELIT TRANSPARENT LE METRE,__temp__.product_categ_undefined
__import__.product_7737008,RACCORD RUSCH ALU MALE OD 22mm,specific_data.product_categ__mat_conso
__import__.product_7737009,"SPECULUM REUTI. SANOLON DIA,4MM B",__temp__.product_categ_undefined
__import__.product_7745000,TAPE LESS PAW HOLDER SMALL,specific_data.product_categ__mat_conso
__import__.product_7745009,TAPE LESS TORSO LARGE,specific_data.product_categ__mat_conso
__import__.product_7745011,TAPE LESS TORSO MEDIUM,specific_data.product_categ__mat_conso
__import__.product_7758509,PINCE GOUGE DOUBLE ARTICULATION,specific_data.product_categ__mat_ortho
__import__.product_7758510,PINCE GOUGE SIMPLE STANDART 15CM,specific_data.product_categ__mat_ortho
__import__.product_7758516,PINCE ADSON BROWN 7x7gr 12cm,specific_data.product_categ__mat_instrumentation
__import__.product_7760304,STYLETS PELUCHEUX x20,specific_data.product_categ__mat_rurale
__import__.product_7760328,SHOOF POUR SABOTS,specific_data.product_categ__mat_equipement
__import__.product_7760501,"URGOSYVAL 1,25cmx9m",__temp__.product_categ_undefined
__import__.product_7760502,URGOSYVAL 2cmx9m,__temp__.product_categ_undefined
__import__.product_7760505,"URGOSYVAL 2,5cmx9m",__temp__.product_categ_undefined
__import__.product_7760510,SUPPORT MURAL HIBIGUARD/HIBISCRUB,specific_data.product_categ__mat_equipement
__import__.product_7760528,BIOSYN USP1 CM528 EP4 37T1/2 VIO,specific_data.product_categ__mat_sutures
__import__.product_7760665,SURGIPRO USP3/0 EP2 3T19 SP665 (3,specific_data.product_categ__mat_sutures
__import__.product_7761625,POLYSORB USP6/0 SL1625 3T11 36P,specific_data.product_categ__mat_sutures
__import__.product_7762748,POLYSORB USP8/0 L2748 SE1408K 12P,specific_data.product_categ__mat_sutures
__import__.product_7764000,EQUISETUM 100% 500GR,specific_data.product_categ__vitamines
__import__.product_7764075,EQUISETUM ARVENSE PRELE 1KG PHYTO,specific_data.product_categ__vitamines
__import__.product_7764080,DERMA-CALM SPRAY 200ml,specific_data.product_categ__homeo
__import__.product_776475,DIGEST 1KG,specific_data.product_categ__homeo
__import__.product_7769904,TUNIQUE BLANCHE M/COURTE T42 BL/V,__temp__.product_categ_undefined
__import__.product_7769906,VESTE DE CONSULTATION BLANCHE T.L,specific_data.product_categ__mat_equipement
